,user,item,rate
7162,1354,51,2
7163,894,4337,5
7164,74,3181,2
7165,27,1009,5
7166,831,3662,5
7167,1806,545,3
7168,1146,2454,5
7169,698,4277,5
7170,1493,4277,2
7171,1850,4625,4
7172,276,4109,3
7173,534,4627,4
7174,609,2580,2
7175,1562,4438,4
7176,905,2977,3
7177,1075,4330,4
7178,390,3611,2
7179,812,3871,2
7180,1445,1041,3
7181,1038,2454,4
7182,1198,1356,4
7183,1773,4535,4
7184,1845,485,3
7185,619,3618,4
7186,1490,2054,4
7187,856,4337,4
7188,862,986,4
7189,1664,1731,3
7190,868,394,2
7191,1257,2353,3
7192,1347,2942,5
7193,1312,4693,3
7194,570,4620,4
7195,1124,3944,5
7196,1291,3374,4
7197,367,2283,5
7198,877,12,4
7199,680,3181,3
7200,918,3897,2
7201,414,3618,4
7202,158,964,3
7203,1560,3618,4
7204,313,4535,5
7205,74,12,3
7206,1302,144,3
7207,1692,963,5
7208,974,4081,5
7209,1543,119,4
7210,1885,2000,2
7211,518,4627,2
7212,922,4625,4
7213,200,2884,5
7214,726,4286,5
7215,1300,1411,4
7216,1630,4295,2
7217,853,3871,5
7218,1261,2244,5
7219,869,3692,4
7220,558,1555,4
7221,1837,4732,4
7222,1346,3563,4
7223,1865,1411,5
7224,1440,2216,3
7225,1531,2291,2
7226,1684,2977,5
7227,1366,3897,3
7228,1076,1465,2
7229,832,3618,5
7230,1347,2942,5
7231,1508,205,3
7232,1587,2703,3
7233,1806,3064,4
7234,1611,1913,5
7235,398,2343,3
7236,1489,1797,4
7237,361,1555,4
7238,1462,1734,5
7239,354,2283,4
7240,1510,2230,3
7241,730,3618,5
7242,84,2532,4
7243,211,1588,5
7244,1502,2629,3
7245,1882,3944,4
7246,244,4079,5
7247,1059,647,2
7248,877,3602,2
7249,787,3946,4
7250,148,3230,5
7251,1161,256,4
7252,1286,1144,1
7253,1875,2532,4
7254,1391,3573,5
7255,1478,3618,4
7256,1654,4616,5
7257,797,3842,4
7258,654,33,5
7259,1217,995,2
7260,995,1918,5
7261,1594,4581,3
7262,1658,3842,4
7263,264,508,2
7264,1624,1949,3
7265,1612,1052,4
7266,951,2727,5
7267,1257,1949,3
7268,1614,3035,4
7269,1802,4187,4
7270,1380,4581,4
7271,1441,1980,3
7272,617,4228,5
7273,778,3944,3
7274,1566,3624,4
7275,1283,780,3
7276,578,2629,4
7277,53,722,4
7278,1100,1935,4
7279,1133,3317,4
7280,138,3465,5
7281,87,1311,4
7282,500,4211,4
7283,1545,3045,1
7284,1025,1405,5
7285,741,33,5
7286,1436,1041,4
7287,1257,1949,3
7288,271,65,2
7289,902,1147,3
7290,1741,3230,3
7291,635,4578,4
7292,1185,1979,1
7293,1845,710,2
7294,798,1052,3
7295,853,3871,5
7296,1160,2000,4
7297,1112,3959,3
7298,1309,4693,4
7299,227,3370,4
7300,1755,2974,4
7301,1604,3944,5
7302,59,1311,5
7303,1555,4616,1
7304,14,4370,4
7305,1540,3618,4
7306,710,4370,3
7307,268,2977,5
7308,775,4286,5
7309,19,2000,3
7310,450,3842,4
7311,766,3631,4
7312,1405,1691,4
7313,184,33,4
7314,1257,2970,3
7315,1117,2662,3
7316,1413,3842,2
7317,212,2216,4
7318,1680,3013,4
7319,1187,1352,5
7320,674,2640,5
7321,661,250,3
7322,654,33,5
7323,1202,1617,4
7324,578,2912,5
7325,581,3842,4
7326,565,4112,5
7327,652,560,3
7328,1445,1144,4
7329,827,4106,5
7330,412,2974,3
7331,1877,3317,4
7332,1775,1147,5
7333,357,2942,4
7334,1257,2401,4
7335,114,2898,4
7336,1532,2666,4
7337,1863,650,4
7338,1412,1603,3
7339,202,33,4
7340,390,4275,4
7341,190,647,3
7342,1508,4113,4
7343,1257,44,2
7344,1388,4370,4
7345,1489,2663,3
7346,1723,1979,3
7347,1859,2175,5
7348,860,3181,5
7349,667,4578,4
7350,1300,1574,5
7351,609,4112,4
7352,1615,4109,4
7353,702,2244,5
7354,938,1967,4
7355,121,4364,5
7356,732,2492,5
7357,469,3618,5
7358,408,2089,3
7359,218,2244,5
7360,532,33,3
7361,1150,926,3
7362,545,2977,3
7363,1713,3013,4
7364,1217,2100,5
7365,717,2291,4
7366,920,1009,3
7367,940,4625,3
7368,1033,311,4
7369,1598,1147,3
7370,738,2479,4
7371,209,1755,3
7372,1129,4419,4
7373,851,1187,3
7374,1264,4228,4
7375,772,33,5
7376,535,33,5
7377,1508,1333,3
7378,84,4693,4
7379,1100,1935,4
7380,272,800,3
7381,593,3842,4
7382,265,2254,2
7383,1354,2343,1
7384,1291,1471,4
7385,1806,4286,2
7386,1335,1610,4
7387,1273,3119,4
7388,468,3123,3
7389,1020,1610,3
7390,999,545,4
7391,1373,545,3
7392,1350,1588,3
7393,223,3618,4
7394,1169,250,4
7395,1141,545,5
7396,203,306,3
7397,488,1144,5
7398,766,4286,2
7399,1110,1555,5
7400,1366,3486,5
7401,767,4625,1
7402,595,3058,3
7403,1183,2666,4
7404,1888,3486,4
7405,135,3522,4
7406,578,1797,3
7407,13,3072,4
7408,1479,3871,5
7409,87,1311,4
7410,1470,1144,4
7411,1405,1238,4
7412,1257,3737,4
7413,532,1144,4
7414,849,3370,5
7415,1024,545,5
7416,1493,1699,4
7417,532,647,2
7418,785,979,4
7419,1598,33,2
7420,994,2884,4
7421,543,33,4
7422,145,2000,3
7423,1543,2401,4
7424,1611,1913,5
7425,366,4112,5
7426,9,2244,4
7427,911,4570,5
7428,1335,508,3
7429,1679,4081,4
7430,645,1610,3
7431,1358,1041,4
7432,1593,191,2
7433,1508,1796,5
7434,913,4627,4
7435,635,1347,4
7436,1371,2666,3
7437,1883,3462,3
7438,754,937,3
7439,1385,4620,3
7440,412,4627,4
7441,1335,2000,3
7442,964,1282,2
7443,335,3440,3
7444,1315,1967,4
7445,842,1069,2
7446,795,1471,5
7447,1806,520,3
7448,73,2977,5
7449,289,394,1
7450,231,1144,4
7451,84,4693,4
7452,1312,1699,3
7453,934,4693,3
7454,971,4585,3
7455,1257,3486,2
7456,316,654,4
7457,1785,3953,1
7458,1668,1876,3
7459,1161,3618,4
7460,951,264,4
7461,276,1282,2
7462,1749,2703,5
7463,1020,508,4
7464,742,311,3
7465,458,2884,5
7466,74,2238,4
7467,78,508,3
7468,84,2238,5
7469,1421,1221,5
7470,1755,1855,3
7471,1587,3944,3
7472,1079,1752,2
7473,741,4294,2
7474,873,4079,5
7475,614,2089,3
7476,1022,1147,3
7477,1509,3692,5
7478,1834,12,1
7479,398,30,3
7480,581,710,1
7481,895,508,2
7482,1452,3119,4
7483,675,1680,2
7484,1891,4625,3
7485,890,4627,4
7486,951,4164,5
7487,1862,4620,5
7488,1571,3462,3
7489,1594,4581,3
7490,1494,4565,4
7491,487,1311,2
7492,1877,4420,4
7493,1312,1041,3
7494,993,3840,5
7495,581,33,5
7496,1397,4330,1
7497,450,1731,4
7498,1654,33,4
7499,668,1581,5
7500,997,4277,1
7501,601,3722,5
7502,19,2000,3
7503,1178,4565,2
7504,1208,4079,4
7505,1436,4277,3
7506,890,508,4
7507,1586,3123,3
7508,903,33,5
7509,994,3842,4
7510,289,539,4
7511,1593,1010,4
7512,899,4627,3
7513,824,2942,4
7514,675,33,4
7515,1300,3897,4
7516,975,33,4
7517,1100,3212,4
7518,1398,256,2
7519,1508,205,4
7520,412,765,1
7521,1413,4410,4
7522,1601,3561,3
7523,245,539,3
7524,1462,1619,3
7525,899,2703,4
7526,348,1009,5
7527,1508,4628,4
7528,1609,4164,4
7529,355,545,4
7530,1042,722,2
7531,890,4627,4
7532,1112,910,2
7533,1059,1381,2
7534,498,3465,3
7535,1622,3123,1
7536,1702,539,4
7537,251,1471,4
7538,954,2942,4
7539,1355,1574,5
7540,1741,1752,3
7541,1396,3334,5
7542,1232,3871,5
7543,1350,1144,3
7544,1624,710,2
7545,1814,545,3
7546,415,4337,5
7547,0,710,3
7548,1268,2977,2
7549,468,3123,3
7550,311,1996,3
7551,276,35,2
7552,1414,2703,2
7553,982,3842,4
7554,1224,2397,5
7555,310,407,4
7556,1661,964,4
7557,440,1555,3
7558,1750,2287,3
7559,576,2703,4
7560,549,4112,5
7561,559,3035,5
7562,1598,3230,5
7563,218,2000,4
7564,53,3827,3
7565,1508,1796,5
7566,899,1560,1
7567,1809,2727,4
7568,1110,4016,1
7569,1470,33,4
7570,1405,264,3
7571,832,3486,4
7572,1385,4419,4
7573,914,3275,4
7574,485,144,4
7575,804,32,3
7576,348,1009,5
7577,1587,2703,3
7578,1486,3941,4
7579,1229,1471,3
7580,697,3881,1
7581,1441,3728,4
7582,74,311,4
7583,1136,1147,4
7584,144,2000,4
7585,9,2244,4
7586,1645,4732,4
7587,1288,2703,4
7588,305,2244,3
7589,265,4164,4
7590,1863,4164,4
7591,1587,3944,3
7592,47,3465,3
7593,639,2390,4
7594,1210,389,4
7595,1479,3334,5
7596,1478,1147,1
7597,74,407,4
7598,1242,4585,4
7599,1486,3181,4
7600,1373,1147,4
7601,177,1913,4
7602,434,1147,3
7603,1718,1555,4
7604,109,2511,1
7605,356,33,4
7606,1221,1303,4
7607,621,2390,4
7608,1321,4164,5
7609,1741,710,3
7610,528,2175,3
7611,1483,2401,5
7612,341,545,3
7613,1257,1680,4
7614,1286,2727,3
7615,74,3897,3
7616,10,4357,3
7617,1252,4286,4
7618,1645,3058,4
7619,1016,2511,4
7620,1755,4101,4
7621,145,2000,3
7622,1100,741,5
7623,1806,1967,4
7624,1620,3058,4
7625,1509,3692,5
7626,235,2977,4
7627,1573,3871,5
7628,1261,2244,5
7629,156,4164,4
7630,935,4698,5
7631,928,782,2
7632,940,394,4
7633,789,3346,5
7634,34,1588,4
7635,148,4616,4
7636,562,2244,5
7637,965,1574,5
7638,1634,4286,3
7639,1574,4286,2
7640,1440,2175,3
7641,1136,3486,5
7642,1291,1471,4
7643,428,2148,4
7644,724,2700,4
7645,593,3534,4
7646,53,3737,3
7647,985,1144,4
7648,998,1041,4
7649,487,1610,4
7650,1583,3759,4
7651,1211,4337,4
7652,1397,4330,1
7653,1850,1405,4
7654,1300,1603,2
7655,1587,4105,3
7656,1672,1352,2
7657,1042,2390,5
7658,74,3953,4
7659,1734,341,4
7660,472,535,4
7661,727,1895,2
7662,595,2867,3
7663,964,3150,3
7664,390,4370,4
7665,1755,32,3
7666,1489,4292,2
7667,1614,3035,4
7668,223,4337,3
7669,249,264,2
7670,1079,4693,4
7671,1210,2987,3
7672,718,1619,4
7673,1203,3191,4
7674,1056,306,3
7675,729,394,2
7676,1625,3639,4
7677,1188,1967,4
7678,1496,4201,4
7679,669,3370,3
7680,283,910,4
7681,1730,4551,2
7682,614,2089,3
7683,469,3164,3
7684,730,3618,5
7685,1750,1996,4
7686,1757,1256,5
7687,1218,2244,3
7688,1150,3602,3
7689,1140,1777,4
7690,578,1504,4
7691,737,3220,3
7692,1484,4370,3
7693,621,1345,4
7694,675,1222,4
7695,685,33,4
7696,850,3395,3
7697,858,2703,4
7698,1114,1617,1
7699,362,1010,4
7700,1493,2175,5
7701,1283,3728,4
7702,565,4112,5
7703,1410,3050,4
7704,1621,539,5
7705,137,946,5
7706,1282,2000,3
7707,965,3193,5
7708,1260,3842,5
7709,114,917,5
7710,63,33,2
7711,35,4201,2
7712,150,3618,5
7713,1419,3334,3
7714,703,3709,2
7715,927,1282,4
7716,813,4410,4
7717,1508,1796,5
7718,1624,33,5
7719,1354,4419,2
7720,1877,4275,4
7721,821,2478,2
7722,1757,3871,4
7723,894,324,5
7724,968,2974,3
7725,1860,3230,4
7726,1221,1797,3
7727,536,2089,5
7728,1498,3692,4
7729,1124,1110,4
7730,1117,4371,4
7731,827,4302,4
7732,244,1009,2
7733,1255,2977,4
7734,1425,2390,3
7735,894,324,5
7736,862,3842,5
7737,569,3263,3
7738,609,33,5
7739,893,3709,4
7740,1502,2169,3
7741,80,3334,4
7742,689,3181,5
7743,1413,1144,3
7744,1405,1699,3
7745,192,2898,4
7746,869,2703,4
7747,1206,3058,4
7748,475,3871,4
7749,231,3871,5
7750,684,1622,4
7751,589,4625,3
7752,639,1147,4
7753,403,4625,4
7754,223,3871,4
7755,28,1303,5
7756,1347,2942,5
7757,1198,77,4
7758,505,3230,5
7759,1169,250,4
7760,1395,2884,2
7761,366,2401,5
7762,1013,2238,3
7763,836,3618,5
7764,210,3576,2
7765,545,2703,4
7766,787,2947,3
7767,852,3937,2
7768,441,2338,3
7769,1033,3483,2
7770,1413,4410,4
7771,395,1620,4
7772,514,722,2
7773,1892,1045,5
7774,1486,1116,4
7775,1242,4585,4
7776,1489,2169,3
7777,654,3953,3
7778,680,3618,3
7779,318,33,2
7780,469,1752,4
7781,1208,1785,5
7782,1806,3988,3
7783,1309,3181,4
7784,1680,809,3
7785,1624,2390,3
7786,675,1736,4
7787,497,3618,5
7788,633,3618,4
7789,696,3897,4
7790,1312,4693,3
7791,1087,943,5
7792,1469,4294,1
7793,633,264,5
7794,1436,1041,4
7795,1877,4275,4
7796,376,2703,5
7797,1174,2100,4
7798,1788,35,2
7799,959,910,4
7800,1559,2666,3
7801,1630,4295,2
7802,313,4357,3
7803,712,1620,5
7804,771,4625,3
7805,1317,3682,5
7806,1818,1785,5
7807,766,2025,5
7808,919,2462,4
7809,167,1839,4
7810,1697,1110,5
7811,1508,2192,4
7812,1152,2283,5
7813,1102,1388,3
7814,1382,2926,3
7815,214,1147,5
7816,1646,4200,4
7817,629,3575,2
7818,59,3251,5
7819,1175,2755,3
7820,1347,3519,4
7821,1350,2175,5
7822,1395,256,4
7823,634,3618,5
7824,1185,1246,4
7825,902,2584,5
7826,532,1144,2
7827,284,2175,2
7828,1050,1221,4
7829,1136,1116,4
7830,376,2703,5
7831,1227,1610,4
7832,951,1144,3
7833,55,1606,3
7834,339,2479,1
7835,1741,2666,2
7836,729,1162,3
7837,479,4732,4
7838,1508,144,4
7839,691,2089,3
7840,1624,2580,2
7841,1646,324,5
7842,151,1045,4
7843,1031,545,3
7844,167,2912,4
7845,988,33,4
7846,836,4029,4
7847,1773,4628,4
7848,652,1801,2
7849,1598,1144,1
7850,155,3164,2
7851,663,2415,3
7852,730,33,2
7853,764,2089,2
7854,13,3072,4
7855,1695,479,3
7856,1413,1144,3
7857,1320,1566,3
7858,283,3269,4
7859,1061,1617,4
7860,964,1919,3
7861,409,96,3
7862,420,26,5
7863,477,3722,4
7864,200,2212,3
7865,556,2000,3
7866,1377,1144,4
7867,666,2616,3
7868,1896,1471,4
7869,1306,4337,4
7870,653,2511,5
7871,326,4211,2
7872,992,1147,5
7873,813,4419,4
7874,975,1144,4
7875,1013,2666,3
7876,1140,1777,4
7877,1850,3692,4
7878,369,4364,4
7879,420,2454,5
7880,1484,1503,4
7881,1052,2054,1
7882,1170,1045,5
7883,272,3263,2
7884,138,3692,4
7885,1721,3692,3
7886,1525,4286,3
7887,156,1041,5
7888,1261,1620,4
7889,1099,4023,3
7890,139,3020,4
7891,1875,1891,3
7892,1443,4033,3
7893,339,1144,4
7894,1538,3971,4
7895,633,3618,4
7896,527,1381,3
7897,1024,1555,3
7898,507,2666,1
7899,502,1009,5
7900,903,1736,4
7901,458,2884,5
7902,798,4183,3
7903,934,4661,3
7904,1831,3275,3
7905,1508,1424,4
7906,1128,1588,4
7907,1097,1752,3
7908,787,2000,3
7909,1485,2987,4
7910,505,4277,5
7911,55,1949,2
7912,858,2244,5
7913,1859,2118,4
7914,1260,4023,3
7915,376,2703,5
7916,114,2939,4
7917,1117,1581,1
7918,1342,4295,4
7919,1260,710,2
7920,1405,2401,4
7921,1778,545,3
7922,547,2576,4
7923,1358,2175,2
7924,1625,1010,3
7925,1489,287,5
7926,1124,4330,4
7927,1311,3842,3
7928,1859,717,4
7929,494,1599,2
7930,1859,3827,2
7931,1571,2283,4
7932,1341,1555,4
7933,3,654,4
7934,1493,1699,4
7935,1385,2039,5
7936,1163,3824,4
7937,1100,3212,4
7938,744,306,3
7939,1157,1049,4
7940,202,3842,4
7941,1526,2662,5
7942,1795,1503,4
7943,1020,508,4
7944,1510,70,5
7945,463,946,2
7946,150,3903,3
7947,1142,2025,2
7948,951,4616,4
7949,1733,1528,4
7950,1300,1566,4
7951,1814,2244,4
7952,1511,650,4
7953,1502,3250,4
7954,517,4029,5
7955,1100,1935,4
7956,1067,2466,3
7957,1062,3370,5
7958,1592,4201,3
7959,1859,4419,3
7960,1688,407,3
7961,1408,1147,1
7962,1870,3944,4
7963,318,33,3
7964,1347,4081,5
7965,1640,1731,4
7966,1041,3937,4
7967,684,1566,5
7968,708,3944,4
7969,1862,1566,4
7970,934,1699,4
7971,1343,1996,4
7972,1479,3871,5
7973,369,4337,4
7974,47,1010,4
7975,1795,4732,4
7976,800,3842,2
7977,836,1471,4
7978,578,2939,4
7979,1412,4164,4
7980,1773,205,3
7981,1136,3602,4
7982,1042,1967,4
7983,1693,1699,4
7984,86,545,3
7985,468,3123,3
7986,547,1797,5
7987,532,4164,5
7988,1680,954,4
7989,551,1144,4
7990,245,539,3
7991,151,1345,5
7992,661,2212,3
7993,728,2000,4
7994,466,1574,2
7995,67,2081,4
7996,357,2942,4
7997,1679,2727,4
7998,1240,1045,2
7999,701,3035,4
8000,1719,2338,3
8001,1071,1221,4
8002,55,33,3
8003,1291,2479,1
8004,1598,264,3
8005,1105,3871,4
8006,505,1041,5
8007,356,33,4
8008,1339,4616,5
8009,1486,2118,5
8010,1191,1560,4
8011,583,4314,4
8012,1178,3486,4
8013,1573,2865,4
8014,356,4693,4
8015,1084,4380,4
8016,836,1731,4
8017,8,3944,4
8018,894,324,5
8019,414,3181,5
8020,1131,800,2
8021,1786,3317,3
8022,1561,4364,4
8023,1543,2238,5
8024,73,4433,4
8025,1133,910,4
8026,1769,2703,3
8027,208,3631,3
8028,412,4726,2
8029,565,3164,2
8030,1405,1238,4
8031,851,1187,3
8032,415,650,5
8033,370,1752,4
8034,1558,144,3
8035,1178,4337,5
8036,339,4201,3
8037,459,2169,3
8038,1497,3072,3
8039,78,508,3
8040,1636,1041,3
8041,1875,1045,4
8042,621,4551,2
8043,1229,4302,3
8044,148,1744,3
8045,849,1696,4
8046,1473,4732,5
8047,1441,138,2
8048,580,2582,4
8049,1826,1691,3
8050,191,2025,3
8051,789,26,4
8052,1302,3250,3
8053,1405,3519,2
8054,1321,4222,2
8055,836,722,2
8056,1788,35,2
8057,1342,943,4
8058,612,2244,4
8059,1255,1555,2
8060,1806,2000,2
8061,1257,311,2
8062,766,3631,4
8063,168,2703,4
8064,262,1736,4
8065,986,4698,4
8066,435,4727,4
8067,1710,1356,3
8068,764,2089,2
8069,170,96,4
8070,1836,4201,4
8071,1598,33,2
8072,569,723,3
8073,836,4164,5
8074,1854,1503,4
8075,1188,3013,4
8076,836,4389,4
8077,635,4625,5
8078,1394,4286,4
8079,1396,4039,1
8080,635,3465,3
8081,1217,3871,4
8082,894,33,5
8083,1357,2867,2
8084,19,2703,4
8085,1016,4122,4
8086,821,1913,5
8087,731,4419,3
8088,1778,4330,4
8089,812,3871,2
8090,579,2230,4
8091,1529,1009,3
8092,215,4122,4
8093,1341,1555,4
8094,1820,19,4
8095,1003,3191,3
8096,675,4029,5
8097,391,4597,4
8098,528,1345,4
8099,832,3840,3
8100,1246,2094,3
8101,580,26,2
8102,11,1610,3
8103,1221,3522,4
8104,488,4693,4
8105,1059,51,2
8106,369,3191,3
8107,1624,4201,3
8108,357,1045,4
8109,1859,4164,4
8110,1645,4732,4
8111,1755,479,5
8112,386,1788,2
8113,89,2977,2
8114,555,4625,5
8115,72,963,4
8116,1802,3522,4
8117,1598,647,1
8118,276,3150,5
8119,1542,1935,3
8120,29,1049,4
8121,773,1555,4
8122,1257,3220,3
8123,387,1797,3
8124,1255,1555,2
8125,170,3903,5
8126,1859,2118,4
8127,109,2511,1
8128,1543,1752,4
8129,86,954,2
8130,1687,2977,4
8131,368,4039,4
8132,675,921,4
8133,832,1049,2
8134,399,1785,5
8135,567,394,5
8136,1476,2977,5
8137,551,1144,4
8138,827,256,4
8139,483,324,5
8140,556,4286,3
8141,701,2509,3
8142,831,1603,2
8143,63,2175,5
8144,1638,875,2
8145,199,2616,5
8146,1342,2643,2
8147,1718,2203,4
8148,1163,722,3
8149,612,2244,3
8150,446,2421,5
8151,1168,3462,4
8152,40,545,4
8153,80,2203,4
8154,251,77,3
8155,634,552,4
8156,1166,1388,4
8157,1750,1996,4
8158,8,3944,4
8159,1257,299,4
8160,1786,3317,4
8161,70,3334,2
8162,1007,2977,5
8163,924,3871,4
8164,348,2089,4
8165,640,3946,5
8166,497,3923,4
8167,1033,3842,4
8168,1863,299,3
8169,482,1610,5
8170,1555,4616,1
8171,283,3959,3
8172,1796,2390,4
8173,680,1144,4
8174,187,2942,3
8175,1527,1147,4
8176,560,4201,3
8177,689,4101,4
8178,858,2703,4
8179,1829,4201,4
8180,1593,191,2
8181,1877,4420,4
8182,1309,4081,3
8183,1309,4081,3
8184,1779,1555,3
8185,1726,2666,3
8186,1625,2885,4
8187,1759,2283,4
8188,1370,2244,5
8189,1217,3618,5
8190,609,4081,4
8191,1848,1045,3
8192,1613,2663,3
8193,1205,19,4
8194,66,4275,5
8195,1801,3230,4
8196,238,508,2
8197,55,1949,2
8198,157,3230,2
8199,609,4105,5
8200,1133,4370,4
8201,255,979,3
8202,1229,33,2
8203,595,4382,3
8204,74,1610,2
8205,1764,3988,4
8206,1862,4620,3
8207,236,2666,4
8208,45,2421,2
8209,901,2643,3
8210,972,4286,2
8211,1110,4016,1
8212,1502,2629,3
8213,1717,3748,3
8214,1784,1041,4
8215,1528,4616,4
8216,1034,1388,1
8217,733,3944,5
8218,1504,1162,3
8219,1812,3842,3
8220,699,780,3
8221,1878,737,4
8222,177,946,4
8223,151,3871,4
8224,1136,4330,4
8225,563,157,4
8226,1504,1162,3
8227,1275,1752,5
8228,271,552,5
8229,78,3465,4
8230,1356,2700,4
8231,913,2283,5
8232,712,1620,5
8233,1022,1041,2
8234,1662,1221,5
8235,1685,3618,4
8236,1621,3465,5
8237,1486,2238,3
8238,528,1345,4
8239,1778,946,2
8240,1750,3334,5
8241,53,3871,5
8242,1370,3748,3
8243,398,30,3
8244,1508,205,5
8245,771,4433,4
8246,1128,1588,5
8247,1657,1388,3
8248,1449,2000,2
8249,741,4294,2
8250,1439,383,3
8251,1755,4101,4
8252,1385,4419,4
8253,822,4370,5
8254,497,4419,3
8255,1157,4419,3
8256,255,1779,4
8257,741,1045,4
8258,878,2000,3
8259,701,4625,4
8260,983,4433,4
8261,1436,1699,3
8262,1618,3035,4
8263,1719,2338,3
8264,269,2244,4
8265,951,2942,4
8266,1232,4565,5
8267,547,4422,4
8268,251,1041,4
8269,602,19,2
8270,699,4256,3
8271,148,341,4
8272,581,1566,4
8273,1133,2632,3
8274,1351,2000,2
8275,992,1752,4
8276,1205,1388,4
8277,745,1979,3
8278,796,3944,5
8279,714,1877,3
8280,434,1356,4
8281,1212,4433,4
8282,1548,4625,4
8283,1889,1455,4
8284,1587,4105,3
8285,115,539,3
8286,1755,3395,2
8287,581,2238,5
8288,406,1045,2
8289,1828,2000,2
8290,372,2139,1
8291,532,1144,2
8292,185,4389,4
8293,833,3618,4
8294,313,1645,2
8295,1347,1147,4
8296,1680,3013,4
8297,1076,2532,3
8298,547,4422,4
8299,737,3220,3
8300,1136,1110,4
8301,683,4295,3
8302,255,2977,4
8303,1878,3621,5
8304,628,3512,2
8305,1408,1147,1
8306,1642,4305,5
8307,1358,4164,4
8308,362,2421,4
8309,710,4370,3
8310,1469,4294,1
8311,1806,3957,3
8312,580,3709,2
8313,154,3617,2
8314,1676,2727,4
8315,1774,4106,5
8316,74,3123,4
8317,1396,4039,1
8318,1661,3712,2
8319,389,545,4
8320,1264,4228,4
8321,1779,4389,5
8322,801,3618,5
8323,1212,2885,4
8324,1321,4164,5
8325,80,4619,4
8326,1551,1785,5
8327,100,1045,4
8328,795,3923,5
8329,355,1009,5
8330,832,485,3
8331,976,1045,1
8332,326,782,3
8333,1813,545,3
8334,979,4200,2
8335,836,33,5
8336,988,33,4
8337,895,508,2
8338,1385,1451,3
8339,467,2970,3
8340,1802,4187,4
8341,1849,2000,3
8342,1481,2000,4
8343,1624,4105,3
8344,374,545,5
8345,1436,3662,3
8346,55,4325,1
8347,1011,3871,5
8348,20,539,5
8349,1260,4023,3
8350,1087,1110,4
8351,796,3944,5
8352,1385,4620,4
8353,1260,4330,3
8354,205,4294,3
8355,1381,3621,5
8356,198,3833,4
8357,562,2244,5
8358,902,1045,3
8359,1750,1411,5
8360,167,3261,3
8361,832,4330,4
8362,1508,666,3
8363,1294,732,4
8364,631,2396,5
8365,1175,77,3
8366,1863,650,4
8367,1826,139,4
8368,1770,1555,5
8369,1,4293,3
8370,1286,1144,1
8371,934,33,5
8372,859,2000,5
8373,1748,2703,1
8374,1309,4081,3
8375,107,311,5
8376,1713,3957,3
8377,904,4389,3
8378,1473,3692,4
8379,581,1045,2
8380,28,3334,5
8381,1489,4412,2
8382,1773,4261,4
8383,344,4023,4
8384,408,1009,3
8385,202,4337,2
8386,1257,3923,4
8387,74,1300,5
8388,567,2703,4
8389,1197,2421,4
8390,1312,2039,4
8391,1,4293,3
8392,497,3897,3
8393,851,4275,5
8394,1214,3813,5
8395,202,3842,4
8396,1451,1755,4
8397,862,3842,5
8398,889,4420,4
8399,1736,1045,5
8400,1440,1744,4
8401,192,1839,4
8402,1850,2643,4
8403,631,2396,5
8404,1030,1147,5
8405,933,3709,2
8406,836,995,5
8407,1520,1918,5
8408,1161,1855,3
8409,313,4113,5
8410,1806,1010,4
8411,1354,51,2
8412,83,3944,3
8413,802,2723,5
8414,1566,3639,5
8415,1682,4105,2
8416,1559,4616,4
8417,1412,4616,4
8418,1746,3624,3
8419,1200,4081,3
8420,1343,1777,3
8421,934,2666,3
8422,1733,1555,1
8423,1033,3842,4
8424,1863,1147,4
8425,48,4370,4
8426,842,650,4
8427,1483,1183,4
8428,1441,2607,4
8429,1586,3123,3
8430,1875,1116,4
8431,1473,2490,4
8432,1135,800,4
8433,1455,3013,4
8434,1175,77,3
8435,1809,4164,5
8436,1679,2175,5
8437,1416,1045,4
8438,1741,2175,4
8439,1577,1045,1
8440,614,2977,5
8441,1768,1183,4
8442,215,4585,4
8443,992,1949,2
8444,1412,4164,4
8445,1679,3181,3
8446,245,449,3
8447,1583,4419,4
8448,1679,3230,5
8449,1583,1049,2
8450,461,3692,4
8451,957,1729,3
8452,982,4286,4
8453,486,2865,5
8454,1601,3263,3
8455,366,723,5
8456,1277,3462,4
8457,1396,4693,3
8458,689,33,3
8459,513,3618,4
8460,102,1041,4
8461,1509,1791,3
8462,1896,4081,5
8463,553,4667,2
8464,829,1610,4
8465,1145,3682,1
8466,819,1010,5
8467,245,1555,3
8468,1696,3618,5
8469,448,4164,5
8470,1364,1705,5
8471,148,4101,4
8472,1624,3842,3
8473,1644,3682,5
8474,1641,539,1
8475,1696,3618,5
8476,1311,921,4
8477,1740,1752,4
8478,1555,2666,5
8479,727,35,2
8480,1394,3944,3
8481,1111,3827,4
8482,186,3944,5
8483,1112,2723,4
8484,53,3737,3
8485,1625,1009,4
8486,139,4616,4
8487,691,2089,3
8488,1402,4625,3
8489,1412,4616,4
8490,1560,3618,4
8491,1796,2209,4
8492,1085,3370,3
8493,1385,3486,4
8494,1251,3462,4
8495,1385,485,4
8496,633,4201,4
8497,170,1261,2
8498,569,4101,2
8499,339,3618,5
8500,1079,1144,3
8501,718,2632,2
8502,1529,4433,5
8503,1886,1729,4
8504,210,3522,5
8505,675,4222,4
8506,1121,2089,1
8507,1457,3125,3
8508,313,3261,1
8509,162,1967,3
8510,1486,2118,5
8511,167,2576,5
8512,1462,1619,3
8513,1323,3304,3
8514,934,1045,4
