user,item,feature,rate
1750,1009,"[[483, 1], [1177, 1], [1049, 1], [2368, 1], [483, 1], [664, 1], [1997, 1]]",5
1351,1009,"[[483, 1], [3257, 1], [1112, 1], [1467, 1], [3184, 1], [3069, 1], [77, 1], [2156, 1], [453, 1], [2093, 1], [573, 1]]",4
729,1009,"[[3235, 1], [2810, 1], [789, 1], [2093, 1], [3008, 1], [1365, 1], [2093, 1]]",4
1767,1009,"[[2897, 1], [813, 1], [356, 1]]",1
1231,1009,"[[1040, 1], [1146, 1], [267, 1], [2554, 1], [869, 1], [2393, 1], [356, 1], [2088, 1], [2156, 1], [2093, 1], [977, 1], [57, 1], [2357, 1], [456, 1]]",4
245,1009,"[[2368, 1], [657, 1], [2000, 1], [563, 1], [973, 1], [1795, 1], [844, 1], [2093, 1], [1817, 1], [2706, 1], [1049, 1], [1724, 1], [421, 1], [1997, 1], [1845, 1], [2706, 1]]",4
1093,1009,"[[3343, 1], [1269, 1]]",4
80,1009,"[[1019, 1], [3261, 1], [2812, 1], [2093, 1], [1629, 1], [2093, 1]]",4
983,1009,"[[2897, 1], [2368, 1], [267, 1], [3261, 1], [496, 1], [356, 1], [990, 1], [1124, 1], [2562, 1], [3584, 1], [2147, 1], [2368, 1], [356, 1], [3343, 1]]",3
580,1009,"[[1458, 1], [356, 1], [2963, 1]]",4
649,1009,"[[284, 1], [2000, 1], [2491, 1], [1845, 1], [2408, 1], [3655, 1], [2714, 1]]",2
637,1009,"[[1629, 1], [483, 1], [990, 1], [3586, 1], [2810, 1], [3410, 1], [453, 1], [1724, 1], [2331, 1], [900, 1], [1508, 1]]",4
989,1009,"[[3410, 1], [573, 1], [2093, 1]]",5
1466,1009,"[[1019, 1], [1903, 1], [2706, 1], [2093, 1], [3424, 1]]",3
739,1009,"[[267, 1], [1019, 1], [1766, 1], [2408, 1], [885, 1], [2358, 1], [2093, 1]]",4
898,1009,"[[2897, 1], [483, 1], [2000, 1], [453, 1]]",3
1114,1009,"[[2408, 1], [61, 1], [1837, 1], [573, 1], [1629, 1], [789, 1]]",3
1584,1009,"[[3226, 1], [1019, 1]]",5
47,1009,"[[2368, 1], [3464, 1], [3009, 1], [524, 1], [61, 1], [2358, 1], [2706, 1], [77, 1], [1629, 1], [414, 1]]",4
160,1009,"[[57, 1]]",5
675,1009,"[[483, 1], [990, 1]]",3
132,1009,"[[1019, 1], [1903, 1]]",4
355,1009,"[[1629, 1], [2000, 1], [1287, 1], [1365, 1], [3237, 1], [2156, 1]]",5
1318,1009,"[[3226, 1], [664, 1], [356, 1], [1287, 1]]",3
1537,1009,"[[3226, 1], [1019, 1], [356, 1], [2408, 1], [2156, 1], [1057, 1], [2093, 1]]",4
39,1009,"[[57, 1], [1997, 1], [356, 1], [2408, 1], [2358, 1], [3069, 1], [2038, 1], [2620, 1], [1840, 1]]",4
1606,1009,"[[356, 1], [973, 1], [1049, 1], [3343, 1], [573, 1], [2756, 1], [3261, 1]]",5
348,1009,"[[2969, 1], [356, 1]]",5
1090,1009,"[[28, 1]]",4
949,1009,"[[356, 1], [956, 1], [2706, 1], [3343, 1], [1031, 1], [1840, 1]]",4
1674,1009,"[[990, 1], [2156, 1], [2093, 1], [2088, 1]]",3
1737,1009,"[[3226, 1], [483, 1], [1199, 1], [664, 1], [1682, 1], [1083, 1], [267, 1]]",4
244,1009,"[[2897, 1], [284, 1], [267, 1], [3304, 1], [2706, 1], [3655, 1], [2562, 1], [3202, 1], [1019, 1], [278, 1]]",2
451,1009,"[[356, 1], [3343, 1]]",3
1506,1009,"[[1199, 1], [2706, 1], [3343, 1]]",4
1529,1009,"[[1981, 1], [664, 1], [3261, 1], [2456, 1]]",3
787,1009,"[[2969, 1], [3261, 1], [1682, 1], [2706, 1], [2093, 1], [1269, 1], [3261, 1]]",3
827,1009,"[[1629, 1], [267, 1], [1518, 1], [356, 1]]",4
1625,1009,"[[2368, 1], [367, 1], [2969, 1]]",4
413,1009,"[[990, 1]]",5
920,1009,"[[2602, 1], [2093, 1]]",3
27,1009,"[[591, 1], [1903, 1], [671, 1]]",5
224,1009,"[[2093, 1], [2812, 1], [356, 1]]",5
1074,1009,"[[2368, 1], [1981, 1], [356, 1], [877, 1]]",2
502,1009,"[[356, 1], [2093, 1]]",5
1196,1009,"[[1049, 1]]",3
408,1009,"[[1903, 1], [2706, 1]]",3
631,1009,"[[3261, 1], [2706, 1], [2358, 1], [453, 1]]",3
1694,1009,"[[1467, 1], [3520, 1]]",4
1311,1009,"[[3226, 1], [675, 1], [3410, 1]]",3
893,1009,"[[3237, 1]]",3
1863,4330,"[[2147, 1]]",4
154,4330,"[[3556, 1], [3226, 1], [2058, 1], [2000, 1], [845, 1], [2273, 1], [2359, 1], [2260, 1], [137, 1], [2426, 1], [3230, 1]]",4
1059,4330,"[[3424, 1], [3424, 1]]",1
1528,4330,"[[1060, 1], [137, 1]]",1
1397,4330,"[[483, 1], [1123, 1], [2324, 1], [483, 1]]",1
832,4330,"[[2897, 1], [3246, 1], [1826, 1], [3424, 1], [3472, 1]]",4
1260,4330,"[[955, 1], [483, 1], [172, 1], [2257, 1], [625, 1], [870, 1]]",3
1879,4330,"[[483, 1]]",3
148,4330,"[[2491, 1], [601, 1], [3191, 1], [789, 1]]",4
1412,4330,"[[483, 1], [3424, 1]]",4
1136,4330,"[[483, 1], [813, 1]]",5
1075,4330,"[[2969, 1], [137, 1], [813, 1], [3244, 1], [2562, 1], [3191, 1], [2359, 1], [3424, 1]]",4
1543,4330,"[[137, 1], [1123, 1], [1724, 1], [1462, 1]]",4
1778,4330,"[[2897, 1], [3304, 1], [1124, 1]]",4
1532,4330,"[[483, 1], [1395, 1], [3224, 1]]",3
965,4330,"[[990, 1], [875, 1], [915, 1]]",4
360,4330,"[[483, 1], [2000, 1], [875, 1], [915, 1], [3343, 1], [3663, 1]]",3
1628,4330,"[[1467, 1], [990, 1]]",4
1136,4330,"[[3009, 1], [573, 1]]",5
1124,4330,"[[366, 1], [990, 1]]",4
1583,4330,"[[483, 1], [356, 1]]",5
1878,4330,"[[2260, 1]]",5
98,4330,"[[830, 1]]",5
1257,4330,"[[3424, 1], [483, 1]]",4
1306,4330,"[[1123, 1], [1840, 1]]",5
1136,4330,"[[3269, 1]]",4
202,4330,"[[137, 1], [2000, 1], [2359, 1]]",4
681,2401,"[[137, 1], [2429, 1]]",5
1774,2401,"[[137, 1]]",5
1863,2401,"[[483, 1], [2257, 1], [2562, 1]]",4
934,2401,"[[2849, 1]]",4
1483,2401,"[[483, 1]]",5
1022,2401,"[[137, 1], [2000, 1], [813, 1], [116, 1], [3191, 1], [573, 1]]",4
1354,2401,"[[483, 1]]",4
366,2401,"[[483, 1], [137, 1], [2299, 1]]",5
251,2401,"[[137, 1]]",4
156,2401,"[[483, 1], [990, 1], [877, 1], [2147, 1]]",5
675,2401,"[[483, 1], [137, 1], [356, 1], [573, 1]]",4
1543,2401,"[[483, 1], [813, 1], [483, 1]]",4
1366,2401,"[[483, 1], [137, 1]]",4
832,2401,"[[3226, 1], [813, 1], [2299, 1], [844, 1], [1724, 1]]",5
1075,2401,"[[2491, 1], [3191, 1]]",4
1628,2401,"[[2368, 1], [483, 1], [956, 1], [990, 1]]",4
469,2401,"[[137, 1], [813, 1]]",4
98,2401,"[[137, 1], [3237, 1]]",5
903,2401,"[[483, 1], [3244, 1], [3237, 1], [1498, 1], [573, 1]]",4
1405,2401,"[[137, 1], [2000, 1], [990, 1], [2739, 1]]",4
1257,2401,"[[483, 1], [3424, 1], [573, 1]]",4
1682,4105,"[[137, 1], [813, 1], [3244, 1], [137, 1]]",2
609,4105,"[[137, 1], [1112, 1], [990, 1], [3191, 1], [959, 1]]",5
1191,4105,"[[1586, 1]]",5
1624,4105,"[[869, 1]]",3
1197,4105,"[[137, 1], [2000, 1], [356, 1], [990, 1]]",5
1587,4105,"[[483, 1], [601, 1]]",3
209,4105,"[[356, 1], [990, 1], [3237, 1], [2620, 1], [622, 1]]",4
1717,4105,"[[1112, 1], [2896, 1]]",3
968,4105,"[[869, 1]]",4
1624,4105,"[[137, 1], [1112, 1], [2000, 1], [3191, 1]]",4
164,4105,"[[869, 1], [747, 1]]",4
1065,4105,"[[483, 1], [1990, 1], [2000, 1], [1458, 1], [180, 1], [356, 1], [1060, 1], [1724, 1]]",4
1779,4105,"[[3237, 1]]",1
88,1052,"[[1183, 1], [1019, 1], [483, 1], [172, 1], [1050, 1], [3237, 1], [503, 1], [1127, 1], [671, 1], [573, 1], [172, 1], [3605, 1], [2757, 1]]",4
798,1052,"[[1255, 1], [356, 1], [3410, 1]]",3
1169,1052,"[[1629, 1], [57, 1], [2706, 1], [1269, 1]]",4
69,1052,"[[2577, 1], [2093, 1]]",2
1612,1052,"[[3304, 1], [573, 1]]",4
656,1052,"[[1990, 1]]",4
732,1052,"[[356, 1]]",4
1662,1052,"[[3237, 1]]",2
1831,1052,"[[2147, 1], [3457, 1], [1019, 1], [2093, 1], [3424, 1]]",3
301,1052,"[[2577, 1], [675, 1], [671, 1]]",4
167,4672,"[[1050, 1]]",4
10,4672,"[[227, 1], [3191, 1]]",4
1642,4672,"[[3226, 1], [914, 1], [956, 1], [3237, 1], [2156, 1], [3191, 1]]",4
1303,4672,"[[1049, 1], [3226, 1]]",4
547,4672,"[[3226, 1], [990, 1], [3237, 1], [2156, 1], [990, 1]]",4
1502,4672,"[[3226, 1], [2112, 1], [496, 1], [2156, 1]]",4
1302,4672,"[[2000, 1], [2777, 1], [2408, 1], [2156, 1], [844, 1], [2093, 1], [366, 1]]",4
1485,3691,"[[150, 1], [1772, 1], [3424, 1], [137, 1]]",2
789,3691,"[[137, 1], [1990, 1], [1060, 1], [2387, 1], [3645, 1]]",3
345,3691,"[[483, 1], [790, 1]]",3
963,3691,"[[2368, 1], [483, 1], [1112, 1], [1458, 1], [1324, 1], [1539, 1], [61, 1], [3237, 1], [2963, 1], [1324, 1]]",5
963,3691,"[[1990, 1], [3009, 1], [2387, 1], [453, 1]]",5
834,2287,"[[483, 1], [2986, 1], [775, 1], [3410, 1]]",4
1141,2287,"[[3424, 1]]",4
1509,2287,"[[1019, 1], [965, 1], [356, 1], [990, 1], [3398, 1]]",3
1750,2287,"[[3226, 1], [284, 1], [483, 1], [470, 1]]",3
191,2287,"[[2000, 1], [3375, 1], [788, 1], [877, 1], [2093, 1], [790, 1]]",3
806,1261,"[[3596, 1], [483, 1], [3237, 1], [2093, 1], [200, 1]]",4
819,1261,"[[1629, 1], [3596, 1], [3292, 1], [2000, 1], [3544, 1], [2282, 1], [2459, 1], [3398, 1], [1914, 1], [2946, 1], [150, 1], [269, 1], [2088, 1]]",5
170,1261,"[[284, 1], [3235, 1], [1019, 1], [200, 1], [1845, 1], [2562, 1], [2620, 1], [626, 1]]",2
1672,1261,"[[2897, 1], [284, 1], [1629, 1], [3596, 1], [1990, 1], [3237, 1], [2038, 1], [1049, 1]]",2
1201,1261,"[[284, 1]]",5
191,1261,"[[2897, 1], [3596, 1], [2933, 1], [2000, 1], [2088, 1]]",3
420,1261,"[[3596, 1], [2093, 1]]",5
1020,1261,"[[3226, 1], [2554, 1], [875, 1], [366, 1]]",4
1351,1261,"[[2000, 1], [2093, 1]]",4
1119,1261,"[[2562, 1], [2456, 1]]",5
1675,1261,"[[3596, 1], [483, 1], [1467, 1], [1063, 1], [1127, 1]]",5
1063,1261,"[[2000, 1], [1049, 1], [1269, 1]]",4
268,1261,"[[1629, 1], [3596, 1], [1766, 1], [3645, 1], [456, 1], [2093, 1], [456, 1]]",4
1266,1261,"[[3596, 1], [3473, 1], [3376, 1], [3237, 1], [2088, 1], [453, 1], [2147, 1], [2674, 1]]",3
752,1261,"[[2487, 1]]",2
1832,1261,"[[3226, 1], [1629, 1], [601, 1], [2088, 1]]",3
80,1261,"[[3261, 1], [356, 1]]",3
398,4294,"[[2000, 1], [617, 1]]",2
609,4294,"[[813, 1], [3343, 1]]",4
992,4294,"[[2058, 1], [1324, 1], [1060, 1], [2093, 1]]",3
205,4294,"[[3616, 1], [563, 1], [3343, 1], [3601, 1]]",3
1624,4294,"[[483, 1], [137, 1], [2000, 1], [356, 1]]",4
29,4294,"[[483, 1], [3009, 1], [1539, 1], [483, 1]]",1
29,4294,"[[2368, 1], [1981, 1], [483, 1]]",1
741,4294,"[[3009, 1], [2147, 1], [2426, 1]]",2
1469,4294,"[[3375, 1], [813, 1]]",1
1439,4294,"[[2000, 1], [990, 1], [2060, 1]]",3
1406,3317,"[[483, 1]]",4
1230,3317,"[[2577, 1], [2218, 1], [2218, 1]]",3
326,3317,"[[719, 1], [1369, 1], [1124, 1], [2218, 1], [3191, 1], [3398, 1]]",3
595,3317,"[[483, 1], [638, 1], [493, 1], [2754, 1], [638, 1]]",3
1133,3317,"[[2577, 1], [990, 1]]",4
479,3317,"[[237, 1], [990, 1], [78, 1], [3401, 1], [474, 1], [573, 1]]",4
1877,3317,"[[3457, 1], [356, 1], [3237, 1]]",4
1100,3317,"[[3226, 1], [813, 1], [2339, 1]]",4
802,3317,"[[1019, 1], [237, 1], [2093, 1], [573, 1]]",4
1786,3317,"[[1019, 1], [483, 1], [920, 1]]",3
283,3317,"[[2058, 1], [1124, 1], [2562, 1], [2093, 1], [2359, 1], [2702, 1]]",3
1786,3317,"[[2583, 1], [920, 1], [2093, 1], [1995, 1]]",4
1620,3317,"[[2093, 1], [1255, 1]]",2
964,3317,"[[1609, 1], [2000, 1], [3062, 1], [2577, 1], [885, 1], [3237, 1], [3424, 1], [573, 1], [920, 1]]",3
1103,3317,"[[356, 1], [3237, 1], [2093, 1], [2383, 1], [1255, 1]]",3
283,3317,"[[2058, 1], [483, 1], [1019, 1], [137, 1], [1363, 1]]",4
366,723,"[[3226, 1], [1990, 1], [965, 1], [1124, 1], [1682, 1], [3237, 1], [453, 1]]",4
366,723,"[[671, 1]]",5
366,723,"[[57, 1]]",5
1169,723,"[[1728, 1], [973, 1], [3424, 1]]",2
966,723,"[[675, 1]]",3
1622,723,"[[1831, 1], [1216, 1], [3343, 1]]",5
798,723,"[[3226, 1], [2000, 1], [2093, 1]]",4
430,723,"[[3226, 1], [44, 1], [483, 1], [200, 1], [1990, 1], [2000, 1], [3491, 1], [1837, 1], [2093, 1], [2359, 1]]",4
732,723,"[[356, 1], [2706, 1], [844, 1], [356, 1], [3259, 1]]",2
569,723,"[[2093, 1], [990, 1]]",3
799,723,"[[2897, 1]]",2
1807,723,"[[2058, 1], [3375, 1], [116, 1]]",1
1257,723,"[[483, 1]]",2
272,723,"[[2000, 1], [990, 1], [3191, 1]]",4
467,723,"[[1019, 1], [1903, 1], [2000, 1]]",4
1465,1529,"[[2491, 1], [3009, 1], [2777, 1], [3663, 1]]",4
1858,1529,"[[483, 1], [3237, 1], [1483, 1]]",5
1574,1529,"[[483, 1], [356, 1], [2093, 1]]",3
1150,1529,"[[2000, 1], [844, 1]]",5
348,1529,"[[2000, 1], [3237, 1], [844, 1], [2093, 1]]",5
908,1529,"[[1990, 1], [496, 1], [877, 1]]",4
1106,1529,"[[483, 1], [1019, 1], [200, 1], [1990, 1], [356, 1], [3410, 1]]",2
535,4753,"[[1990, 1], [3224, 1], [1498, 1]]",3
249,4753,"[[2316, 1], [1127, 1]]",3
836,4753,"[[356, 1]]",3
993,4753,"[[2577, 1]]",3
1407,4753,"[[2661, 1], [356, 1], [137, 1]]",3
1175,4753,"[[3237, 1], [1348, 1], [2093, 1]]",4
167,3971,"[[2093, 1]]",5
1221,3971,"[[2156, 1], [108, 1], [3424, 1], [1671, 1]]",4
1443,3971,"[[150, 1], [2777, 1]]",3
472,3971,"[[483, 1], [3237, 1], [2147, 1], [573, 1]]",4
1538,3971,"[[2156, 1], [573, 1]]",4
1396,4039,"[[150, 1], [1019, 1], [789, 1], [2093, 1], [233, 1], [28, 1], [2602, 1], [356, 1]]",1
1561,4039,"[[2616, 1], [2000, 1], [233, 1]]",5
368,4039,"[[284, 1], [2897, 1], [3093, 1], [3237, 1], [789, 1], [233, 1], [3343, 1], [3401, 1], [1612, 1], [233, 1]]",4
368,4039,"[[483, 1], [3093, 1], [1990, 1], [1612, 1], [233, 1], [483, 1]]",5
1312,4039,"[[2604, 1], [57, 1], [150, 1], [1019, 1], [2963, 1], [61, 1], [1837, 1], [915, 1]]",4
1396,3193,"[[934, 1], [2058, 1], [483, 1], [1123, 1]]",1
1380,3193,"[[934, 1], [1539, 1], [1498, 1]]",4
1893,3193,"[[934, 1], [990, 1]]",5
1766,3193,"[[483, 1], [1124, 1], [3237, 1], [3472, 1]]",1
1478,3193,"[[934, 1], [3009, 1]]",3
965,3193,"[[2058, 1], [3237, 1], [2359, 1]]",5
619,3193,"[[3237, 1]]",5
1616,3193,"[[3663, 1]]",3
689,3193,"[[1019, 1], [137, 1]]",4
1826,3193,"[[1388, 1]]",4
1364,3193,"[[3226, 1], [1990, 1], [1365, 1], [3343, 1], [2226, 1], [990, 1]]",3
63,3193,"[[813, 1]]",5
1680,3624,"[[657, 1]]",5
1566,3624,"[[375, 1], [3226, 1]]",4
268,3624,"[[551, 1], [17, 1], [1050, 1], [1995, 1], [483, 1]]",2
18,3624,"[[356, 1], [2577, 1], [789, 1]]",4
141,3624,"[[1990, 1], [2577, 1], [2829, 1]]",5
1144,3624,"[[375, 1], [965, 1], [675, 1], [356, 1], [2674, 1], [1049, 1], [2093, 1], [211, 1], [3424, 1]]",3
1746,3624,"[[1817, 1], [2380, 1], [2577, 1], [2358, 1], [1724, 1], [356, 1]]",3
1102,3624,"[[356, 1], [1724, 1], [2093, 1]]",2
607,3624,"[[356, 1]]",3
1142,3624,"[[2093, 1]]",4
954,2942,"[[1990, 1], [965, 1], [626, 1], [3237, 1], [2282, 1]]",4
1741,2942,"[[1629, 1], [483, 1], [3235, 1], [2963, 1], [2000, 1], [885, 1], [2706, 1], [2714, 1], [848, 1]]",4
1679,2942,"[[474, 1], [2093, 1], [3424, 1], [573, 1]]",4
1347,2942,"[[1990, 1], [682, 1], [626, 1]]",5
1405,2942,"[[483, 1], [137, 1], [2000, 1], [2181, 1], [2279, 1], [622, 1]]",3
675,2942,"[[1365, 1], [1478, 1]]",4
434,2942,"[[3609, 1], [356, 1], [885, 1], [1232, 1], [2456, 1], [1478, 1]]",4
330,2942,"[[356, 1], [885, 1], [2562, 1], [609, 1]]",4
656,2942,"[[2000, 1], [1990, 1], [2924, 1], [885, 1], [2562, 1], [877, 1], [1754, 1], [483, 1]]",4
357,2942,"[[1629, 1], [626, 1], [3237, 1], [453, 1], [3224, 1]]",4
187,2942,"[[137, 1], [137, 1]]",3
824,2942,"[[3226, 1], [2000, 1], [2408, 1], [626, 1], [3237, 1], [2093, 1], [2284, 1]]",4
808,2942,"[[885, 1]]",3
528,2942,"[[2897, 1], [356, 1]]",4
505,2942,"[[2562, 1]]",5
894,2942,"[[122, 1], [789, 1], [2962, 1]]",4
1583,2942,"[[2368, 1], [483, 1], [3237, 1], [3663, 1]]",4
1060,2942,"[[1629, 1], [1287, 1], [628, 1]]",2
1644,2942,"[[1990, 1], [2456, 1]]",3
832,2942,"[[1199, 1], [1124, 1]]",4
286,2942,"[[453, 1]]",5
1436,2942,"[[1629, 1], [2897, 1], [483, 1], [1990, 1], [1458, 1], [956, 1], [601, 1], [626, 1], [747, 1]]",2
951,2942,"[[1539, 1], [2170, 1], [1232, 1]]",4
1577,2942,"[[1629, 1], [356, 1], [1049, 1]]",1
55,3617,"[[2897, 1]]",3
609,3617,"[[137, 1], [1112, 1], [2000, 1], [845, 1], [877, 1], [915, 1]]",4
154,3617,"[[1019, 1], [150, 1], [2491, 1], [1699, 1], [453, 1], [2093, 1], [2147, 1], [1289, 1], [3401, 1]]",2
1395,3617,"[[2967, 1]]",2
988,3617,"[[2058, 1], [1586, 1]]",3
1540,3617,"[[2147, 1], [990, 1]]",2
1664,4183,"[[1019, 1], [3237, 1]]",4
1617,4183,"[[1019, 1], [2093, 1]]",4
1755,4183,"[[284, 1], [2368, 1], [934, 1], [1019, 1], [2706, 1], [3224, 1], [1115, 1]]",4
813,4183,"[[1845, 1], [2408, 1], [1049, 1], [2093, 1], [3398, 1]]",3
1598,4183,"[[2368, 1], [483, 1], [3424, 1], [356, 1]]",2
430,4183,"[[483, 1], [1588, 1], [356, 1], [237, 1], [2147, 1], [921, 1]]",3
1875,4183,"[[2368, 1], [1981, 1], [1199, 1], [483, 1], [1845, 1], [356, 1], [2777, 1], [3069, 1], [2093, 1], [356, 1]]",2
1612,4183,"[[2592, 1], [356, 1], [1557, 1], [573, 1], [2706, 1]]",3
965,4183,"[[3424, 1]]",3
419,4183,"[[2368, 1], [284, 1], [2592, 1], [483, 1], [2582, 1], [356, 1], [414, 1], [2706, 1], [573, 1], [2093, 1]]",4
798,4183,"[[2058, 1], [1868, 1], [789, 1], [2093, 1]]",3
469,4183,"[[545, 1], [2661, 1], [3261, 1], [1990, 1], [2577, 1], [356, 1], [1801, 1], [2093, 1], [3570, 1]]",4
366,4183,"[[1349, 1], [990, 1], [3191, 1]]",1
250,4183,"[[1019, 1], [3261, 1], [2408, 1], [2093, 1]]",2
1257,4183,"[[483, 1], [813, 1], [356, 1], [3398, 1]]",3
487,508,"[[2897, 1], [2554, 1], [1019, 1], [3457, 1], [1365, 1], [356, 1], [1337, 1], [959, 1], [3343, 1], [2093, 1]]",4
1235,508,"[[3069, 1], [2093, 1], [3235, 1]]",3
890,508,"[[3235, 1], [2812, 1], [1269, 1], [3398, 1]]",4
245,508,"[[3055, 1], [1199, 1], [664, 1], [1019, 1], [1384, 1], [2436, 1], [2451, 1], [885, 1], [2850, 1], [1795, 1], [453, 1], [1671, 1], [959, 1], [2093, 1], [3398, 1], [1629, 1], [1988, 1], [2812, 1], [1961, 1], [474, 1], [3535, 1], [775, 1]]",3
354,508,"[[2368, 1], [483, 1], [2000, 1], [1826, 1], [1724, 1], [2093, 1], [1050, 1], [1990, 1]]",4
1781,508,"[[2636, 1], [601, 1], [2777, 1], [488, 1], [959, 1], [2093, 1], [3343, 1]]",3
817,508,"[[869, 1], [2639, 1], [1124, 1], [885, 1], [1557, 1], [1795, 1], [1671, 1]]",4
354,508,"[[1990, 1], [1724, 1]]",4
1335,508,"[[44, 1], [483, 1], [2640, 1], [2456, 1], [1050, 1], [1671, 1]]",3
1347,508,"[[2093, 1]]",1
895,508,"[[1990, 1], [356, 1], [3491, 1], [3343, 1]]",2
238,508,"[[2147, 1]]",2
733,508,"[[1050, 1], [1669, 1], [3187, 1], [2408, 1], [973, 1], [2383, 1], [1328, 1], [2963, 1]]",4
1205,508,"[[2554, 1], [1019, 1], [483, 1], [1112, 1], [1050, 1], [1562, 1], [3237, 1], [453, 1], [2093, 1]]",3
771,508,"[[356, 1], [3459, 1]]",3
264,508,"[[869, 1], [2093, 1]]",2
191,508,"[[2897, 1], [284, 1], [1050, 1], [2408, 1], [2147, 1]]",2
1708,508,"[[306, 1], [1539, 1], [3069, 1], [2093, 1]]",3
354,508,"[[2058, 1], [2000, 1], [465, 1]]",4
47,508,"[[1629, 1], [231, 1], [1384, 1], [3261, 1], [1365, 1], [756, 1], [3343, 1], [2093, 1], [2147, 1], [28, 1], [231, 1], [2339, 1], [756, 1]]",2
1035,508,"[[3343, 1]]",3
74,508,"[[1050, 1], [1124, 1], [1629, 1], [3243, 1]]",4
78,508,"[[664, 1], [488, 1], [2071, 1], [2093, 1], [2147, 1], [877, 1], [573, 1]]",3
1020,508,"[[956, 1]]",4
119,508,"[[483, 1], [1050, 1], [1903, 1], [1961, 1], [959, 1], [1671, 1], [2093, 1], [2147, 1]]",3
733,508,"[[2897, 1], [2339, 1]]",3
336,508,"[[2093, 1], [1050, 1]]",3
1529,508,"[[284, 1], [1981, 1], [2554, 1], [3235, 1], [2408, 1], [601, 1], [2906, 1], [1766, 1], [1049, 1], [789, 1], [2147, 1], [2339, 1], [106, 1]]",3
12,508,"[[2000, 1], [3224, 1]]",4
413,508,"[[2093, 1]]",4
1033,650,"[[656, 1], [1724, 1], [2093, 1]]",5
1105,650,"[[1328, 1], [453, 1], [2093, 1]]",4
1863,650,"[[3226, 1], [2093, 1]]",4
219,650,"[[356, 1], [129, 1], [958, 1], [2093, 1], [1269, 1]]",5
1293,650,"[[1629, 1], [2000, 1], [129, 1], [2093, 1]]",4
741,650,"[[2270, 1], [356, 1]]",4
1511,650,"[[2445, 1], [2962, 1], [3261, 1], [211, 1]]",4
1697,650,"[[3261, 1], [563, 1], [2714, 1]]",4
1544,650,"[[2519, 1], [1269, 1]]",5
897,650,"[[3261, 1], [1120, 1], [211, 1]]",4
1511,650,"[[200, 1]]",5
951,650,"[[2147, 1], [2554, 1], [1795, 1], [975, 1], [2093, 1], [1269, 1]]",3
833,650,"[[483, 1], [1990, 1], [1177, 1], [356, 1], [914, 1], [356, 1]]",4
1842,650,"[[284, 1], [1019, 1], [2491, 1], [3655, 1], [789, 1], [2093, 1], [2491, 1]]",1
1377,650,"[[356, 1], [2408, 1], [2649, 1], [2093, 1]]",4
636,650,"[[931, 1], [965, 1], [356, 1]]",5
840,650,"[[2368, 1], [1629, 1], [2562, 1]]",4
101,650,"[[356, 1], [563, 1], [2628, 1]]",5
1013,650,"[[600, 1], [1990, 1], [948, 1], [3624, 1], [2088, 1], [1724, 1], [108, 1]]",4
1450,650,"[[3261, 1], [2000, 1], [1845, 1], [1754, 1], [789, 1], [345, 1], [2093, 1], [211, 1], [2408, 1]]",4
841,650,"[[2897, 1], [1829, 1], [1956, 1], [2408, 1], [129, 1], [211, 1]]",2
1654,650,"[[1019, 1], [2000, 1], [3261, 1], [2029, 1], [3643, 1], [2408, 1], [1795, 1], [2093, 1], [211, 1], [129, 1]]",1
415,650,"[[1375, 1], [1829, 1], [1990, 1], [356, 1], [2924, 1], [2984, 1]]",5
842,650,"[[841, 1], [2602, 1], [356, 1]]",4
1050,2511,"[[2368, 1], [483, 1], [200, 1], [2000, 1], [3237, 1]]",5
1016,2511,"[[1990, 1], [3009, 1], [3063, 1], [3237, 1], [789, 1], [573, 1], [789, 1], [3398, 1]]",4
1140,2511,"[[3009, 1], [2359, 1]]",5
653,2511,"[[2093, 1]]",5
773,2511,"[[908, 1], [2088, 1], [1049, 1]]",4
243,2511,"[[2000, 1]]",5
243,2511,"[[1990, 1], [990, 1], [2093, 1], [1467, 1], [2408, 1], [2628, 1]]",5
109,2511,"[[3237, 1], [2093, 1], [96, 1]]",1
829,2511,"[[551, 1], [2554, 1], [2000, 1], [496, 1], [3491, 1], [1049, 1]]",4
618,2511,"[[356, 1]]",4
313,4187,"[[2038, 1]]",3
1221,4187,"[[483, 1], [1458, 1], [2147, 1], [2621, 1]]",3
1517,4187,"[[150, 1], [1019, 1], [2000, 1], [1120, 1], [3237, 1], [3343, 1]]",3
1508,4187,"[[284, 1], [3535, 1], [2897, 1], [601, 1], [373, 1], [900, 1]]",4
1802,4187,"[[2554, 1], [1019, 1], [1458, 1], [2038, 1], [875, 1], [366, 1]]",4
932,4187,"[[3304, 1], [2000, 1], [2491, 1], [1458, 1], [2706, 1], [2562, 1], [1049, 1], [453, 1]]",4
1773,4187,"[[150, 1], [170, 1], [2706, 1]]",3
714,4187,"[[1019, 1], [356, 1], [1365, 1], [990, 1], [2706, 1], [3237, 1], [3343, 1], [3424, 1], [2890, 1]]",3
135,4187,"[[1199, 1], [1120, 1], [2491, 1], [1458, 1], [3372, 1], [671, 1], [1844, 1]]",4
105,3220,"[[2093, 1], [483, 1], [3126, 1]]",3
248,3220,"[[1019, 1], [137, 1], [751, 1], [356, 1], [3343, 1], [2093, 1], [622, 1], [2706, 1]]",3
945,3220,"[[483, 1], [2058, 1]]",3
55,3220,"[[551, 1], [671, 1]]",2
