user,item,feature,rate
20,3040,"[[186, 1], [565, 1], [1213, 1]]",4
90,4305,"[[590, 1], [339, 1], [2048, 1]]",3
93,2191,"[[77, 1], [1368, 1], [1278, 1], [596, 1], [1780, 1], [992, 1], [1677, 1], [42, 1]]",4
88,5020,"[[1397, 1], [1213, 1]]",4
10,705,"[[795, 1]]",3
144,1923,"[[152, 1], [777, 1], [731, 1], [476, 1]]",2
50,3603,"[[941, 1], [142, 1], [509, 1], [436, 1], [1065, 1], [61, 1], [2073, 1], [1692, 1]]",3
143,1528,"[[1273, 1], [946, 1]]",4
56,3920,"[[152, 1], [689, 1]]",4
108,3403,"[[1155, 1], [1168, 1], [186, 1]]",1
79,3601,"[[19, 1], [1213, 1]]",2
146,2788,"[[1423, 1], [361, 1], [62, 1]]",5
149,3071,"[[1397, 1], [1423, 1], [1213, 1]]",3
111,1607,"[[1213, 1]]",4
106,2904,"[[607, 1], [428, 1]]",4
10,561,"[[1770, 1], [689, 1], [380, 1], [581, 1], [790, 1], [1412, 1], [1420, 1], [501, 1], [1651, 1], [1952, 1], [246, 1], [969, 1], [547, 1], [1213, 1], [1946, 1], [941, 1], [530, 1], [1632, 1], [1133, 1], [261, 1], [2024, 1], [436, 1]]",3
128,697,"[[1423, 1]]",5
62,4734,"[[15, 1], [1423, 1]]",4
109,2272,"[[268, 1], [77, 1], [604, 1]]",4
127,3647,"[[941, 1], [1068, 1]]",5
147,5134,"[[607, 1], [1731, 1], [496, 1], [273, 1], [1928, 1]]",4
146,2520,"[[293, 1], [526, 1], [596, 1], [765, 1]]",4
78,5204,"[[1963, 1], [476, 1], [1078, 1], [1647, 1]]",4
10,2068,"[[431, 1], [590, 1], [329, 1], [1423, 1]]",4
127,2183,"[[1818, 1]]",3
132,2239,"[[293, 1], [1844, 1], [1172, 1], [476, 1]]",4
46,2450,"[[268, 1], [491, 1], [1155, 1], [777, 1], [1582, 1], [324, 1]]",4
120,2243,"[[1696, 1], [1696, 1], [859, 1]]",4
103,3102,"[[1273, 1]]",5
109,4617,"[[1189, 1], [1441, 1]]",5
118,52,"[[137, 1]]",4
92,2212,"[[146, 1], [941, 1], [1548, 1]]",5
128,722,"[[596, 1]]",2
102,2993,"[[1142, 1], [268, 1], [186, 1], [596, 1], [479, 1]]",4
122,2158,"[[1979, 1]]",2
142,4243,"[[795, 1]]",4
35,2711,"[[1479, 1]]",3
137,3146,"[[955, 1], [605, 1], [1941, 1]]",4
75,4280,"[[777, 1], [1963, 1], [689, 1]]",4
116,4953,"[[294, 1]]",4
145,2184,"[[268, 1], [1650, 1]]",2
54,3256,"[[1172, 1], [646, 1]]",4
103,799,"[[777, 1], [1514, 1]]",3
148,442,"[[1869, 1], [1189, 1], [1873, 1], [388, 1], [1677, 1], [42, 1]]",4
85,1472,"[[480, 1], [422, 1], [738, 1], [319, 1], [445, 1], [731, 1]]",5
94,4315,"[[2037, 1], [1104, 1], [1078, 1]]",4
146,1822,"[[77, 1], [1874, 1], [1350, 1], [1928, 1], [1213, 1], [521, 1]]",4
137,2072,"[[1548, 1], [646, 1], [289, 1]]",5
95,3951,"[[1925, 1], [923, 1]]",3
111,1481,"[[1390, 1]]",4
48,1690,"[[428, 1], [1213, 1]]",4
122,4093,"[[77, 1], [496, 1]]",4
43,1457,"[[1278, 1]]",2
126,3108,"[[77, 1]]",5
104,2191,"[[1441, 1], [757, 1]]",4
64,2407,"[[186, 1], [992, 1], [1213, 1], [731, 1], [255, 1]]",4
120,2289,"[[125, 1]]",4
42,4966,"[[1873, 1], [694, 1], [845, 1]]",3
37,2523,"[[1177, 1]]",4
39,2084,"[[179, 1], [1584, 1], [491, 1], [876, 1], [2001, 1], [1172, 1], [1178, 1], [1968, 1]]",5
28,3487,"[[152, 1], [835, 1], [261, 1]]",3
42,2018,"[[1189, 1], [268, 1], [1479, 1], [1874, 1], [428, 1]]",5
88,353,"[[152, 1], [703, 1], [87, 1], [835, 1], [246, 1], [1213, 1], [1326, 1], [777, 1]]",4
118,2995,"[[1873, 1], [186, 1], [1567, 1], [1479, 1], [1725, 1]]",5
88,1079,"[[137, 1], [845, 1]]",5
116,2768,"[[1372, 1], [268, 1], [581, 1], [588, 1], [268, 1]]",1
4,2388,"[[2079, 1], [186, 1], [873, 1]]",5
126,2118,"[[1874, 1]]",5
39,29,"[[1162, 1], [1418, 1], [694, 1], [1987, 1], [1546, 1], [810, 1], [1397, 1], [246, 1], [1104, 1], [246, 1], [1213, 1]]",2
80,4106,"[[1047, 1]]",5
4,3946,"[[1155, 1], [777, 1], [1874, 1], [1243, 1]]",2
36,5,"[[1213, 1], [186, 1]]",3
81,3833,"[[1652, 1], [137, 1], [62, 1]]",5
44,1978,"[[1979, 1]]",4
147,1009,"[[1548, 1], [62, 1], [1023, 1]]",3
9,3951,"[[997, 1], [1070, 1]]",4
108,994,"[[186, 1], [246, 1], [1928, 1]]",4
142,1999,"[[2046, 1], [2046, 1]]",4
146,519,"[[244, 1], [689, 1], [77, 1], [1096, 1], [501, 1], [246, 1], [521, 1], [731, 1], [293, 1]]",4
47,1063,"[[1315, 1]]",4
50,3864,"[[743, 1], [596, 1], [1931, 1]]",4
42,2733,"[[1093, 1], [1273, 1], [230, 1]]",4
140,506,"[[792, 1], [1023, 1], [2093, 1]]",5
5,977,"[[1418, 1], [1643, 1], [1091, 1], [1213, 1], [1172, 1]]",4
31,4631,"[[1874, 1], [1978, 1]]",4
69,3229,"[[1213, 1]]",4
47,3378,"[[1931, 1]]",4
56,274,"[[592, 1], [293, 1], [268, 1], [545, 1], [324, 1]]",4
42,1222,"[[186, 1], [1023, 1], [1126, 1]]",4
92,1964,"[[1869, 1], [1383, 1]]",3
109,1474,"[[592, 1]]",5
118,4030,"[[1956, 1], [503, 1], [1529, 1], [85, 1]]",5
80,4180,"[[1273, 1]]",4
108,4062,"[[1093, 1], [311, 1], [1093, 1]]",4
92,3329,"[[941, 1], [62, 1]]",3
24,4802,"[[1956, 1], [1956, 1]]",1
149,3488,"[[1632, 1], [2036, 1]]",3
87,1784,"[[1873, 1]]",4
151,2000,"[[385, 1], [1096, 1]]",3
62,963,"[[1423, 1]]",3
42,3369,"[[792, 1], [705, 1], [1023, 1], [1273, 1], [2093, 1], [428, 1]]",3
39,1123,"[[491, 1], [1669, 1], [946, 1]]",5
10,844,"[[491, 1]]",2
126,4388,"[[1423, 1]]",5
3,3484,"[[1873, 1], [146, 1], [1337, 1]]",4
69,4371,"[[1700, 1], [186, 1], [1397, 1], [1975, 1], [1780, 1], [1177, 1]]",4
10,3351,"[[1273, 1]]",4
104,58,"[[293, 1], [1078, 1], [2089, 1], [1874, 1], [1172, 1], [1479, 1], [1210, 1], [1953, 1], [736, 1]]",4
103,3575,"[[274, 1], [1315, 1], [731, 1], [1023, 1]]",3
94,3750,"[[186, 1], [1124, 1], [1986, 1]]",2
124,3216,"[[1874, 1], [1928, 1]]",2
79,2370,"[[777, 1], [1874, 1], [1818, 1]]",5
143,2310,"[[2055, 1], [1433, 1], [101, 1]]",4
42,4189,"[[1248, 1], [2071, 1], [1023, 1], [2022, 1], [2036, 1], [1946, 1]]",4
96,176,"[[15, 1], [1905, 1], [694, 1], [1213, 1], [569, 1]]",5
119,1676,"[[1205, 1], [186, 1]]",3
91,4551,"[[1714, 1], [891, 1], [186, 1], [1213, 1], [186, 1]]",3
0,5225,"[[47, 1], [1047, 1], [268, 1], [1096, 1], [1813, 1], [1567, 1], [2062, 1], [246, 1], [445, 1], [1928, 1], [1632, 1]]",3
108,3080,"[[2055, 1], [376, 1], [694, 1], [1418, 1], [987, 1], [557, 1]]",4
39,3305,"[[137, 1], [731, 1]]",5
142,4512,"[[614, 1], [1172, 1], [61, 1]]",4
114,2885,"[[51, 1], [1213, 1]]",4
86,4182,"[[777, 1]]",5
69,2756,"[[1479, 1]]",5
30,1449,"[[1507, 1]]",4
137,571,"[[809, 1]]",3
38,3524,"[[61, 1]]",4
141,4631,"[[460, 1]]",3
38,1557,"[[1076, 1], [1488, 1], [1273, 1]]",4
147,5095,"[[1473, 1], [1687, 1]]",5
24,1203,"[[1621, 1], [581, 1], [1511, 1], [1155, 1], [1059, 1], [186, 1], [1582, 1], [42, 1], [731, 1], [1243, 1], [557, 1]]",5
93,4624,"[[877, 1], [646, 1], [1956, 1], [1213, 1], [268, 1], [1269, 1]]",4
114,3401,"[[607, 1], [946, 1]]",3
35,137,"[[1479, 1], [1213, 1]]",3
50,4743,"[[1101, 1], [1567, 1]]",2
31,4430,"[[855, 1], [1874, 1]]",3
114,64,"[[1870, 1], [630, 1]]",4
124,1564,"[[186, 1]]",3
43,1961,"[[15, 1], [941, 1], [675, 1], [777, 1]]",4
56,4263,"[[1674, 1], [1418, 1], [714, 1], [839, 1], [755, 1], [445, 1], [1213, 1], [731, 1], [112, 1], [1189, 1], [31, 1], [1953, 1], [835, 1], [640, 1], [241, 1], [1717, 1]]",5
99,659,"[[501, 1], [1213, 1]]",4
3,4022,"[[590, 1], [592, 1], [2002, 1], [1023, 1], [428, 1]]",5
70,3554,"[[186, 1]]",4
38,2247,"[[795, 1], [685, 1], [1779, 1], [795, 1]]",4
114,4922,"[[186, 1], [137, 1], [1536, 1]]",5
102,4731,"[[166, 1], [596, 1], [186, 1], [969, 1]]",4
92,2880,"[[592, 1], [1719, 1], [1397, 1], [33, 1]]",4
114,5028,"[[1213, 1]]",3
22,4899,"[[643, 1], [324, 1], [1213, 1], [1514, 1]]",4
31,3010,"[[2071, 1]]",5
75,1428,"[[1210, 1]]",4
126,1420,"[[1091, 1]]",5
128,5132,"[[1155, 1]]",3
64,3216,"[[1368, 1]]",3
89,1931,"[[581, 1], [470, 1]]",1
119,3448,"[[1874, 1]]",4
8,4148,"[[137, 1]]",4
52,3844,"[[1999, 1], [694, 1], [1210, 1]]",2
80,467,"[[1978, 1]]",5
91,2287,"[[1928, 1]]",3
35,2431,"[[1273, 1]]",5
149,555,"[[1292, 1], [21, 1], [795, 1]]",3
78,1880,"[[1873, 1]]",5
148,3936,"[[645, 1]]",5
1,2295,"[[293, 1], [1850, 1], [1350, 1]]",4
46,688,"[[15, 1], [1739, 1], [969, 1], [1213, 1]]",5
26,4462,"[[62, 1]]",4
4,465,"[[941, 1], [810, 1]]",4
22,3108,"[[589, 1], [643, 1], [324, 1]]",4
150,3587,"[[479, 1], [969, 1]]",4
56,4259,"[[268, 1], [460, 1], [515, 1], [496, 1], [516, 1], [565, 1]]",3
147,3745,"[[1956, 1]]",4
101,3543,"[[698, 1], [324, 1]]",5
84,1331,"[[689, 1]]",4
73,4909,"[[1567, 1], [385, 1]]",5
40,548,"[[689, 1], [293, 1], [643, 1]]",3
4,1277,"[[1869, 1], [186, 1]]",5
102,4918,"[[1135, 1]]",4
79,670,"[[1632, 1], [1880, 1]]",4
151,4634,"[[1744, 1], [324, 1], [1213, 1], [1515, 1]]",4
62,3333,"[[1674, 1], [914, 1], [51, 1], [645, 1], [1321, 1]]",3
60,4954,"[[558, 1], [102, 1], [731, 1], [428, 1]]",4
22,1604,"[[101, 1]]",3
102,3664,"[[307, 1], [778, 1]]",4
3,161,"[[689, 1], [77, 1], [645, 1]]",3
60,4312,"[[293, 1]]",4
72,4404,"[[565, 1], [1956, 1], [1986, 1], [1946, 1]]",4
21,3691,"[[629, 1], [586, 1], [450, 1]]",4
150,2317,"[[268, 1]]",4
18,2984,"[[941, 1], [186, 1], [565, 1], [30, 1], [428, 1], [1956, 1], [1928, 1]]",4
39,2215,"[[69, 1], [1059, 1], [1210, 1], [1900, 1]]",5
44,3822,"[[1402, 1], [1714, 1], [1023, 1], [809, 1]]",4
81,2604,"[[101, 1], [2083, 1]]",5
22,4178,"[[186, 1], [246, 1], [1213, 1]]",4
67,2568,"[[581, 1], [268, 1], [491, 1], [1155, 1], [835, 1], [936, 1], [914, 1], [604, 1], [496, 1], [516, 1], [1648, 1], [1243, 1], [914, 1], [565, 1]]",3
28,3248,"[[289, 1], [1874, 1], [1273, 1]]",4
96,3938,"[[1538, 1]]",3
126,1867,"[[1043, 1], [383, 1]]",5
98,1236,"[[581, 1], [629, 1]]",5
115,929,"[[941, 1], [249, 1]]",3
52,4512,"[[992, 1]]",4
105,1208,"[[293, 1], [2003, 1], [1479, 1], [62, 1], [293, 1]]",5
111,58,"[[1956, 1]]",3
138,3494,"[[1845, 1], [1874, 1], [586, 1]]",5
89,1726,"[[1913, 1]]",4
132,2698,"[[1874, 1], [1913, 1]]",5
92,3785,"[[62, 1]]",3
3,3193,"[[596, 1], [1514, 1]]",2
54,4791,"[[62, 1], [547, 1], [770, 1]]",4
62,228,"[[705, 1], [1494, 1]]",4
137,52,"[[1650, 1]]",5
50,1522,"[[634, 1], [605, 1]]",3
10,659,"[[581, 1], [835, 1], [676, 1], [777, 1], [1479, 1], [324, 1], [1213, 1], [1213, 1]]",5
27,2367,"[[37, 1]]",4
31,1081,"[[1640, 1], [643, 1], [428, 1]]",5
60,4006,"[[1213, 1]]",4
116,1982,"[[941, 1], [1787, 1], [1093, 1], [186, 1], [643, 1]]",4
146,4041,"[[163, 1], [2043, 1]]",4
75,2215,"[[2073, 1], [1104, 1]]",4
15,4319,"[[941, 1], [152, 1]]",4
3,4009,"[[676, 1], [565, 1], [1567, 1], [1169, 1], [1213, 1], [976, 1], [691, 1], [1016, 1]]",3
3,3794,"[[565, 1]]",4
43,2380,"[[1372, 1], [268, 1], [1155, 1], [460, 1], [959, 1], [755, 1], [565, 1], [1314, 1], [1479, 1], [1189, 1], [77, 1]]",4
4,2372,"[[2024, 1], [703, 1], [2036, 1], [596, 1]]",3
62,2091,"[[47, 1], [581, 1], [1210, 1], [249, 1], [1935, 1], [980, 1], [1126, 1]]",5
76,1538,"[[1023, 1]]",3
76,189,"[[244, 1], [1155, 1], [460, 1], [1527, 1], [421, 1], [277, 1], [1955, 1], [645, 1], [1369, 1], [324, 1]]",4
50,1666,"[[1479, 1]]",3
10,2062,"[[954, 1], [268, 1], [835, 1], [1477, 1], [642, 1], [1344, 1], [645, 1], [1213, 1], [740, 1]]",4
129,919,"[[1023, 1], [1023, 1], [526, 1], [1210, 1]]",5
85,1730,"[[1479, 1], [1874, 1], [992, 1]]",4
85,2996,"[[1826, 1]]",5
74,2872,"[[1093, 1], [142, 1], [428, 1]]",5
146,669,"[[15, 1], [1651, 1], [1315, 1], [400, 1], [731, 1]]",4
49,331,"[[1869, 1], [294, 1], [230, 1], [1321, 1]]",4
18,2167,"[[1599, 1], [180, 1], [180, 1]]",3
147,3493,"[[268, 1]]",2
50,3128,"[[1437, 1]]",3
22,2702,"[[731, 1]]",5
92,128,"[[1978, 1], [519, 1]]",2
3,443,"[[1273, 1], [1423, 1]]",2
118,3457,"[[1096, 1], [1567, 1]]",2
10,1300,"[[1118, 1], [2071, 1], [1403, 1], [1888, 1], [1888, 1]]",4
149,2534,"[[157, 1], [157, 1]]",3
92,2888,"[[689, 1], [1315, 1], [1172, 1]]",4
92,638,"[[761, 1], [249, 1], [1023, 1]]",4
90,5261,"[[1372, 1], [268, 1], [1155, 1], [565, 1], [1283, 1], [12, 1], [1484, 1], [1189, 1], [565, 1], [498, 1]]",3
103,128,"[[120, 1], [88, 1]]",4
6,2100,"[[1479, 1], [1273, 1], [61, 1], [101, 1]]",4
21,2367,"[[1826, 1], [88, 1], [1383, 1]]",4
42,2032,"[[1706, 1]]",5
16,2791,"[[565, 1], [1217, 1], [1213, 1]]",4
99,3415,"[[694, 1]]",4
99,2234,"[[835, 1], [565, 1]]",4
109,1788,"[[1078, 1], [694, 1]]",2
52,2596,"[[683, 1], [1213, 1]]",4
61,3662,"[[2082, 1], [1479, 1]]",4
26,4636,"[[61, 1]]",5
66,603,"[[674, 1]]",4
102,594,"[[1869, 1], [1674, 1]]",4
24,5206,"[[581, 1], [1714, 1], [835, 1], [279, 1], [385, 1], [1372, 1], [268, 1], [1714, 1], [186, 1]]",2
42,1745,"[[592, 1], [2055, 1], [2036, 1], [1273, 1], [1068, 1], [289, 1]]",5
19,4743,"[[293, 1], [731, 1]]",4
1,869,"[[1372, 1], [1873, 1], [891, 1], [1548, 1], [2062, 1], [1574, 1]]",5
138,3917,"[[731, 1]]",4
135,599,"[[1621, 1], [581, 1], [186, 1]]",5
92,1764,"[[361, 1]]",5
131,3310,"[[2079, 1]]",4
91,1800,"[[694, 1], [59, 1], [1213, 1], [1928, 1], [709, 1]]",4
79,200,"[[293, 1], [1931, 1]]",4
1,840,"[[1874, 1], [569, 1], [1514, 1], [731, 1], [605, 1]]",5
99,4761,"[[1928, 1], [1279, 1]]",3
106,4273,"[[941, 1], [1651, 1]]",4
44,263,"[[1135, 1], [294, 1], [731, 1]]",5
4,1767,"[[163, 1], [1172, 1], [969, 1], [324, 1]]",5
26,3281,"[[25, 1], [180, 1]]",4
121,3080,"[[2055, 1], [694, 1], [777, 1], [1023, 1], [310, 1], [731, 1], [694, 1]]",4
144,5233,"[[596, 1]]",5
10,1059,"[[777, 1], [255, 1]]",4
99,4808,"[[47, 1], [1078, 1], [2073, 1], [270, 1]]",2
129,3280,"[[1869, 1], [289, 1], [342, 1], [2061, 1], [1643, 1]]",5
96,3536,"[[891, 1], [186, 1], [1567, 1], [2073, 1], [1213, 1]]",3
100,877,"[[142, 1], [1023, 1], [955, 1]]",3
9,3142,"[[381, 1], [1213, 1], [547, 1]]",4
10,2588,"[[941, 1], [942, 1], [1946, 1], [701, 1]]",4
122,3758,"[[1003, 1], [795, 1], [1482, 1]]",4
73,2473,"[[619, 1], [1213, 1]]",5
140,2038,"[[268, 1], [130, 1], [1397, 1], [1956, 1], [1213, 1]]",2
15,954,"[[711, 1], [21, 1], [596, 1], [88, 1]]",4
60,2924,"[[1479, 1]]",4
26,3684,"[[992, 1]]",3
22,584,"[[806, 1], [1134, 1], [1213, 1]]",3
152,3206,"[[268, 1], [1441, 1]]",4
116,1848,"[[876, 1], [1623, 1]]",5
31,538,"[[1870, 1], [777, 1]]",4
149,3442,"[[1273, 1]]",4
32,2375,"[[1078, 1], [64, 1], [186, 1], [137, 1], [690, 1], [186, 1]]",4
131,443,"[[792, 1], [1639, 1]]",3
144,5033,"[[186, 1]]",5
111,923,"[[1873, 1]]",5
140,2239,"[[1372, 1], [748, 1], [736, 1], [1838, 1], [1315, 1], [1213, 1], [1372, 1]]",4
87,777,"[[1521, 1], [1213, 1], [1521, 1], [134, 1]]",5
50,18,"[[143, 1], [1692, 1], [1629, 1], [1928, 1], [1213, 1], [655, 1], [1629, 1], [342, 1], [1440, 1], [2046, 1]]",4
35,115,"[[1172, 1], [1248, 1]]",4
88,3888,"[[736, 1], [2071, 1]]",4
10,4934,"[[1319, 1], [646, 1], [1213, 1], [143, 1], [2089, 1]]",4
85,3619,"[[1479, 1], [1213, 1], [255, 1]]",4
8,4926,"[[509, 1], [246, 1], [324, 1]]",4
76,3405,"[[1979, 1]]",3
115,4639,"[[207, 1], [1479, 1], [1210, 1]]",4
94,1845,"[[1991, 1], [1567, 1], [1213, 1], [270, 1]]",4
3,296,"[[1870, 1]]",4
149,3042,"[[1874, 1], [1140, 1], [1213, 1]]",3
113,1912,"[[793, 1]]",2
96,2117,"[[137, 1], [1479, 1], [1423, 1], [149, 1]]",5
9,1953,"[[1479, 1], [1273, 1]]",4
151,5069,"[[268, 1], [1155, 1]]",4
43,1923,"[[941, 1], [83, 1], [268, 1], [835, 1], [1155, 1], [640, 1], [931, 1], [195, 1], [835, 1], [731, 1]]",4
114,3090,"[[689, 1], [186, 1]]",4
62,5204,"[[2055, 1], [289, 1], [186, 1], [289, 1], [1078, 1]]",3
145,668,"[[1913, 1], [677, 1]]",2
121,538,"[[1423, 1]]",5
20,1541,"[[929, 1], [581, 1], [1155, 1], [223, 1]]",4
151,3077,"[[1744, 1], [186, 1]]",3
112,146,"[[861, 1], [1639, 1], [674, 1]]",4
70,936,"[[1273, 1]]",3
110,2481,"[[2048, 1]]",5
103,4050,"[[694, 1], [694, 1], [61, 1]]",3
62,1656,"[[1696, 1]]",3
43,1489,"[[622, 1]]",4
149,1952,"[[1650, 1], [428, 1], [1135, 1]]",5
49,1170,"[[186, 1], [1213, 1], [835, 1], [186, 1]]",3
102,2072,"[[1873, 1], [1521, 1]]",5
97,4371,"[[2034, 1], [77, 1], [835, 1], [1155, 1], [643, 1], [1397, 1], [1956, 1], [124, 1], [589, 1]]",4
92,4253,"[[470, 1], [479, 1]]",4
106,1493,"[[1395, 1], [146, 1], [1737, 1], [1536, 1], [1479, 1]]",4
101,2115,"[[1273, 1], [1554, 1], [1669, 1]]",5
96,4705,"[[1172, 1], [1732, 1]]",3
124,638,"[[1584, 1], [690, 1], [428, 1], [137, 1]]",3
91,1867,"[[1273, 1]]",4
91,1573,"[[1479, 1], [1273, 1], [727, 1]]",4
139,1375,"[[1155, 1], [846, 1], [1210, 1], [1213, 1], [731, 1]]",2
136,1179,"[[2046, 1]]",4
69,3422,"[[1093, 1], [1848, 1], [1975, 1]]",1
93,4872,"[[736, 1], [137, 1], [1210, 1], [428, 1]]",5
37,2191,"[[405, 1]]",4
149,1428,"[[1301, 1]]",4
92,4155,"[[941, 1], [186, 1], [1963, 1], [1213, 1]]",4
92,563,"[[1869, 1], [1213, 1]]",4
83,592,"[[2073, 1]]",4
126,616,"[[835, 1], [1368, 1], [992, 1]]",5
52,267,"[[268, 1], [1104, 1]]",4
30,1568,"[[333, 1]]",5
85,1214,"[[1372, 1], [1953, 1], [1059, 1], [1213, 1]]",5
48,2199,"[[186, 1]]",4
71,66,"[[1963, 1]]",3
140,1653,"[[1210, 1]]",4
56,2529,"[[777, 1]]",5
33,2522,"[[694, 1], [777, 1]]",5
144,424,"[[334, 1], [2089, 1], [1956, 1]]",4
2,3833,"[[1869, 1], [1621, 1]]",4
56,1772,"[[1372, 1], [1155, 1], [1874, 1], [1177, 1], [445, 1], [1213, 1], [941, 1], [1953, 1], [589, 1], [1441, 1], [640, 1], [186, 1], [992, 1], [1928, 1]]",5
89,910,"[[315, 1], [1093, 1], [2089, 1], [1433, 1], [1315, 1], [1172, 1], [62, 1], [1956, 1]]",4
85,4034,"[[941, 1], [186, 1]]",5
146,3346,"[[1283, 1], [1869, 1]]",4
39,3324,"[[1172, 1], [1273, 1], [62, 1], [1213, 1], [1914, 1]]",5
100,5117,"[[694, 1], [2073, 1], [1104, 1]]",5
42,4290,"[[2037, 1]]",4
92,2875,"[[941, 1], [581, 1], [689, 1], [718, 1], [1635, 1]]",4
4,1826,"[[2060, 1], [694, 1]]",4
147,506,"[[941, 1], [1155, 1], [436, 1], [760, 1]]",5
101,4621,"[[186, 1], [1423, 1]]",4
80,3374,"[[755, 1], [604, 1]]",4
82,1674,"[[727, 1]]",5
36,977,"[[1423, 1], [1213, 1]]",5
149,4625,"[[810, 1]]",5
130,3834,"[[969, 1]]",4
19,3888,"[[1701, 1]]",5
15,2740,"[[1135, 1], [1479, 1]]",4
66,169,"[[1874, 1]]",4
42,2414,"[[1874, 1], [1479, 1]]",4
142,4943,"[[1273, 1]]",4
128,4799,"[[244, 1], [436, 1], [186, 1], [1397, 1], [319, 1], [61, 1], [1213, 1], [1243, 1]]",4
81,972,"[[689, 1], [792, 1], [1023, 1], [1972, 1]]",3
81,4447,"[[1403, 1]]",5
80,1839,"[[1093, 1], [549, 1], [1023, 1], [1612, 1], [117, 1], [946, 1]]",4
100,1770,"[[1979, 1]]",5
88,367,"[[592, 1], [941, 1], [941, 1], [1016, 1]]",4
35,1146,"[[1479, 1]]",4
71,3761,"[[268, 1], [293, 1], [1213, 1], [969, 1]]",4
10,3958,"[[1931, 1], [596, 1], [479, 1], [2073, 1]]",3
104,4030,"[[590, 1], [871, 1], [596, 1], [1273, 1], [605, 1]]",5
104,4334,"[[88, 1], [838, 1]]",2
20,2040,"[[1302, 1], [246, 1]]",4
50,92,"[[485, 1], [1963, 1], [246, 1], [152, 1], [101, 1]]",3
93,3797,"[[1707, 1], [1870, 1], [1025, 1]]",3
144,3810,"[[1189, 1], [835, 1], [1209, 1], [1400, 1], [42, 1]]",4
56,2139,"[[902, 1]]",4
76,4784,"[[268, 1], [186, 1], [1369, 1], [545, 1]]",3
79,1414,"[[1546, 1], [1368, 1], [363, 1]]",4
113,3313,"[[1711, 1]]",4
85,3145,"[[21, 1]]",3
100,1699,"[[47, 1], [738, 1], [1874, 1], [1172, 1]]",4
7,4525,"[[1082, 1]]",4
101,3424,"[[1243, 1], [839, 1], [1263, 1], [602, 1], [2020, 1]]",3
149,3355,"[[1487, 1]]",4
86,1519,"[[186, 1], [1213, 1]]",5
10,416,"[[1155, 1], [565, 1], [545, 1]]",4
36,3123,"[[586, 1]]",5
83,3917,"[[1096, 1]]",5
56,1927,"[[1738, 1], [1959, 1], [137, 1]]",4
96,755,"[[757, 1], [186, 1], [768, 1], [757, 1], [581, 1], [361, 1], [969, 1]]",4
11,1282,"[[1155, 1], [565, 1], [1213, 1]]",4
16,2050,"[[1479, 1], [699, 1]]",5
39,5241,"[[1418, 1], [1458, 1], [1104, 1], [694, 1], [357, 1]]",5
119,561,"[[1213, 1]]",4
56,4662,"[[1189, 1], [268, 1], [597, 1], [1096, 1], [1397, 1], [565, 1], [992, 1], [1369, 1], [1213, 1]]",4
96,3934,"[[186, 1], [428, 1], [230, 1], [1096, 1]]",4
151,1293,"[[1310, 1], [938, 1]]",3
104,1977,"[[2003, 1], [1732, 1]]",4
151,2760,"[[1978, 1], [1874, 1], [1479, 1], [88, 1], [795, 1]]",4
103,505,"[[1372, 1], [446, 1]]",4
102,1663,"[[941, 1], [186, 1], [319, 1]]",5
36,2693,"[[643, 1], [1423, 1], [1213, 1]]",4
92,158,"[[777, 1], [727, 1]]",4
92,616,"[[592, 1], [1674, 1], [186, 1], [1688, 1], [556, 1], [596, 1], [941, 1], [1635, 1]]",5
113,2532,"[[1294, 1]]",4
48,1985,"[[1372, 1], [268, 1], [484, 1], [1397, 1], [147, 1], [1213, 1], [361, 1]]",4
42,758,"[[1931, 1], [137, 1], [727, 1], [1651, 1], [1172, 1]]",3
90,247,"[[1023, 1], [1210, 1], [799, 1], [1213, 1], [941, 1]]",5
63,2813,"[[1023, 1]]",3
53,3612,"[[1023, 1], [596, 1], [731, 1], [1567, 1]]",3
38,2412,"[[2055, 1], [337, 1], [777, 1], [70, 1], [1251, 1], [61, 1]]",4
16,5158,"[[1817, 1], [1273, 1]]",4
143,3171,"[[268, 1], [548, 1], [1213, 1], [115, 1]]",5
45,5099,"[[1546, 1]]",5
97,925,"[[1731, 1], [2043, 1]]",3
56,4294,"[[845, 1]]",5
65,638,"[[1700, 1], [142, 1], [186, 1], [294, 1], [1213, 1]]",2
147,4798,"[[792, 1], [249, 1], [1530, 1]]",3
86,3895,"[[569, 1], [1928, 1], [1873, 1]]",4
90,3556,"[[1870, 1]]",4
20,2164,"[[1273, 1], [596, 1], [62, 1], [186, 1]]",4
86,3974,"[[694, 1], [818, 1], [62, 1], [1213, 1]]",4
143,5116,"[[757, 1], [1546, 1]]",5
79,5143,"[[581, 1]]",4
106,3988,"[[941, 1], [319, 1], [360, 1], [557, 1], [1213, 1]]",4
61,1756,"[[186, 1], [1273, 1], [596, 1], [1213, 1]]",5
76,1964,"[[973, 1], [312, 1], [31, 1], [293, 1], [1096, 1], [738, 1]]",4
148,1132,"[[101, 1], [1273, 1]]",4
62,4874,"[[186, 1], [1612, 1], [385, 1]]",4
67,2864,"[[694, 1], [1999, 1], [738, 1], [1651, 1], [1454, 1], [1104, 1]]",3
139,1910,"[[1886, 1], [186, 1], [445, 1], [1213, 1], [124, 1], [1570, 1], [731, 1], [186, 1]]",3
147,1702,"[[643, 1]]",4
121,2371,"[[268, 1], [565, 1]]",4
83,1044,"[[586, 1]]",5
