,user,item,rate
1529,106,4474,4
1530,2,1005,4
1531,41,4467,1
1532,2,5096,5
1533,50,856,3
1534,139,2042,2
1535,137,552,4
1536,56,4931,4
1537,116,1471,2
1538,16,5076,3
1539,121,632,4
1540,147,784,3
1541,48,1822,3
1542,86,3038,2
1543,147,1653,4
1544,151,2520,4
1545,17,3186,4
1546,4,3961,4
1547,15,971,2
1548,74,1297,3
1549,97,3852,2
1550,50,1558,3
1551,68,757,2
1552,40,1711,3
1553,56,4701,5
1554,104,129,5
1555,69,659,5
1556,7,2816,5
1557,47,1641,5
1558,142,1018,3
1559,139,3040,4
1560,2,4112,5
1561,68,3626,5
1562,87,1015,5
1563,24,1933,3
1564,99,2560,4
1565,83,1848,5
1566,89,4631,4
1567,119,4525,4
1568,67,271,4
1569,142,3173,3
1570,114,2627,4
1571,92,5166,4
1572,106,398,4
1573,76,1529,4
1574,0,262,3
1575,88,3414,4
1576,74,5138,4
1577,69,2029,3
1578,83,1483,3
1579,101,2679,5
1580,105,1951,4
1581,128,2384,5
1582,42,1475,4
1583,85,1367,4
1584,149,230,4
1585,139,3743,4
1586,25,3650,2
1587,94,4096,4
1588,84,2343,5
1589,79,1285,5
1590,147,3430,4
1591,137,597,4
1592,47,3646,5
1593,96,4505,4
1594,86,509,4
1595,88,2339,3
1596,67,659,3
1597,145,3080,3
1598,89,12,5
1599,42,1474,4
1600,1,3397,3
1601,130,1506,2
1602,96,745,3
1603,116,4340,1
1604,50,3167,5
1605,38,2173,1
1606,93,4062,4
1607,88,1838,4
1608,69,505,3
1609,95,1697,5
1610,23,5035,4
1611,56,841,4
1612,83,2187,4
1613,10,4364,4
1614,20,1933,5
1615,22,679,3
1616,41,1866,3
1617,6,3622,5
1618,99,947,3
1619,47,1212,4
1620,134,4793,5
1621,111,1669,5
1622,4,4497,3
1623,88,126,3
1624,87,3066,5
1625,51,4694,4
1626,117,4022,5
1627,151,2123,4
1628,10,526,5
1629,96,941,4
1630,114,5056,4
1631,73,23,5
1632,9,4371,4
1633,5,1293,1
1634,127,2804,5
1635,10,2723,4
1636,10,2778,4
1637,109,4246,5
1638,10,1134,5
1639,75,1917,4
1640,94,1237,3
1641,83,4943,4
1642,128,753,5
1643,119,2441,4
1644,141,746,5
1645,113,4836,4
1646,32,4738,4
1647,78,2705,4
1648,15,849,4
1649,22,1086,4
1650,146,2060,4
1651,44,5033,4
1652,114,2689,4
1653,92,3244,4
1654,86,197,4
1655,86,4018,5
1656,92,4885,3
1657,51,1946,4
1658,67,2527,3
1659,50,1991,3
1660,46,2312,4
1661,127,2776,3
1662,31,1123,5
1663,87,1453,5
1664,112,4637,4
1665,8,709,4
1666,32,3675,4
1667,20,2855,4
1668,76,2568,3
1669,59,1109,5
1670,83,994,3
1671,144,4259,3
1672,107,199,3
1673,42,4705,4
1674,81,1282,4
1675,4,4194,5
1676,109,960,3
1677,151,5103,5
1678,142,5191,3
1679,50,4183,3
1680,67,4929,3
1681,151,3796,3
1682,15,3063,3
1683,71,117,3
1684,62,963,5
1685,151,5165,5
1686,31,2349,4
1687,48,2611,4
1688,151,121,5
1689,151,1064,4
1690,79,4337,4
1691,88,4285,4
1692,31,199,5
1693,100,5117,2
1694,49,4606,3
1695,41,713,5
1696,57,3939,5
1697,133,2814,3
1698,17,3091,4
1699,56,4853,4
1700,99,121,5
1701,111,4722,5
1702,116,2215,4
1703,87,4563,3
1704,95,5093,5
1705,18,4139,4
1706,108,1462,4
1707,86,39,2
1708,46,74,5
1709,86,2913,3
1710,99,645,3
1711,47,2569,4
1712,31,1922,5
1713,35,1301,4
1714,114,832,5
1715,43,1958,4
1716,50,513,5
1717,37,2572,4
1718,147,955,4
1719,55,346,4
1720,37,2817,4
1721,78,4413,3
1722,119,2215,4
1723,149,1676,3
1724,42,1258,4
1725,26,5010,4
1726,2,995,5
1727,10,412,4
1728,95,2280,3
1729,88,3282,4
1730,131,1457,3
1731,113,2122,3
1732,78,4382,4
1733,131,5074,3
1734,71,490,5
1735,129,1748,5
1736,50,611,4
1737,17,4293,5
1738,99,3145,4
1739,1,3247,4
1740,76,1701,5
1741,88,4139,5
1742,10,3121,2
1743,92,4275,5
1744,81,2485,5
1745,31,1824,5
1746,96,4944,2
1747,16,199,4
1748,103,3106,4
1749,56,4974,4
1750,97,1967,3
1751,35,345,3
1752,83,2912,4
1753,92,330,5
1754,104,2274,4
1755,110,3703,1
1756,130,4454,4
1757,81,899,5
1758,127,1267,4
1759,149,3236,2
1760,37,2029,4
1761,48,2206,4
1762,56,5003,4
1763,52,2778,5
1764,50,1927,3
1765,14,3357,5
1766,89,2614,2
1767,4,1277,5
1768,81,2327,5
1769,107,714,3
1770,106,1930,4
1771,114,516,3
1772,104,467,5
1773,28,2522,3
1774,74,192,3
1775,68,1131,5
1776,47,1227,4
1777,78,4872,5
1778,145,1982,5
1779,116,3042,4
1780,104,4249,4
1781,61,297,3
1782,31,3732,5
1783,42,1346,5
1784,149,4295,3
1785,10,4799,3
1786,19,559,4
1787,21,1064,4
1788,104,4484,4
1789,106,2719,3
1790,135,1317,5
1791,69,1676,4
1792,48,4179,4
1793,26,1731,4
1794,42,1784,4
1795,103,4080,4
1796,92,4747,4
1797,139,2550,5
1798,60,1282,5
1799,56,3661,3
1800,10,2828,5
1801,44,4293,5
1802,44,3900,5
1803,99,1943,3
1804,122,1285,5
1805,78,1480,4
1806,22,263,4
1807,127,4285,5
1808,1,3334,3
1809,60,39,5
1810,112,2624,5
1811,95,4943,3
1812,152,2808,3
1813,102,2140,2
1814,62,3641,4
1815,152,5144,4
1816,151,5013,4
1817,92,2910,3
1818,88,3256,4
1819,151,2262,2
1820,106,4484,4
1821,45,2343,5
1822,51,4211,3
1823,81,4070,3
1824,4,2696,4
1825,99,4243,3
1826,22,77,2
1827,81,1170,4
1828,149,1066,3
1829,56,2556,4
1830,138,1331,4
1831,147,1117,5
1832,104,3216,4
1833,83,4818,5
1834,22,1237,5
1835,5,5,2
1836,145,272,5
1837,4,2956,5
1838,22,3210,4
1839,121,3511,4
1840,109,4038,4
1841,50,2776,4
1842,151,362,4
1843,56,942,4
1844,74,3617,4
1845,37,2483,5
1846,151,3022,5
1847,56,2795,4
1848,103,3142,4
1849,76,4753,3
1850,50,4105,3
1851,56,4467,5
1852,78,1129,4
1853,107,2673,4
1854,32,4854,4
1855,31,1443,5
1856,3,2342,3
1857,88,4793,4
1858,69,4915,3
1859,10,4406,4
1860,83,1653,4
1861,8,813,4
1862,102,486,4
1863,35,2110,4
1864,92,5154,4
1865,44,4306,3
1866,40,2930,3
1867,112,1962,4
1868,88,4950,4
1869,19,4132,3
1870,56,1562,4
1871,145,4872,5
1872,45,330,5
1873,137,52,5
1874,2,373,5
1875,28,3529,5
1876,58,3269,4
1877,127,2609,2
1878,99,4464,3
1879,149,526,4
1880,99,2256,3
1881,113,5081,3
1882,54,1099,5
1883,74,1043,5
1884,22,3631,4
1885,57,2824,4
1886,83,3917,5
1887,102,4314,4
1888,92,4252,4
1889,79,4889,3
1890,137,4040,5
1891,145,4441,1
1892,140,3455,5
1893,73,3078,5
1894,10,1748,3
1895,35,751,3
1896,50,2786,4
1897,99,3420,3
1898,35,2131,1
1899,10,2649,4
1900,86,1120,5
1901,122,4777,2
1902,115,2400,5
1903,131,4526,3
1904,112,3280,5
1905,25,1716,3
1906,148,2335,4
1907,28,2848,5
1908,114,1205,2
1909,84,4943,4
1910,96,2762,3
1911,151,4036,4
1912,4,5139,4
1913,96,2561,4
1914,142,301,3
1915,50,4326,3
1916,124,1857,2
1917,134,3789,5
1918,49,3900,5
1919,149,1184,4
1920,1,4757,3
1921,20,395,4
1922,99,3771,3
1923,72,4012,3
1924,88,877,3
1925,88,196,4
1926,59,4933,5
1927,14,3326,3
1928,35,5172,3
1929,50,3369,4
1930,31,228,3
1931,144,4941,4
1932,148,1003,3
1933,48,3533,4
1934,86,4144,2
1935,51,4205,5
1936,67,659,4
1937,70,4671,4
1938,10,3173,2
1939,145,1653,3
1940,42,4949,4
1941,132,590,3
1942,135,4001,4
1943,66,3827,2
1944,31,3079,5
1945,34,1715,4
1946,147,1081,3
1947,151,1641,4
1948,17,1900,5
1949,15,1268,3
1950,62,104,4
1951,14,5067,5
1952,89,1710,4
1953,141,4275,4
1954,58,2669,5
1955,114,2009,2
1956,150,645,4
1957,103,4118,4
1958,47,568,2
1959,61,931,3
1960,87,1979,2
1961,10,506,5
1962,92,383,3
1963,141,2066,5
1964,104,4338,4
1965,101,4195,4
1966,42,1909,4
1967,18,4183,5
1968,112,665,5
1969,10,1993,1
1970,115,116,2
1971,10,419,4
1972,98,2464,4
1973,86,2831,4
1974,145,2488,3
1975,144,960,3
1976,61,1756,4
1977,68,2017,4
1978,128,4371,5
1979,65,1041,5
1980,137,4202,4
1981,92,3382,3
1982,95,2723,2
1983,88,2,4
1984,64,243,4
1985,16,3011,5
1986,54,3592,4
1987,10,565,5
1988,92,3688,2
1989,137,4872,4
1990,54,3091,5
1991,101,4769,5
1992,120,3714,5
1993,147,5203,4
1994,142,478,4
1995,59,3377,3
1996,67,723,4
1997,31,2828,5
1998,92,3333,4
1999,114,4921,5
2000,96,1101,5
2001,102,3464,3
2002,56,461,4
2003,100,4949,5
2004,92,98,4
2005,92,3447,4
2006,47,963,2
2007,17,1189,5
2008,149,3917,2
2009,151,4911,4
2010,69,619,5
2011,146,4559,4
2012,116,943,3
2013,75,296,4
2014,62,2235,4
2015,2,39,5
2016,100,2776,5
2017,122,1923,5
2018,88,4624,3
2019,56,4263,5
2020,61,1955,4
2021,42,2375,4
2022,64,4063,5
2023,32,2355,4
2024,127,21,4
2025,126,1291,5
2026,147,795,5
2027,103,5049,2
2028,59,3800,4
2029,42,1565,3
2030,121,4250,5
2031,1,2667,4
2032,18,4307,4
2033,62,3012,3
2034,88,4261,4
2035,32,3909,4
2036,41,4113,4
2037,1,3161,4
2038,50,3068,2
2039,86,1282,4
2040,96,3659,4
2041,76,1034,5
2042,7,3173,1
2043,21,1332,5
2044,97,2343,4
2045,147,359,3
2046,146,3995,4
2047,16,5230,4
2048,151,4735,4
2049,23,674,2
2050,125,1071,2
2051,58,611,5
2052,35,885,4
2053,141,2413,3
2054,102,5180,4
2055,128,3247,5
2056,149,4057,4
2057,134,1003,4
2058,86,39,5
2059,20,899,4
2060,62,1760,5
2061,87,1477,4
2062,54,874,5
2063,96,3582,2
2064,149,4731,3
2065,5,3230,2
2066,7,1046,3
2067,77,1384,4
2068,144,1369,4
2069,120,1455,3
2070,100,174,4
2071,85,1422,5
2072,70,755,4
2073,90,3403,1
2074,151,1837,3
2075,26,2884,4
2076,109,4618,5
2077,142,330,3
2078,67,2523,4
2079,88,1387,4
2080,151,2259,5
2081,50,1842,5
2082,51,3257,5
2083,64,3496,4
2084,16,4190,3
2085,78,4275,5
2086,68,977,3
2087,144,4220,5
2088,61,4778,5
2089,106,2713,3
2090,104,2628,4
2091,142,1943,5
2092,71,2821,3
2093,56,4597,5
2094,65,2496,5
2095,30,5051,4
2096,92,3354,4
2097,3,3499,3
2098,58,3140,2
2099,18,1282,4
2100,31,2560,5
2101,115,2215,5
2102,103,3717,5
2103,135,2845,1
2104,4,141,3
2105,71,1133,4
2106,30,1322,4
2107,22,5067,3
2108,29,970,5
2109,30,1049,4
2110,109,732,2
2111,98,4453,4
2112,35,5097,4
2113,59,330,5
2114,124,1940,4
2115,4,1394,4
2116,39,3499,3
2117,115,1781,4
2118,86,2053,5
2119,147,1885,4
2120,26,2431,4
2121,3,3679,4
2122,92,334,4
2123,85,4030,5
2124,30,1205,5
2125,80,2693,3
2126,35,528,4
2127,3,665,5
2128,21,50,5
2129,142,977,3
2130,88,2246,2
2131,99,1794,3
2132,15,1944,3
2133,48,3643,4
2134,152,4449,5
2135,38,2229,3
2136,0,241,2
2137,70,1438,3
2138,76,2665,2
2139,139,1306,4
2140,92,4356,3
2141,132,1739,2
2142,131,4524,2
2143,134,3784,5
2144,124,1196,3
2145,30,2476,3
2146,78,2764,5
2147,50,4902,3
2148,101,4241,3
2149,67,2230,5
2150,0,3390,3
2151,59,4607,5
2152,147,2213,4
2153,137,2058,3
2154,60,87,2
2155,29,5054,4
2156,134,1425,5
2157,26,5066,4
2158,12,4579,3
2159,93,3531,4
2160,62,4185,4
2161,91,4656,4
2162,121,330,4
2163,118,659,4
2164,86,2043,4
2165,114,1333,3
2166,8,4710,3
2167,31,838,3
2168,88,657,4
2169,96,2574,3
2170,48,4559,2
2171,147,3757,4
2172,139,5219,4
2173,35,119,4
2174,147,1390,5
2175,31,4833,3
2176,31,919,4
2177,42,5067,4
2178,81,4662,4
2179,130,2549,1
2180,51,2867,4
2181,122,4662,3
2182,147,722,3
2183,12,2107,4
2184,105,908,5
2185,143,4624,4
2186,42,1369,4
2187,64,494,3
2188,16,732,5
2189,99,1492,3
2190,140,1982,5
2191,101,1734,5
2192,32,2473,4
2193,50,3564,4
2194,88,3776,3
2195,146,350,5
2196,114,1173,3
2197,104,4457,4
2198,48,2929,5
2199,92,701,4
2200,98,2354,5
2201,78,3173,3
2202,149,2155,4
2203,31,4429,4
2204,146,324,4
2205,149,171,3
2206,125,3455,4
2207,64,2910,5
2208,23,4199,4
2209,137,2375,5
2210,59,3129,4
2211,24,2787,3
2212,89,1895,4
2213,0,4808,3
2214,4,3306,2
2215,61,543,3
2216,76,2919,3
2217,84,3355,4
2218,46,2183,4
2219,59,568,4
2220,89,811,3
2221,16,3301,4
2222,56,4439,4
2223,42,5238,4
2224,22,4701,3
2225,134,2118,2
2226,62,3620,3
2227,87,2133,2
2228,28,2745,1
2229,59,2295,1
2230,42,1518,4
2231,11,1356,5
2232,92,1615,3
2233,128,3381,5
2234,92,451,4
2235,56,2458,4
2236,35,4242,4
2237,125,2562,3
2238,152,2620,4
2239,31,468,5
2240,8,845,4
2241,119,1653,4
2242,12,369,4
2243,19,391,4
2244,78,1312,3
2245,42,3049,4
2246,10,3772,4
2247,56,1160,4
2248,85,2996,5
2249,96,2283,4
2250,10,4170,3
2251,18,27,3
2252,70,1082,4
2253,121,4273,1
2254,32,2128,5
2255,3,1495,3
2256,42,3221,4
2257,140,1202,4
2258,143,209,3
2259,129,2875,4
2260,108,3494,5
2261,106,1156,2
2262,69,2034,1
2263,13,2352,5
2264,35,2423,1
2265,71,5137,5
2266,42,4550,4
2267,2,4659,3
2268,39,2668,4
2269,59,2209,5
2270,39,57,5
2271,149,1496,3
2272,15,2925,4
2273,139,4290,5
2274,56,1964,4
2275,50,1979,5
2276,31,1202,5
2277,50,2212,4
2278,89,2637,3
2279,58,2359,5
2280,18,4431,4
2281,71,4530,5
2282,63,1173,5
2283,104,1293,4
2284,144,1755,5
2285,50,880,3
2286,1,349,5
2287,88,3644,3
2288,92,451,4
2289,112,2816,5
2290,118,5084,5
2291,76,5234,4
2292,56,3099,5
2293,1,812,4
2294,133,999,4
2295,129,3472,3
2296,67,3222,5
2297,131,2191,4
2298,10,4574,4
2299,51,3766,4
2300,113,3548,4
2301,2,4285,4
2302,104,4638,4
2303,149,2481,3
2304,102,2837,4
2305,4,4653,4
2306,142,3323,4
2307,54,653,3
2308,146,3742,3
2309,56,4302,4
2310,87,5160,5
2311,134,3675,5
2312,144,2122,2
2313,77,1201,5
2314,77,4561,5
2315,75,969,5
2316,100,5137,4
2317,91,3348,5
2318,48,1886,3
2319,10,840,4
2320,82,3014,5
2321,149,3844,5
2322,15,1478,5
2323,142,3283,3
2324,147,335,4
2325,4,3024,4
2326,10,4062,3
2327,114,4381,2
2328,67,154,3
2329,35,4405,3
2330,20,4899,2
2331,56,4394,4
2332,47,2731,4
2333,39,275,4
2334,50,2702,4
2335,22,3345,4
2336,147,2341,5
2337,61,408,3
2338,146,790,3
2339,7,4280,2
2340,141,2651,5
2341,114,1115,3
2342,139,4271,5
2343,151,2582,4
2344,86,1732,5
2345,21,3519,5
2346,79,1529,4
2347,82,3279,5
2348,79,1889,4
2349,116,4429,2
2350,22,1121,5
2351,133,1851,3
2352,39,486,3
2353,10,4709,4
2354,52,662,5
2355,115,2658,3
2356,100,4422,5
2357,90,2560,5
2358,71,977,2
2359,114,2399,1
2360,31,1357,5
2361,16,446,4
2362,18,2776,3
2363,85,4757,4
2364,118,506,5
2365,114,44,2
2366,145,177,4
2367,114,4926,3
2368,7,2265,4
2369,104,2912,4
2370,143,5067,5
2371,131,3102,5
2372,22,2835,2
2373,24,4181,5
2374,118,2719,3
2375,25,3635,4
2376,114,2734,3
2377,80,4100,4
2378,142,4411,4
2379,86,353,3
2380,62,1152,3
2381,75,2285,4
2382,25,4062,5
2383,50,3091,4
2384,93,2736,5
2385,147,4690,4
2386,69,1046,5
2387,105,185,5
2388,77,2330,5
2389,144,3920,4
2390,139,753,2
2391,42,3719,4
2392,92,3548,2
2393,42,1125,4
2394,104,1123,5
2395,127,3260,4
2396,149,4524,2
2397,3,592,2
2398,106,2343,4
2399,150,4650,5
2400,18,4099,4
2401,18,3976,3
2402,93,1763,5
2403,8,4038,4
2404,10,4566,3
2405,3,869,4
2406,134,313,3
2407,147,4062,5
2408,151,2076,4
2409,39,3855,5
2410,92,4042,3
2411,83,4051,4
2412,137,2487,4
2413,10,4522,4
2414,92,703,4
2415,121,2091,2
2416,10,5069,4
2417,152,3474,5
2418,151,4488,2
2419,39,4978,3
2420,26,1209,3
2421,3,5087,3
2422,81,4315,4
2423,118,2704,3
2424,50,442,3
2425,86,1284,5
2426,117,3797,5
2427,135,1212,5
2428,151,4542,3
2429,10,2949,3
2430,92,1370,3
2431,145,3222,4
2432,56,89,5
2433,103,3236,5
2434,70,3701,3
2435,69,3422,3
2436,126,808,5
2437,16,3862,4
2438,114,2476,3
2439,125,3232,4
2440,49,3663,3
2441,127,4966,4
2442,56,1827,4
2443,22,3256,5
2444,146,2850,4
2445,100,4306,5
2446,10,1537,2
2447,15,126,4
2448,88,4153,3
2449,38,3415,5
2450,128,4941,5
2451,50,4306,4
2452,106,2383,4
2453,3,750,2
2454,55,3423,4
2455,96,1658,4
2456,100,248,2
2457,5,2215,4
2458,4,1277,3
2459,15,1242,4
2460,88,1835,4
2461,63,4912,3
2462,2,4931,4
2463,91,2934,2
2464,94,3750,3
2465,10,1640,5
2466,18,88,3
2467,31,4059,5
2468,114,3735,4
2469,114,2646,3
2470,127,274,4
2471,88,448,3
2472,31,2341,5
2473,140,2353,4
2474,141,1017,4
2475,22,1001,5
2476,31,4678,3
2477,10,3035,4
2478,48,4205,4
2479,88,2504,4
2480,120,1543,4
2481,27,2319,4
2482,35,2610,4
2483,116,3800,2
2484,105,952,2
2485,22,4378,4
2486,143,2998,5
2487,147,2973,5
2488,118,823,5
2489,31,615,5
2490,101,976,4
2491,100,2284,4
2492,108,659,3
2493,50,5130,4
2494,63,3532,4
2495,119,2845,4
2496,83,2836,4
2497,77,2417,5
2498,50,3498,3
2499,128,4002,4
2500,106,478,3
2501,146,1488,4
2502,48,2886,2
2503,42,4395,4
2504,114,2821,4
2505,124,1682,5
2506,10,1824,4
2507,76,4809,5
2508,58,2772,1
2509,52,4429,5
2510,92,977,5
2511,59,4548,5
2512,22,927,4
2513,146,2617,4
2514,47,3179,3
2515,101,3281,5
2516,77,47,5
2517,114,1254,2
2518,142,4786,4
2519,121,659,2
2520,42,3162,4
2521,56,3998,5
2522,28,256,4
2523,75,1214,4
2524,52,2426,5
2525,93,3878,5
2526,28,4218,4
2527,59,810,5
2528,134,4739,3
2529,74,2587,3
2530,16,5136,5
2531,88,1132,4
2532,8,5125,2
2533,56,5081,5
2534,99,121,4
2535,83,2234,3
2536,86,1866,3
2537,24,1870,4
2538,99,5114,3
2539,57,3513,4
2540,15,2237,4
2541,35,2105,4
2542,39,1331,4
2543,4,4718,3
2544,31,526,5
2545,96,3471,4
2546,83,1002,5
2547,138,2778,4
2548,151,2819,5
2549,71,4819,4
2550,78,2215,4
2551,37,3290,4
2552,110,2940,5
2553,124,3670,2
2554,94,1800,5
2555,34,4872,4
2556,10,3854,4
2557,87,777,5
2558,42,1800,5
2559,2,1246,2
2560,4,3473,3
2561,109,5233,5
2562,141,1812,3
2563,18,2554,3
2564,97,2280,4
2565,67,3930,4
2566,102,3441,2
2567,102,1592,4
2568,19,422,4
2569,114,286,4
2570,110,2973,5
2571,146,3039,4
2572,79,4791,4
2573,149,1969,3
2574,99,1633,4
2575,46,5137,5
2576,30,3853,4
2577,149,1989,3
2578,110,2630,5
2579,53,3844,4
2580,93,1781,4
2581,1,1138,3
2582,151,4373,4
2583,82,3042,5
2584,68,1915,5
2585,147,5093,5
2586,7,3757,3
2587,2,2223,5
2588,120,3848,2
2589,92,4848,3
2590,2,1284,4
2591,15,1985,3
2592,123,3626,4
2593,42,4304,3
2594,103,1047,5
2595,121,1823,4
2596,38,2326,2
2597,18,4306,3
2598,99,726,2
2599,6,1003,5
2600,151,703,5
2601,101,3923,4
2602,87,2118,5
2603,141,2160,5
2604,63,3091,2
2605,114,444,3
2606,118,3422,5
2607,99,335,4
2608,147,4001,4
2609,61,3572,4
2610,19,489,5
2611,65,467,3
2612,19,5169,5
2613,4,3223,2
2614,50,3597,2
2615,83,4188,4
2616,136,3635,4
2617,87,185,5
2618,146,903,4
2619,22,5081,4
2620,96,4010,4
2621,44,824,2
2622,8,3886,1
2623,147,4115,4
2624,148,2843,4
2625,123,1185,3
2626,150,1965,5
2627,119,2819,4
2628,31,756,3
2629,146,3030,4
2630,42,4304,4
2631,114,1941,4
2632,64,3222,4
2633,116,3572,5
2634,128,4273,4
2635,96,2102,5
2636,91,3892,4
2637,88,360,2
2638,116,1848,5
2639,4,4754,4
2640,149,587,4
2641,86,4711,4
2642,75,3991,5
2643,37,135,4
2644,114,5266,5
2645,10,2553,4
2646,10,3222,4
2647,21,2343,5
2648,50,3999,3
2649,10,3137,5
2650,1,2544,4
2651,96,1565,3
2652,59,810,5
2653,103,4809,4
2654,80,4932,3
2655,10,2523,4
2656,141,4661,4
2657,95,1705,4
2658,103,3744,5
2659,1,3076,3
2660,59,1663,3
2661,146,4676,4
2662,37,1178,3
2663,82,3131,3
2664,129,4209,4
2665,16,2399,5
2666,35,2677,5
2667,42,676,3
2668,29,5071,5
2669,64,871,4
2670,92,4631,4
2671,71,1013,5
2672,50,2364,3
2673,22,2813,3
2674,88,2637,3
2675,105,2500,5
2676,134,5032,5
2677,61,1966,1
2678,24,450,4
2679,83,2231,5
2680,108,1197,5
2681,10,3404,4
2682,20,3829,4
2683,56,463,3
2684,95,398,4
2685,140,4529,5
2686,111,4813,5
2687,26,5229,4
2688,54,2838,3
2689,58,331,3
2690,56,3490,4
2691,42,4966,4
2692,70,1072,3
2693,64,2028,3
2694,123,2959,1
2695,151,4249,3
2696,76,4093,4
2697,89,641,3
2698,75,795,5
2699,149,1918,5
2700,1,1463,5
2701,96,4333,5
2702,86,3435,4
2703,101,1482,5
2704,93,1123,5
2705,56,3920,4
2706,10,4826,4
2707,18,4777,3
2708,3,2560,4
2709,68,4022,5
2710,16,2272,3
2711,141,1360,3
2712,102,4925,3
2713,71,3298,2
2714,115,2368,5
2715,128,5074,2
2716,87,3669,3
2717,152,242,4
2718,134,1246,5
2719,77,3916,5
2720,149,5218,5
2721,114,3740,3
2722,116,460,4
2723,16,293,5
2724,144,3791,4
2725,33,4745,4
2726,94,64,5
2727,80,1874,1
2728,9,178,3
2729,129,2487,4
2730,10,1640,5
2731,134,3108,5
2732,149,4773,5
2733,10,4625,4
2734,144,3891,4
2735,151,1966,4
2736,105,353,4
2737,141,330,5
2738,92,4584,2
2739,54,5021,2
2740,148,4524,2
2741,76,2452,4
2742,10,1264,4
2743,31,2165,4
2744,94,4659,4
2745,16,2068,4
2746,62,3828,3
2747,100,3934,4
2748,3,492,4
2749,16,3035,4
2750,56,3479,5
2751,144,616,4
2752,142,1911,1
2753,87,39,4
2754,97,254,5
2755,83,2358,5
2756,39,3046,3
2757,109,2471,3
2758,54,5144,4
2759,89,4743,4
2760,33,1293,3
2761,22,3692,4
2762,99,4216,2
2763,84,5232,4
2764,105,4758,4
2765,24,870,4
2766,110,2624,5
2767,28,3907,4
2768,141,810,5
2769,127,1780,4
2770,126,1414,4
2771,95,2084,4
2772,114,1792,3
2773,147,4955,4
2774,10,1839,5
2775,112,4403,2
2776,35,2679,5
2777,41,361,4
2778,10,907,3
2779,85,632,5
2780,39,2191,5
2781,60,3487,2
2782,122,4871,3
2783,151,2781,2
2784,100,1123,4
2785,22,3518,4
2786,119,3758,4
2787,149,3516,3
2788,40,488,4
2789,144,442,4
2790,88,2830,1
2791,80,122,5
2792,147,3438,3
2793,104,1949,4
2794,112,1109,4
2795,10,520,4
2796,88,2069,3
2797,3,2764,3
2798,98,1534,4
2799,38,2230,4
2800,99,3834,3
2801,2,4293,4
2802,28,2848,5
2803,15,4576,2
2804,142,3009,3
2805,76,4607,3
2806,56,1540,5
2807,95,2706,4
2808,92,2523,4
2809,139,1107,3
2810,140,4030,5
2811,146,711,4
2812,73,3369,5
2813,101,2157,4
2814,67,2325,5
2815,117,1982,5
2816,151,878,5
2817,99,1214,3
2818,58,1378,5
2819,61,1057,3
2820,64,4703,3
2821,151,4147,3
2822,5,3720,4
2823,102,2645,5
2824,105,3393,5
2825,87,1003,4
2826,79,344,4
2827,131,1228,5
2828,16,1922,5
2829,31,1071,3
2830,99,416,2
2831,2,979,4
2832,86,341,5
2833,0,1081,4
2834,35,3346,3
2835,89,977,5
2836,132,914,3
2837,3,2085,4
2838,87,3108,3
2839,138,4371,4
2840,100,1692,2
2841,2,1784,3
2842,79,4316,4
2843,139,3091,3
2844,148,503,3
2845,99,2233,5
2846,18,238,3
2847,70,4452,4
2848,1,3614,4
2849,104,4977,3
2850,61,1021,5
2851,92,3264,4
2852,3,1428,2
2853,147,1633,3
2854,150,1355,4
2855,10,1525,3
2856,105,4393,5
2857,135,2678,4
2858,111,3624,3
2859,124,3567,5
2860,50,472,3
2861,37,2138,4
2862,88,887,3
2863,65,1954,2
2864,100,1147,5
2865,139,4014,4
2866,43,1584,4
2867,106,2534,1
2868,57,235,5
2869,126,2066,5
2870,121,1943,3
2871,100,73,4
2872,57,2476,3
2873,10,4859,4
2874,134,1425,5
2875,39,2806,4
2876,3,1785,3
2877,51,5104,4
2878,15,64,4
2879,149,1300,4
2880,83,5251,4
2881,54,2063,4
2882,25,116,4
2883,26,3847,4
2884,11,3953,4
2885,129,309,4
2886,16,34,5
2887,103,3440,5
2888,63,2030,3
2889,137,178,3
2890,145,3009,5
2891,151,2719,4
2892,109,3769,5
2893,7,3948,5
2894,56,4183,4
2895,84,4665,4
2896,10,665,5
2897,102,2816,4
2898,114,3289,4
2899,115,1413,4
2900,146,2171,4
2901,50,1082,4
2902,22,1407,3
2903,56,4920,4
2904,76,4038,4
2905,114,96,5
2906,142,4125,4
2907,122,4688,2
2908,118,2233,4
2909,147,753,4
2910,70,639,4
2911,4,2460,3
2912,114,2976,4
2913,79,3534,5
2914,136,5231,4
2915,93,2214,4
2916,104,2326,4
2917,123,2534,2
2918,118,3145,5
2919,33,4025,5
2920,106,3956,4
2921,18,1255,3
2922,38,1629,4
2923,87,239,5
2924,146,4256,4
2925,92,2615,4
2926,26,976,5
2927,126,3275,5
2928,10,1824,4
2929,22,4671,4
2930,120,3249,4
2931,17,3920,1
2932,44,4802,4
2933,45,3758,5
2934,7,2481,4
2935,48,217,3
2936,56,3049,4
2937,147,3703,3
2938,57,3057,3
2939,142,2250,4
2940,100,882,3
2941,39,4931,4
2942,51,1249,5
2943,96,1929,3
2944,126,5062,4
2945,10,1068,2
2946,50,3032,3
2947,99,19,4
2948,68,3654,4
2949,149,4201,4
2950,42,2931,4
2951,92,4551,4
2952,103,659,5
2953,92,2176,2
2954,50,1370,3
