user,item,feature,rate
12,2697,"[[190, 1], [851, 1], [1393, 1], [399, 1]]",3
28,110,"[[1240, 1], [56, 1], [1203, 1], [365, 1], [321, 1], [735, 1]]",5
25,1627,"[[170, 1], [404, 1], [809, 1], [851, 1], [370, 1], [1189, 1], [280, 1], [692, 1]]",4
33,1020,"[[532, 1], [421, 1], [190, 1], [851, 1], [436, 1]]",4
12,578,"[[506, 1]]",4
6,724,"[[851, 1]]",5
29,883,"[[807, 1], [621, 1], [625, 1]]",1
9,438,"[[432, 1], [130, 1], [432, 1]]",5
3,2781,"[[209, 1], [935, 1]]",3
61,2083,"[[771, 1], [1006, 1]]",4
12,482,"[[103, 1], [856, 1], [782, 1], [1144, 1]]",5
39,14,"[[1026, 1], [309, 1], [435, 1], [1422, 1]]",5
4,1218,"[[753, 1], [692, 1], [356, 1], [625, 1], [1445, 1]]",4
41,284,"[[809, 1], [309, 1]]",3
26,431,"[[421, 1]]",4
16,633,"[[1355, 1], [190, 1], [506, 1]]",3
61,405,"[[1385, 1], [851, 1], [405, 1], [793, 1], [280, 1]]",4
48,2483,"[[1495, 1]]",5
41,1597,"[[432, 1], [807, 1]]",4
33,2727,"[[875, 1], [190, 1], [1086, 1], [1385, 1], [830, 1], [573, 1], [435, 1], [1086, 1], [1364, 1]]",4
19,377,"[[755, 1], [1168, 1], [1386, 1], [1125, 1], [1048, 1]]",4
1,2655,"[[628, 1], [60, 1], [148, 1]]",4
32,2332,"[[1382, 1], [1240, 1], [1009, 1], [190, 1], [1286, 1], [940, 1], [173, 1], [735, 1], [1329, 1], [892, 1], [1445, 1], [232, 1], [996, 1], [1159, 1]]",4
33,2726,"[[1349, 1], [190, 1], [1472, 1], [1161, 1], [435, 1], [173, 1], [321, 1]]",4
48,2080,"[[501, 1]]",4
44,503,"[[967, 1]]",4
37,312,"[[436, 1], [468, 1], [692, 1], [1389, 1]]",4
62,1289,"[[1386, 1]]",4
12,358,"[[432, 1], [692, 1], [1540, 1], [299, 1], [894, 1]]",5
28,24,"[[615, 1]]",5
17,386,"[[1342, 1], [815, 1]]",2
30,1571,"[[493, 1], [724, 1], [395, 1], [1445, 1], [334, 1]]",3
16,1310,"[[1531, 1], [892, 1], [615, 1]]",4
46,663,"[[557, 1], [875, 1], [775, 1], [421, 1], [468, 1], [401, 1], [892, 1]]",4
57,2287,"[[1086, 1], [795, 1], [573, 1]]",5
14,704,"[[98, 1], [173, 1]]",5
1,2641,"[[795, 1], [935, 1], [42, 1]]",4
1,1588,"[[421, 1], [51, 1], [851, 1], [1060, 1], [912, 1]]",4
12,1119,"[[30, 1], [98, 1], [1425, 1], [795, 1], [573, 1], [864, 1], [468, 1], [632, 1], [1149, 1]]",4
43,471,"[[190, 1], [575, 1], [1060, 1], [1422, 1]]",5
7,1674,"[[1169, 1], [441, 1]]",5
40,821,"[[538, 1]]",1
51,2176,"[[1086, 1], [129, 1], [851, 1], [440, 1]]",3
30,1039,"[[655, 1], [725, 1]]",5
29,1935,"[[967, 1], [1093, 1], [864, 1], [127, 1], [1542, 1], [998, 1]]",4
12,1645,"[[573, 1]]",4
16,58,"[[1542, 1]]",4
62,781,"[[106, 1], [421, 1], [851, 1], [1100, 1], [1093, 1], [718, 1], [892, 1]]",3
47,735,"[[935, 1], [649, 1]]",3
29,1329,"[[1266, 1], [809, 1], [542, 1], [1102, 1], [755, 1], [135, 1], [1168, 1], [615, 1], [72, 1], [1401, 1], [1445, 1], [728, 1]]",4
58,640,"[[421, 1], [459, 1]]",5
44,2033,"[[875, 1], [506, 1], [1542, 1]]",4
23,1076,"[[1144, 1], [471, 1], [206, 1]]",5
36,932,"[[875, 1], [1439, 1], [1048, 1]]",3
25,2721,"[[621, 1], [94, 1], [340, 1], [435, 1], [344, 1]]",3
4,1465,"[[1386, 1]]",4
46,1844,"[[501, 1], [1075, 1], [892, 1]]",5
23,2216,"[[435, 1]]",4
54,516,"[[586, 1], [1462, 1]]",4
53,2724,"[[557, 1], [1143, 1]]",5
33,1005,"[[1386, 1]]",4
20,2135,"[[131, 1], [892, 1]]",3
42,1041,"[[1086, 1]]",4
48,2247,"[[42, 1]]",5
24,643,"[[190, 1], [1449, 1], [745, 1]]",5
41,1175,"[[851, 1], [334, 1], [413, 1]]",3
42,2247,"[[1048, 1]]",4
41,1414,"[[432, 1], [1236, 1], [735, 1], [1002, 1]]",5
12,2246,"[[812, 1], [892, 1]]",4
32,730,"[[356, 1], [809, 1], [1266, 1], [1484, 1]]",5
28,2437,"[[457, 1]]",5
42,521,"[[1236, 1], [1386, 1]]",4
48,1022,"[[1086, 1], [421, 1], [1543, 1], [561, 1], [1445, 1], [1422, 1], [993, 1]]",4
0,1711,"[[1225, 1], [203, 1]]",4
18,1811,"[[12, 1]]",4
26,1052,"[[889, 1]]",5
33,461,"[[1027, 1], [131, 1], [1386, 1]]",4
16,803,"[[468, 1]]",4
6,1712,"[[1455, 1], [42, 1], [1279, 1], [1235, 1], [41, 1], [992, 1]]",4
33,1363,"[[614, 1], [889, 1], [889, 1]]",4
15,492,"[[17, 1]]",2
55,2015,"[[421, 1], [621, 1], [888, 1], [131, 1]]",2
16,1252,"[[807, 1], [967, 1]]",3
0,668,"[[864, 1]]",5
41,685,"[[421, 1], [851, 1], [443, 1], [706, 1], [41, 1], [892, 1], [1399, 1]]",3
12,2588,"[[576, 1], [1093, 1], [41, 1]]",5
22,37,"[[935, 1]]",5
61,2038,"[[542, 1], [1219, 1], [280, 1]]",2
0,914,"[[506, 1]]",4
11,1298,"[[51, 1], [1445, 1]]",2
55,2173,"[[544, 1], [1553, 1], [538, 1], [181, 1]]",5
12,1473,"[[807, 1], [1520, 1], [384, 1], [292, 1]]",4
10,1992,"[[1540, 1], [1168, 1]]",5
47,1543,"[[681, 1], [801, 1]]",4
60,355,"[[692, 1], [421, 1], [614, 1], [621, 1], [127, 1], [875, 1], [993, 1]]",3
45,1237,"[[1320, 1], [969, 1]]",4
37,873,"[[968, 1]]",3
46,1591,"[[131, 1], [173, 1], [892, 1], [131, 1], [941, 1]]",3
25,778,"[[1541, 1], [109, 1], [538, 1]]",4
36,2668,"[[501, 1], [195, 1], [615, 1], [181, 1]]",3
36,2614,"[[935, 1], [441, 1]]",4
59,2238,"[[1125, 1], [538, 1]]",2
61,1894,"[[738, 1]]",1
13,2204,"[[468, 1]]",4
48,355,"[[501, 1], [809, 1], [493, 1], [573, 1], [1210, 1], [615, 1], [889, 1], [619, 1]]",4
33,472,"[[1143, 1], [1540, 1], [1093, 1]]",5
41,1807,"[[1131, 1], [755, 1]]",3
46,1683,"[[572, 1], [334, 1], [993, 1]]",2
9,986,"[[1386, 1], [892, 1]]",5
25,562,"[[1001, 1], [1251, 1], [209, 1], [815, 1]]",4
0,1175,"[[388, 1], [851, 1], [334, 1], [735, 1], [1007, 1], [413, 1]]",5
32,2231,"[[718, 1]]",4
33,1900,"[[920, 1], [851, 1], [1399, 1], [621, 1], [1026, 1]]",5
51,2520,"[[692, 1], [404, 1], [1445, 1], [1445, 1]]",3
17,2238,"[[190, 1], [435, 1], [892, 1], [692, 1], [1422, 1]]",3
51,2188,"[[436, 1], [692, 1], [600, 1]]",4
59,1580,"[[501, 1], [595, 1], [1144, 1]]",3
47,910,"[[773, 1], [1425, 1], [98, 1], [1385, 1], [967, 1], [394, 1], [1125, 1], [892, 1], [101, 1], [402, 1], [131, 1], [827, 1], [513, 1], [441, 1], [309, 1]]",4
41,377,"[[892, 1], [1425, 1]]",4
30,589,"[[614, 1], [618, 1]]",3
25,57,"[[1501, 1], [1026, 1], [1093, 1]]",3
10,2145,"[[426, 1]]",4
3,126,"[[813, 1], [1553, 1], [892, 1]]",2
59,734,"[[506, 1]]",4
33,1048,"[[1307, 1], [150, 1], [506, 1], [1093, 1], [1063, 1]]",5
57,1497,"[[1386, 1]]",4
11,2196,"[[513, 1], [280, 1], [322, 1]]",3
7,448,"[[1540, 1], [435, 1], [632, 1], [441, 1]]",5
57,1754,"[[940, 1], [1382, 1]]",4
49,466,"[[1219, 1], [755, 1]]",5
44,758,"[[42, 1]]",3
36,1161,"[[1240, 1], [714, 1], [736, 1], [614, 1], [1285, 1], [413, 1], [435, 1], [1462, 1], [912, 1]]",3
25,778,"[[1541, 1]]",3
42,2769,"[[1386, 1], [364, 1]]",3
57,1724,"[[501, 1], [1174, 1], [883, 1], [404, 1], [851, 1], [100, 1], [131, 1], [544, 1], [365, 1], [892, 1], [538, 1], [1386, 1]]",3
48,1816,"[[692, 1], [728, 1], [892, 1], [1422, 1], [280, 1]]",5
56,2128,"[[1026, 1], [660, 1], [735, 1], [1007, 1], [892, 1], [376, 1]]",5
36,393,"[[432, 1]]",4
0,1896,"[[1093, 1]]",4
0,2478,"[[506, 1], [369, 1], [1026, 1]]",4
51,2713,"[[148, 1], [1143, 1], [1225, 1], [1386, 1]]",5
56,1139,"[[421, 1]]",5
22,431,"[[851, 1], [413, 1], [348, 1]]",5
10,268,"[[1527, 1], [98, 1]]",4
29,1920,"[[421, 1]]",1
25,2227,"[[1513, 1], [1048, 1]]",3
6,665,"[[718, 1], [892, 1]]",4
14,1442,"[[1009, 1], [190, 1], [421, 1], [428, 1], [190, 1]]",1
7,1697,"[[98, 1], [309, 1], [892, 1]]",5
7,2274,"[[1075, 1], [713, 1], [309, 1], [1422, 1]]",4
48,1492,"[[1425, 1], [356, 1], [1089, 1], [692, 1], [101, 1]]",4
51,769,"[[131, 1], [1048, 1], [206, 1]]",2
40,1852,"[[1529, 1], [74, 1]]",5
41,655,"[[912, 1]]",3
48,1165,"[[692, 1], [1266, 1], [131, 1]]",4
36,2722,"[[875, 1], [190, 1], [421, 1], [131, 1], [615, 1], [435, 1], [1218, 1]]",3
24,2261,"[[56, 1], [131, 1], [157, 1]]",5
62,899,"[[795, 1], [577, 1], [131, 1], [94, 1], [502, 1], [131, 1]]",4
42,2520,"[[1191, 1]]",4
38,1765,"[[1371, 1], [1093, 1]]",4
33,611,"[[1240, 1], [875, 1], [421, 1], [614, 1], [345, 1], [321, 1], [718, 1]]",2
37,718,"[[692, 1], [1513, 1]]",4
4,2323,"[[421, 1], [493, 1], [1262, 1], [443, 1], [778, 1], [232, 1], [892, 1], [1437, 1], [131, 1]]",1
22,1379,"[[356, 1], [283, 1], [1244, 1], [892, 1]]",3
10,809,"[[875, 1], [131, 1], [615, 1], [173, 1], [892, 1], [1448, 1], [232, 1]]",3
37,915,"[[143, 1], [321, 1]]",4
41,498,"[[1540, 1], [1093, 1], [1496, 1], [1120, 1], [1093, 1]]",4
12,1582,"[[1205, 1]]",4
23,1697,"[[809, 1], [621, 1], [131, 1], [809, 1]]",4
60,1414,"[[152, 1], [592, 1], [276, 1]]",4
59,2088,"[[41, 1]]",4
53,1060,"[[1315, 1], [892, 1]]",5
21,965,"[[41, 1]]",4
25,2413,"[[655, 1], [131, 1], [621, 1], [1513, 1], [538, 1], [131, 1], [854, 1], [280, 1]]",1
54,479,"[[143, 1], [996, 1], [230, 1], [125, 1], [486, 1]]",4
51,2248,"[[586, 1], [1462, 1]]",5
61,1393,"[[708, 1]]",3
49,1496,"[[1445, 1]]",2
52,2765,"[[557, 1], [914, 1], [238, 1], [935, 1], [432, 1], [384, 1], [441, 1]]",5
41,2461,"[[276, 1], [1147, 1], [889, 1], [735, 1], [892, 1], [610, 1], [1318, 1], [182, 1], [958, 1], [1125, 1]]",5
57,324,"[[1131, 1]]",5
36,1345,"[[1425, 1], [894, 1]]",2
37,2431,"[[46, 1], [542, 1], [692, 1]]",2
47,422,"[[542, 1], [573, 1], [94, 1], [85, 1], [864, 1], [538, 1], [344, 1], [85, 1], [309, 1], [1149, 1]]",5
17,68,"[[435, 1]]",2
5,780,"[[1240, 1], [421, 1], [86, 1], [614, 1], [443, 1], [399, 1], [1445, 1], [232, 1]]",3
14,769,"[[1048, 1], [143, 1], [473, 1], [173, 1]]",5
25,2679,"[[131, 1], [435, 1]]",4
41,2224,"[[993, 1]]",3
6,731,"[[51, 1]]",5
60,1515,"[[531, 1], [9, 1], [1026, 1]]",4
28,1101,"[[190, 1], [771, 1], [937, 1], [1386, 1]]",5
22,2238,"[[1251, 1]]",4
59,287,"[[321, 1], [344, 1]]",4
12,862,"[[692, 1], [98, 1], [824, 1], [131, 1], [692, 1]]",5
29,1446,"[[94, 1], [176, 1]]",5
25,28,"[[1548, 1]]",5
25,1591,"[[755, 1], [435, 1]]",3
12,1528,"[[131, 1], [1093, 1], [692, 1], [131, 1]]",5
59,2213,"[[309, 1], [309, 1]]",4
34,125,"[[1240, 1], [1009, 1], [19, 1], [668, 1], [735, 1], [538, 1]]",4
10,1834,"[[579, 1], [718, 1]]",4
29,1462,"[[692, 1], [210, 1], [1425, 1], [1044, 1], [615, 1], [1542, 1], [538, 1]]",4
33,1402,"[[1382, 1], [334, 1], [980, 1], [345, 1], [735, 1]]",5
2,1557,"[[192, 1], [468, 1], [958, 1]]",5
20,1102,"[[94, 1], [795, 1]]",4
17,2186,"[[506, 1]]",4
6,1874,"[[807, 1], [1386, 1], [1093, 1]]",3
19,1283,"[[131, 1], [892, 1]]",4
57,1940,"[[106, 1], [1196, 1], [112, 1], [581, 1], [1141, 1], [195, 1], [437, 1], [1026, 1], [912, 1], [106, 1], [370, 1]]",3
25,534,"[[1001, 1]]",4
16,296,"[[1382, 1], [131, 1]]",4
48,1570,"[[1385, 1], [131, 1], [615, 1], [1093, 1], [1273, 1]]",5
41,2031,"[[1328, 1], [1445, 1]]",5
16,2215,"[[421, 1], [356, 1], [851, 1], [621, 1], [186, 1], [173, 1], [321, 1]]",4
12,102,"[[692, 1], [112, 1], [516, 1]]",4
36,2520,"[[1382, 1], [692, 1], [1240, 1], [436, 1], [1072, 1], [1386, 1], [435, 1]]",3
12,1457,"[[532, 1], [190, 1], [655, 1], [1266, 1], [131, 1]]",5
59,1013,"[[1219, 1], [309, 1], [835, 1]]",5
42,2340,"[[544, 1], [755, 1], [558, 1], [345, 1]]",4
12,780,"[[576, 1], [86, 1], [255, 1], [709, 1], [735, 1], [1437, 1]]",5
62,1999,"[[1409, 1], [506, 1], [1462, 1], [892, 1], [826, 1], [718, 1]]",4
16,513,"[[573, 1]]",3
33,1799,"[[1386, 1], [1366, 1]]",4
36,2711,"[[1425, 1], [894, 1]]",3
57,1313,"[[1086, 1], [384, 1], [435, 1], [565, 1]]",4
8,2673,"[[9, 1], [280, 1], [892, 1], [538, 1]]",3
37,1305,"[[864, 1]]",3
46,2477,"[[522, 1], [1321, 1], [573, 1], [453, 1]]",3
27,2418,"[[557, 1], [506, 1], [892, 1], [506, 1]]",5
48,315,"[[1455, 1], [935, 1], [471, 1]]",4
16,1028,"[[542, 1], [1376, 1]]",4
51,2332,"[[1141, 1], [573, 1], [360, 1], [173, 1]]",4
51,1309,"[[851, 1], [465, 1], [453, 1], [1445, 1]]",4
4,2451,"[[967, 1], [309, 1], [344, 1]]",3
10,216,"[[621, 1]]",3
25,1483,"[[1385, 1], [542, 1], [782, 1], [131, 1], [755, 1], [892, 1], [98, 1], [782, 1]]",3
11,962,"[[190, 1], [1093, 1], [435, 1], [912, 1]]",4
28,591,"[[1400, 1], [1328, 1]]",3
46,595,"[[1390, 1]]",5
41,390,"[[46, 1], [1205, 1]]",3
52,1173,"[[60, 1]]",4
42,630,"[[1385, 1], [1386, 1], [405, 1], [1422, 1], [614, 1], [344, 1]]",3
51,1144,"[[1112, 1], [190, 1], [655, 1], [468, 1], [1189, 1], [967, 1], [1120, 1], [125, 1]]",3
52,1557,"[[807, 1], [755, 1], [130, 1], [206, 1]]",4
16,278,"[[152, 1], [135, 1], [518, 1], [892, 1], [615, 1]]",5
12,221,"[[367, 1], [960, 1]]",3
30,644,"[[1304, 1]]",4
12,2101,"[[1100, 1], [260, 1], [41, 1], [1445, 1], [892, 1], [912, 1], [190, 1]]",4
1,1315,"[[957, 1]]",4
1,1328,"[[1240, 1], [51, 1], [851, 1], [1443, 1], [1525, 1], [1386, 1], [1367, 1]]",4
57,2446,"[[501, 1], [675, 1], [1093, 1]]",3
55,250,"[[678, 1], [875, 1]]",4
4,503,"[[1422, 1]]",3
1,1813,"[[173, 1]]",3
4,1400,"[[98, 1], [1026, 1], [1533, 1]]",3
25,2222,"[[755, 1]]",3
16,1041,"[[607, 1]]",4
43,172,"[[1006, 1], [1093, 1], [1462, 1]]",3
41,2759,"[[432, 1], [1520, 1], [807, 1], [1532, 1], [441, 1], [477, 1], [309, 1]]",5
59,2711,"[[190, 1]]",3
54,551,"[[421, 1], [1086, 1], [190, 1], [851, 1], [1399, 1], [1312, 1], [1100, 1], [889, 1], [173, 1], [1273, 1]]",3
59,1034,"[[542, 1]]",3
27,707,"[[935, 1]]",3
13,2284,"[[615, 1], [892, 1], [538, 1], [912, 1], [614, 1]]",5
16,2073,"[[626, 1], [626, 1]]",3
44,2419,"[[1386, 1], [1422, 1]]",5
49,2774,"[[967, 1]]",1
37,1428,"[[807, 1]]",3
33,1712,"[[1386, 1], [1048, 1]]",5
59,2563,"[[1093, 1]]",4
33,1157,"[[1270, 1], [421, 1], [39, 1], [864, 1], [435, 1], [718, 1], [441, 1]]",5
33,424,"[[1382, 1], [557, 1], [506, 1], [797, 1], [435, 1], [892, 1]]",4
54,577,"[[557, 1], [807, 1], [1425, 1]]",4
54,695,"[[47, 1], [892, 1]]",4
27,1023,"[[1333, 1], [468, 1], [875, 1]]",4
27,2199,"[[555, 1], [468, 1], [1010, 1]]",3
24,2261,"[[614, 1], [1386, 1], [892, 1], [262, 1]]",5
25,311,"[[1174, 1], [98, 1], [975, 1], [477, 1]]",5
1,202,"[[112, 1]]",5
61,853,"[[1086, 1], [809, 1], [131, 1], [135, 1], [1436, 1], [173, 1], [82, 1], [892, 1], [538, 1]]",3
43,939,"[[506, 1], [1147, 1], [39, 1]]",5
4,345,"[[506, 1], [345, 1], [1437, 1]]",2
54,2120,"[[1009, 1], [1425, 1], [892, 1], [1380, 1]]",4
24,704,"[[131, 1], [351, 1], [309, 1], [692, 1], [351, 1], [1521, 1], [1125, 1]]",3
33,2790,"[[1382, 1], [1147, 1]]",5
10,56,"[[1125, 1], [795, 1]]",4
60,1439,"[[621, 1], [435, 1], [1422, 1], [892, 1], [1422, 1]]",2
36,1807,"[[47, 1], [864, 1], [967, 1]]",3
59,338,"[[432, 1], [1168, 1]]",4
12,387,"[[106, 1], [1272, 1], [1251, 1], [615, 1], [181, 1], [344, 1]]",4
33,311,"[[106, 1], [435, 1], [345, 1], [718, 1], [101, 1], [1514, 1]]",5
6,1824,"[[190, 1]]",3
29,679,"[[557, 1], [46, 1], [506, 1], [655, 1], [1205, 1], [152, 1], [718, 1], [344, 1], [1001, 1]]",4
32,183,"[[1210, 1]]",3
57,2264,"[[1125, 1]]",4
12,377,"[[1533, 1], [309, 1], [494, 1]]",5
25,2579,"[[106, 1], [98, 1], [1209, 1], [72, 1], [98, 1], [309, 1]]",5
60,2800,"[[807, 1], [501, 1], [1385, 1], [98, 1], [1251, 1], [1513, 1], [1386, 1], [889, 1], [127, 1], [1542, 1], [892, 1], [477, 1], [1385, 1]]",4
60,513,"[[131, 1], [173, 1], [1422, 1]]",4
61,1818,"[[471, 1]]",4
60,122,"[[807, 1], [468, 1], [1055, 1], [935, 1], [1279, 1], [1131, 1]]",4
13,372,"[[1386, 1], [309, 1], [1422, 1]]",4
26,2036,"[[51, 1], [462, 1], [892, 1]]",4
0,1483,"[[1189, 1]]",3
59,1368,"[[12, 1], [586, 1]]",4
56,2394,"[[1193, 1], [73, 1], [1093, 1]]",5
12,238,"[[190, 1]]",4
31,898,"[[356, 1], [1279, 1], [992, 1]]",4
59,1321,"[[614, 1], [369, 1]]",4
12,482,"[[71, 1], [755, 1], [1231, 1], [746, 1], [668, 1], [321, 1], [892, 1], [1437, 1], [1553, 1], [1093, 1], [746, 1]]",5
52,2795,"[[812, 1], [369, 1], [728, 1], [573, 1], [1026, 1], [827, 1], [967, 1], [692, 1], [101, 1]]",4
56,1559,"[[131, 1], [755, 1]]",4
29,1104,"[[4, 1], [1386, 1], [176, 1], [697, 1], [1501, 1]]",4
52,513,"[[228, 1], [1026, 1], [746, 1], [1048, 1], [232, 1], [1445, 1]]",4
37,1340,"[[875, 1], [1270, 1], [555, 1], [1386, 1], [1445, 1], [912, 1], [1123, 1]]",5
31,794,"[[1270, 1], [1537, 1], [190, 1], [1386, 1], [1315, 1], [913, 1]]",4
42,2722,"[[875, 1], [1060, 1], [406, 1], [1437, 1]]",3
32,333,"[[1345, 1]]",4
30,1548,"[[1455, 1], [1210, 1], [484, 1]]",3
4,2770,"[[621, 1], [594, 1]]",3
60,2371,"[[133, 1]]",3
52,1401,"[[1086, 1], [98, 1], [356, 1], [675, 1], [131, 1], [1361, 1], [1093, 1]]",5
62,586,"[[1315, 1]]",4
59,1062,"[[131, 1], [1439, 1], [399, 1]]",4
57,2718,"[[112, 1], [365, 1], [173, 1]]",4
47,2083,"[[399, 1]]",2
29,1881,"[[46, 1], [575, 1], [1044, 1], [996, 1], [135, 1], [967, 1], [864, 1], [161, 1], [538, 1]]",3
55,46,"[[94, 1], [755, 1]]",5
33,2096,"[[501, 1], [101, 1], [864, 1], [892, 1], [1425, 1], [1537, 1], [967, 1]]",4
46,919,"[[813, 1], [1522, 1], [1386, 1], [1048, 1], [718, 1]]",5
41,1780,"[[809, 1]]",3
6,707,"[[458, 1]]",5
9,2146,"[[1026, 1]]",4
36,2075,"[[614, 1], [851, 1], [131, 1], [443, 1], [435, 1], [1445, 1]]",4
41,1041,"[[970, 1]]",3
33,2267,"[[1251, 1], [1055, 1], [1386, 1], [668, 1]]",4
37,630,"[[131, 1], [1361, 1], [182, 1], [470, 1], [321, 1]]",4
14,2785,"[[1437, 1], [615, 1]]",2
61,2073,"[[626, 1]]",3
23,2456,"[[112, 1], [1465, 1]]",4
33,2481,"[[557, 1], [993, 1]]",5
42,1852,"[[935, 1], [1048, 1]]",4
13,65,"[[9, 1], [30, 1], [1385, 1]]",5
33,263,"[[106, 1], [98, 1], [864, 1], [1386, 1], [889, 1], [173, 1], [538, 1]]",5
3,1170,"[[586, 1], [1138, 1], [607, 1], [586, 1]]",4
36,2180,"[[630, 1], [60, 1]]",4
56,1294,"[[1383, 1]]",4
37,754,"[[573, 1], [937, 1]]",4
41,133,"[[9, 1], [506, 1], [1542, 1], [815, 1], [573, 1], [1542, 1]]",4
57,190,"[[1002, 1], [94, 1], [967, 1], [42, 1]]",4
37,1638,"[[190, 1], [51, 1], [462, 1], [439, 1], [51, 1]]",4
61,1387,"[[190, 1]]",3
0,965,"[[1383, 1]]",2
32,1243,"[[1143, 1], [227, 1], [426, 1]]",5
26,2682,"[[1485, 1]]",5
37,139,"[[435, 1]]",4
61,2629,"[[1086, 1], [851, 1], [1386, 1], [555, 1]]",1
59,1095,"[[98, 1], [1547, 1], [1513, 1]]",4
16,1071,"[[129, 1], [593, 1]]",2
46,1077,"[[173, 1], [606, 1]]",4
16,2523,"[[1112, 1], [809, 1], [615, 1], [1533, 1], [1187, 1], [892, 1]]",4
58,2722,"[[190, 1], [851, 1], [675, 1], [127, 1], [892, 1], [470, 1], [127, 1]]",4
27,1577,"[[432, 1], [98, 1], [864, 1], [154, 1]]",5
30,546,"[[190, 1], [1393, 1], [1007, 1]]",4
1,448,"[[1386, 1], [847, 1], [1120, 1], [538, 1], [441, 1]]",5
41,567,"[[42, 1]]",3
49,510,"[[892, 1]]",5
10,528,"[[108, 1], [72, 1]]",4
11,957,"[[1386, 1]]",4
11,1761,"[[1488, 1], [935, 1]]",4
37,1416,"[[190, 1], [306, 1], [375, 1]]",4
55,2521,"[[13, 1], [618, 1], [1392, 1], [1093, 1], [1315, 1]]",5
37,693,"[[25, 1]]",4
33,354,"[[1425, 1], [1433, 1], [441, 1]]",4
10,80,"[[1555, 1], [1279, 1], [892, 1], [506, 1]]",4
63,833,"[[309, 1], [206, 1]]",4
26,2187,"[[761, 1], [469, 1]]",3
10,839,"[[1552, 1]]",4
37,1020,"[[1382, 1], [1017, 1]]",3
34,2413,"[[1266, 1], [655, 1], [131, 1], [892, 1], [131, 1]]",3
6,311,"[[30, 1], [538, 1], [1086, 1]]",5
8,2374,"[[106, 1], [421, 1], [190, 1], [1513, 1], [889, 1]]",5
29,1364,"[[892, 1]]",4
42,2026,"[[935, 1]]",3
12,589,"[[462, 1], [1484, 1], [1445, 1], [1437, 1], [1126, 1]]",5
18,961,"[[1495, 1]]",5
51,1127,"[[710, 1], [411, 1]]",5
48,33,"[[94, 1]]",4
59,2680,"[[106, 1], [615, 1], [864, 1], [435, 1], [892, 1]]",3
0,2537,"[[60, 1]]",4
60,1214,"[[851, 1], [860, 1], [131, 1]]",1
16,2805,"[[1476, 1], [436, 1], [1048, 1], [181, 1]]",4
31,1133,"[[181, 1]]",3
55,707,"[[573, 1], [1131, 1]]",4
4,1380,"[[25, 1]]",4
61,1173,"[[190, 1], [1477, 1], [1386, 1], [1552, 1]]",3
14,2305,"[[586, 1]]",2
61,1915,"[[190, 1], [614, 1], [851, 1], [538, 1]]",4
0,2733,"[[421, 1], [851, 1], [832, 1], [771, 1], [892, 1]]",4
49,533,"[[131, 1], [892, 1], [538, 1]]",5
61,1241,"[[506, 1], [1026, 1], [1460, 1]]",4
59,636,"[[549, 1], [1093, 1]]",5
52,1843,"[[533, 1]]",4
33,720,"[[797, 1], [935, 1]]",4
29,1677,"[[755, 1], [309, 1], [82, 1]]",5
4,2748,"[[506, 1], [718, 1]]",5
46,868,"[[230, 1]]",4
46,2090,"[[131, 1], [309, 1], [161, 1], [809, 1]]",4
31,795,"[[1180, 1], [127, 1], [127, 1]]",3
22,2011,"[[809, 1], [1026, 1], [615, 1]]",3
42,1885,"[[809, 1]]",4
25,1574,"[[834, 1], [860, 1], [1445, 1]]",1
43,2260,"[[112, 1]]",5
16,1116,"[[718, 1]]",4
57,1618,"[[532, 1], [421, 1], [809, 1], [851, 1], [615, 1], [892, 1], [190, 1], [334, 1]]",4
15,1664,"[[9, 1], [1284, 1], [41, 1], [892, 1], [172, 1]]",5
22,359,"[[506, 1], [692, 1]]",1
2,213,"[[131, 1], [186, 1]]",4
49,1093,"[[1382, 1], [1141, 1], [195, 1], [131, 1], [573, 1], [595, 1]]",5
41,738,"[[778, 1]]",4
31,2279,"[[98, 1], [694, 1]]",4
0,2657,"[[131, 1], [42, 1]]",4
46,336,"[[1487, 1], [71, 1]]",5
59,180,"[[595, 1]]",4
38,2192,"[[1060, 1], [94, 1]]",5
39,2375,"[[892, 1]]",4
57,1702,"[[692, 1], [168, 1], [190, 1], [795, 1], [1044, 1], [1205, 1], [173, 1], [321, 1], [1453, 1]]",5
37,1745,"[[689, 1], [1361, 1], [25, 1]]",4
59,431,"[[1060, 1], [1386, 1]]",4
46,1941,"[[1382, 1], [1251, 1], [173, 1], [892, 1], [173, 1]]",5
37,999,"[[692, 1]]",4
16,33,"[[413, 1], [94, 1]]",4
23,1382,"[[1048, 1]]",4
17,2298,"[[573, 1], [1437, 1]]",3
22,2111,"[[1445, 1]]",4
56,1777,"[[506, 1], [514, 1], [967, 1], [815, 1], [506, 1], [755, 1]]",4
25,336,"[[1498, 1]]",4
10,142,"[[421, 1], [199, 1], [173, 1]]",5
54,376,"[[1068, 1], [820, 1], [935, 1], [435, 1]]",4
29,1999,"[[506, 1], [1044, 1], [542, 1], [344, 1], [1144, 1]]",4
36,2458,"[[653, 1]]",4
48,2275,"[[1425, 1], [1447, 1], [1484, 1], [469, 1], [692, 1]]",4
46,749,"[[797, 1], [1386, 1], [813, 1], [892, 1]]",3
62,608,"[[421, 1], [851, 1], [1060, 1], [313, 1], [1386, 1], [892, 1], [1218, 1]]",3
