,0,1,2
389,61@1453,"[[586, 1], [1006, 1], [1093, 1], [364, 1]]",4.0
390,59@77,"[[692, 1], [614, 1]]",3.0
391,16@1651,"[[873, 1]]",4.0
392,10@1417,"[[1520, 1], [809, 1], [131, 1], [1386, 1], [1533, 1], [321, 1], [1422, 1], [892, 1]]",3.0
393,37@2667,"[[935, 1], [42, 1]]",2.0
394,16@2755,"[[1382, 1], [809, 1], [1513, 1], [230, 1], [692, 1], [809, 1]]",4.0
395,25@24,"[[614, 1], [435, 1]]",5.0
396,12@1156,"[[176, 1], [1425, 1]]",5.0
397,37@389,"[[413, 1]]",4.0
398,43@454,"[[131, 1]]",5.0
399,29@2317,"[[1385, 1], [882, 1]]",5.0
400,48@2417,"[[557, 1], [935, 1], [42, 1]]",3.0
401,60@687,"[[807, 1], [1170, 1], [404, 1], [313, 1], [1144, 1], [186, 1], [1139, 1]]",4.0
402,33@2289,"[[98, 1], [492, 1], [561, 1], [98, 1], [583, 1]]",4.0
403,10@250,"[[131, 1], [892, 1], [903, 1]]",3.0
404,6@2259,"[[20, 1], [161, 1]]",5.0
405,10@1799,"[[728, 1], [131, 1], [492, 1], [892, 1]]",3.0
406,57@2709,"[[42, 1]]",4.0
407,54@860,"[[1086, 1], [1391, 1]]",2.0
408,8@1428,"[[795, 1]]",5.0
409,59@2063,"[[501, 1], [544, 1], [1445, 1], [892, 1]]",4.0
410,8@1572,"[[173, 1], [432, 1]]",3.0
411,16@2011,"[[692, 1], [809, 1], [1026, 1], [1168, 1], [615, 1], [1533, 1], [538, 1], [809, 1]]",4.0
412,55@540,"[[1086, 1], [809, 1], [730, 1], [1398, 1], [1445, 1], [1398, 1]]",3.0
413,44@417,"[[460, 1], [1386, 1], [1345, 1]]",5.0
414,40@1544,"[[1251, 1], [91, 1], [815, 1]]",5.0
415,10@2087,"[[1154, 1], [9, 1], [94, 1], [173, 1], [718, 1]]",4.0
416,14@753,"[[56, 1], [1008, 1], [1285, 1], [618, 1], [131, 1], [868, 1], [868, 1]]",4.0
417,61@2305,"[[586, 1]]",4.0
418,29@2513,"[[692, 1], [365, 1], [1093, 1]]",4.0
419,33@1226,"[[101, 1], [967, 1]]",5.0
420,17@329,"[[1219, 1]]",3.0
421,4@2572,"[[90, 1], [506, 1], [1219, 1]]",3.0
422,59@127,"[[94, 1]]",3.0
423,22@1199,"[[129, 1]]",3.0
424,25@109,"[[1093, 1]]",3.0
425,59@806,"[[106, 1], [1382, 1], [421, 1], [882, 1], [851, 1], [131, 1], [1048, 1]]",4.0
426,26@1637,"[[360, 1], [376, 1], [993, 1]]",4.0
427,23@755,"[[309, 1]]",5.0
428,27@1183,"[[51, 1], [304, 1], [1386, 1], [660, 1], [972, 1]]",3.0
429,57@2344,"[[1240, 1], [1105, 1], [190, 1], [851, 1], [1093, 1], [321, 1], [892, 1], [190, 1], [443, 1]]",4.0
430,43@1363,"[[875, 1], [493, 1], [1026, 1], [940, 1]]",4.0
431,59@463,"[[12, 1], [1093, 1], [232, 1]]",5.0
432,52@2725,"[[1425, 1], [309, 1], [697, 1], [1548, 1]]",5.0
433,37@339,"[[432, 1], [1240, 1], [131, 1], [1249, 1], [405, 1], [435, 1], [692, 1], [1208, 1]]",5.0
434,31@2279,"[[1458, 1], [232, 1], [477, 1]]",5.0
435,2@1130,"[[1221, 1], [755, 1], [1144, 1]]",2.0
436,59@2759,"[[1425, 1], [435, 1], [692, 1], [1425, 1], [435, 1], [692, 1]]",5.0
437,36@1545,"[[1093, 1]]",2.0
438,10@904,"[[1221, 1], [420, 1]]",3.0
439,48@1414,"[[1236, 1], [468, 1], [935, 1], [1236, 1]]",4.0
440,12@2755,"[[542, 1]]",3.0
441,12@329,"[[432, 1], [807, 1], [384, 1], [625, 1], [1553, 1], [1433, 1]]",4.0
442,29@1974,"[[892, 1]]",3.0
443,37@1085,"[[692, 1], [892, 1]]",5.0
444,25@269,"[[506, 1], [369, 1], [435, 1], [889, 1], [506, 1], [131, 1]]",4.0
445,10@595,"[[534, 1], [173, 1], [131, 1]]",4.0
446,25@804,"[[98, 1], [1251, 1], [614, 1], [1507, 1], [435, 1]]",3.0
447,59@2419,"[[106, 1], [692, 1], [1196, 1], [1205, 1]]",4.0
448,4@1706,"[[892, 1], [538, 1]]",2.0
449,27@589,"[[81, 1]]",5.0
450,12@2528,"[[1430, 1], [1123, 1], [864, 1], [892, 1], [344, 1]]",4.0
451,1@417,"[[935, 1], [1048, 1], [17, 1]]",3.0
452,33@1416,"[[190, 1], [1422, 1], [892, 1], [1126, 1]]",3.0
453,13@1994,"[[506, 1], [755, 1]]",3.0
454,12@2406,"[[1251, 1], [514, 1], [864, 1], [1083, 1]]",4.0
455,23@899,"[[363, 1], [816, 1]]",5.0
456,37@1919,"[[1093, 1]]",5.0
457,27@2305,"[[572, 1]]",4.0
458,26@227,"[[933, 1]]",5.0
459,58@1864,"[[1009, 1], [190, 1]]",3.0
460,33@1713,"[[1093, 1], [426, 1]]",5.0
461,29@1191,"[[692, 1], [1361, 1], [587, 1], [1523, 1], [181, 1]]",4.0
462,0@2189,"[[131, 1], [1093, 1], [42, 1]]",5.0
463,41@1741,"[[573, 1], [957, 1], [1089, 1], [1048, 1]]",3.0
464,47@2350,"[[198, 1]]",3.0
465,22@2529,"[[809, 1], [173, 1]]",5.0
466,10@2077,"[[1386, 1]]",5.0
467,3@1444,"[[1501, 1], [1016, 1], [321, 1]]",4.0
468,6@394,"[[60, 1]]",4.0
469,42@54,"[[131, 1], [1048, 1], [1235, 1]]",5.0
470,4@2322,"[[1221, 1], [1024, 1], [314, 1]]",5.0
471,56@2686,"[[209, 1], [1178, 1], [278, 1]]",4.0
472,63@2217,"[[807, 1], [935, 1]]",5.0
473,33@2661,"[[94, 1], [1413, 1], [542, 1], [62, 1], [1386, 1], [1093, 1], [435, 1], [41, 1], [441, 1], [755, 1]]",4.0
474,31@1461,"[[825, 1], [935, 1]]",3.0
475,36@2503,"[[857, 1], [1383, 1], [435, 1]]",3.0
476,33@1353,"[[421, 1], [190, 1], [1472, 1], [614, 1], [435, 1], [173, 1]]",5.0
477,22@234,"[[892, 1]]",4.0
478,4@2407,"[[615, 1], [222, 1]]",2.0
479,16@1335,"[[1286, 1], [75, 1], [262, 1]]",4.0
480,1@2028,"[[1462, 1]]",5.0
481,31@663,"[[1423, 1], [1072, 1], [724, 1], [435, 1], [321, 1], [280, 1]]",4.0
482,61@1706,"[[405, 1], [892, 1], [615, 1]]",4.0
483,28@1871,"[[1203, 1]]",4.0
484,13@2163,"[[1345, 1]]",5.0
485,46@1266,"[[864, 1], [892, 1]]",3.0
486,27@2701,"[[576, 1], [468, 1], [935, 1]]",3.0
487,61@2130,"[[190, 1], [1086, 1], [1286, 1], [1093, 1], [232, 1]]",3.0
488,62@830,"[[1093, 1], [1555, 1], [1422, 1], [892, 1]]",4.0
489,36@2165,"[[491, 1], [928, 1], [1251, 1], [435, 1], [72, 1]]",4.0
490,12@2500,"[[112, 1], [815, 1]]",5.0
491,12@1546,"[[1476, 1], [1240, 1], [190, 1], [436, 1], [811, 1]]",3.0
492,36@1994,"[[506, 1]]",3.0
493,29@1103,"[[967, 1], [1367, 1]]",3.0
494,24@980,"[[1495, 1]]",5.0
495,37@2743,"[[522, 1]]",5.0
496,4@2768,"[[768, 1], [1086, 1], [1385, 1], [782, 1], [1026, 1], [362, 1], [72, 1], [1266, 1]]",2.0
497,36@516,"[[1410, 1], [1462, 1], [1010, 1]]",4.0
498,19@2231,"[[13, 1]]",3.0
499,46@889,"[[135, 1], [1386, 1], [697, 1]]",4.0
500,55@2408,"[[986, 1], [443, 1], [1386, 1]]",4.0
501,46@1860,"[[655, 1], [131, 1], [615, 1], [1542, 1], [892, 1]]",3.0
502,58@2176,"[[421, 1], [131, 1], [413, 1], [912, 1]]",4.0
503,33@191,"[[1170, 1], [542, 1], [1131, 1], [1386, 1], [182, 1]]",5.0
504,61@2769,"[[1006, 1], [285, 1]]",3.0
505,44@2668,"[[892, 1]]",5.0
506,11@1200,"[[1385, 1]]",5.0
507,63@820,"[[1386, 1]]",4.0
508,57@2019,"[[269, 1]]",4.0
509,59@2403,"[[1437, 1], [356, 1], [52, 1], [851, 1]]",5.0
510,25@857,"[[1093, 1], [834, 1]]",4.0
511,37@2077,"[[1386, 1]]",4.0
512,46@1018,"[[718, 1]]",4.0
513,47@973,"[[309, 1], [718, 1], [309, 1]]",4.0
514,53@604,"[[851, 1], [1060, 1], [41, 1]]",5.0
515,22@1922,"[[1087, 1], [640, 1]]",5.0
516,41@1465,"[[522, 1], [1120, 1]]",5.0
517,57@1985,"[[432, 1], [112, 1], [542, 1], [1205, 1], [1513, 1]]",5.0
518,12@987,"[[692, 1], [190, 1], [809, 1], [851, 1], [1399, 1], [544, 1], [615, 1], [405, 1]]",3.0
519,7@2193,"[[718, 1]]",3.0
520,59@1691,"[[614, 1], [131, 1], [892, 1]]",3.0
521,46@2149,"[[131, 1], [892, 1], [1279, 1]]",4.0
522,27@1712,"[[1093, 1]]",4.0
523,33@2285,"[[621, 1]]",5.0
524,59@2075,"[[809, 1], [735, 1], [322, 1]]",4.5
525,8@433,"[[1160, 1]]",4.0
526,59@29,"[[1093, 1], [746, 1]]",3.0
527,27@707,"[[621, 1]]",5.0
528,48@1400,"[[1086, 1], [190, 1], [421, 1], [435, 1]]",2.0
529,26@296,"[[538, 1]]",2.0
530,10@2085,"[[718, 1]]",4.0
531,23@2193,"[[102, 1]]",4.0
532,44@296,"[[1018, 1], [615, 1]]",5.0
533,62@2515,"[[1093, 1], [344, 1]]",4.0
534,57@2147,"[[501, 1], [734, 1], [864, 1], [173, 1], [127, 1]]",4.0
535,10@924,"[[1382, 1], [1240, 1], [190, 1], [851, 1], [465, 1], [1386, 1]]",5.0
536,15@94,"[[914, 1], [1093, 1], [875, 1]]",4.0
537,57@2672,"[[501, 1], [370, 1], [309, 1], [1442, 1], [131, 1], [1456, 1]]",3.5
538,38@2678,"[[9, 1], [106, 1], [544, 1], [535, 1], [1125, 1], [538, 1]]",5.0
539,0@2036,"[[851, 1], [1060, 1], [587, 1], [1048, 1]]",4.0
540,8@309,"[[795, 1], [98, 1], [309, 1]]",3.0
541,27@1592,"[[889, 1]]",4.0
542,41@1994,"[[506, 1], [892, 1]]",4.0
543,36@97,"[[501, 1], [51, 1], [470, 1]]",3.0
544,56@2418,"[[131, 1], [1026, 1]]",2.0
545,55@2377,"[[190, 1], [746, 1], [1030, 1], [746, 1]]",5.0
546,16@1746,"[[98, 1], [851, 1], [131, 1], [1212, 1], [406, 1], [441, 1]]",4.0
547,55@638,"[[1196, 1], [276, 1], [86, 1], [160, 1], [131, 1], [573, 1], [1456, 1]]",5.0
548,46@939,"[[506, 1], [131, 1], [520, 1]]",5.0
549,10@150,"[[315, 1], [506, 1], [506, 1]]",4.0
550,33@1248,"[[1382, 1], [190, 1], [618, 1]]",4.0
551,29@1996,"[[692, 1], [982, 1], [573, 1], [892, 1], [782, 1], [309, 1]]",4.0
552,37@110,"[[421, 1], [1141, 1], [435, 1], [892, 1], [1422, 1]]",4.0
553,55@2737,"[[101, 1], [1205, 1]]",5.0
554,33@2724,"[[421, 1], [851, 1], [435, 1]]",5.0
555,1@2800,"[[692, 1], [170, 1], [514, 1], [751, 1], [864, 1], [98, 1]]",5.0
556,41@2247,"[[935, 1], [1048, 1]]",4.0
557,12@1054,"[[692, 1]]",4.0
558,12@377,"[[435, 1], [892, 1], [1065, 1]]",4.5
559,30@1112,"[[1009, 1], [190, 1], [1244, 1], [87, 1]]",3.0
560,53@407,"[[1143, 1], [345, 1]]",5.0
561,41@1915,"[[260, 1]]",4.0
562,51@1224,"[[86, 1], [614, 1], [395, 1], [561, 1]]",3.0
563,39@2356,"[[1321, 1]]",5.0
564,56@2694,"[[369, 1], [1168, 1], [309, 1]]",4.0
565,24@303,"[[1048, 1]]",5.0
566,23@36,"[[1553, 1], [1386, 1], [892, 1], [1422, 1]]",2.0
567,36@1449,"[[1383, 1], [435, 1], [1529, 1], [1048, 1]]",4.0
568,12@2712,"[[1108, 1], [586, 1]]",5.0
569,59@1503,"[[693, 1], [1398, 1]]",2.0
570,59@2253,"[[462, 1], [573, 1], [25, 1], [254, 1], [1511, 1]]",3.0
571,25@1264,"[[1089, 1], [441, 1], [441, 1]]",4.0
572,1@1413,"[[555, 1], [1386, 1]]",3.0
573,34@2374,"[[1353, 1], [190, 1], [506, 1], [173, 1], [815, 1], [455, 1]]",4.0
574,25@1879,"[[807, 1], [755, 1], [384, 1], [182, 1], [309, 1], [104, 1], [1497, 1]]",4.0
575,37@671,"[[1461, 1], [1010, 1]]",3.0
576,33@79,"[[583, 1], [468, 1], [1093, 1], [1109, 1], [1485, 1]]",5.0
577,42@1464,"[[1416, 1]]",3.0
578,37@2629,"[[1270, 1], [51, 1], [409, 1]]",3.0
579,41@2268,"[[1266, 1], [561, 1]]",4.0
580,12@1074,"[[310, 1], [430, 1], [235, 1], [1048, 1]]",4.0
581,60@747,"[[384, 1]]",4.0
582,4@1054,"[[1143, 1], [309, 1]]",5.0
583,46@713,"[[490, 1], [755, 1]]",4.0
584,48@2008,"[[655, 1], [809, 1], [615, 1], [35, 1], [692, 1], [809, 1]]",3.0
585,61@201,"[[1118, 1], [98, 1], [1386, 1]]",4.0
586,27@2681,"[[615, 1], [718, 1], [892, 1]]",5.0
587,4@345,"[[1001, 1], [506, 1], [1315, 1]]",4.0
588,61@2509,"[[809, 1], [468, 1], [809, 1]]",4.0
589,16@1101,"[[1060, 1], [1553, 1]]",4.0
590,59@791,"[[1026, 1], [468, 1]]",3.0
591,29@519,"[[795, 1], [755, 1], [538, 1], [1385, 1], [1521, 1]]",3.0
592,50@377,"[[1060, 1]]",3.0
593,10@2028,"[[586, 1], [586, 1]]",5.0
594,60@33,"[[807, 1], [982, 1], [1136, 1], [1173, 1]]",4.0
595,55@2629,"[[421, 1], [190, 1], [927, 1], [334, 1], [1367, 1], [562, 1]]",4.0
596,57@385,"[[1251, 1], [1425, 1], [173, 1]]",3.0
597,44@2080,"[[538, 1]]",4.0
598,6@396,"[[436, 1], [468, 1], [401, 1]]",2.0
599,57@897,"[[1270, 1], [1514, 1], [309, 1]]",4.0
600,1@594,"[[106, 1], [809, 1]]",3.0
601,56@1462,"[[209, 1], [755, 1], [1043, 1], [135, 1], [892, 1]]",5.0
602,33@1001,"[[1284, 1], [1447, 1], [94, 1]]",4.0
603,16@1896,"[[1477, 1]]",3.0
604,4@1895,"[[181, 1]]",4.0
605,46@2542,"[[204, 1], [993, 1]]",3.0
606,34@381,"[[558, 1], [538, 1], [1521, 1]]",5.0
607,60@730,"[[807, 1], [809, 1]]",5.0
608,33@958,"[[692, 1], [1399, 1], [1513, 1], [435, 1], [321, 1]]",5.0
609,57@2333,"[[112, 1], [131, 1]]",4.0
610,12@326,"[[1143, 1], [631, 1]]",2.0
611,36@2384,"[[492, 1], [131, 1], [42, 1]]",3.0
612,3@244,"[[190, 1], [634, 1], [586, 1], [1462, 1], [586, 1]]",5.0
613,38@2796,"[[131, 1], [875, 1]]",5.0
614,6@259,"[[1205, 1]]",3.0
615,53@170,"[[1143, 1], [1120, 1]]",5.0
616,41@755,"[[1268, 1], [309, 1], [1493, 1]]",4.0
617,60@2223,"[[807, 1], [554, 1], [807, 1]]",4.0
618,2@759,"[[1484, 1], [967, 1], [345, 1]]",3.0
619,36@224,"[[13, 1], [1386, 1]]",4.0
620,12@2038,"[[809, 1], [1026, 1], [443, 1], [889, 1], [921, 1], [815, 1], [98, 1], [435, 1]]",4.0
621,9@680,"[[88, 1]]",1.0
622,10@1932,"[[131, 1], [1386, 1]]",5.0
623,14@2011,"[[755, 1], [615, 1]]",4.0
624,31@779,"[[47, 1], [365, 1], [435, 1]]",3.0
625,22@557,"[[851, 1]]",4.0
626,20@2809,"[[669, 1], [832, 1], [735, 1]]",3.0
627,27@710,"[[421, 1], [1286, 1], [1445, 1]]",3.0
628,12@512,"[[576, 1], [131, 1], [1210, 1], [892, 1], [1246, 1], [51, 1], [99, 1], [404, 1], [156, 1], [1385, 1]]",5.0
629,10@2794,"[[807, 1], [1514, 1], [1386, 1], [1422, 1]]",4.0
630,28@1370,"[[969, 1], [851, 1], [688, 1], [1386, 1], [969, 1]]",3.0
631,22@2366,"[[309, 1], [1555, 1]]",3.0
632,54@621,"[[573, 1], [470, 1], [892, 1], [125, 1]]",3.0
633,17@1382,"[[681, 1], [1462, 1]]",4.0
634,37@2413,"[[900, 1], [421, 1], [544, 1], [131, 1], [173, 1], [41, 1], [1422, 1]]",4.0
635,25@1899,"[[692, 1], [98, 1], [370, 1], [313, 1], [785, 1], [41, 1], [1542, 1], [1251, 1]]",3.0
636,38@2511,"[[1026, 1], [889, 1], [912, 1]]",3.0
637,11@2053,"[[368, 1]]",5.0
638,7@808,"[[1093, 1], [935, 1]]",5.0
639,29@2248,"[[586, 1], [1095, 1]]",5.0
640,14@2326,"[[190, 1], [428, 1], [660, 1], [993, 1]]",3.0
641,15@2210,"[[190, 1], [1174, 1], [413, 1], [1093, 1], [1065, 1], [892, 1]]",5.0
642,38@380,"[[398, 1]]",4.0
643,27@21,"[[1009, 1], [190, 1], [851, 1], [1386, 1], [763, 1]]",5.0
644,56@2662,"[[851, 1], [660, 1], [1367, 1]]",5.0
645,41@1581,"[[542, 1]]",4.0
646,47@834,"[[1086, 1], [583, 1], [542, 1], [94, 1], [309, 1], [435, 1]]",5.0
647,47@2449,"[[645, 1], [471, 1], [1445, 1], [892, 1], [190, 1], [931, 1]]",4.0
648,33@2173,"[[892, 1]]",5.0
649,29@2434,"[[1513, 1]]",4.0
650,60@1786,"[[413, 1], [1445, 1], [1226, 1]]",4.0
651,29@210,"[[471, 1]]",4.0
652,42@1382,"[[1461, 1]]",4.0
653,12@296,"[[795, 1], [94, 1], [746, 1], [441, 1], [94, 1], [309, 1]]",5.0
654,36@2738,"[[1547, 1], [573, 1], [1048, 1], [827, 1]]",2.0
655,33@784,"[[771, 1], [959, 1], [1386, 1]]",4.5
656,25@1029,"[[1456, 1], [1433, 1], [384, 1], [441, 1], [47, 1], [1093, 1], [1033, 1], [1190, 1], [41, 1], [190, 1], [934, 1]]",3.0
657,52@2371,"[[557, 1], [413, 1], [1093, 1], [538, 1]]",4.0
658,51@317,"[[692, 1], [501, 1], [131, 1], [864, 1], [967, 1]]",5.0
659,4@2133,"[[1476, 1], [5, 1], [436, 1], [847, 1], [190, 1]]",2.0
660,37@1279,"[[755, 1], [42, 1], [1468, 1]]",3.0
661,12@2552,"[[407, 1], [1385, 1], [99, 1], [131, 1], [413, 1], [889, 1], [668, 1], [1037, 1]]",4.0
662,46@1320,"[[413, 1], [94, 1], [41, 1], [1422, 1]]",3.0
663,41@2120,"[[1472, 1], [755, 1], [181, 1], [181, 1]]",5.0
664,37@1592,"[[755, 1]]",3.0
665,23@2283,"[[1502, 1], [1495, 1], [88, 1]]",4.0
666,27@2015,"[[1501, 1], [421, 1], [851, 1], [195, 1], [131, 1], [370, 1], [1422, 1], [892, 1], [972, 1]]",5.0
667,33@2106,"[[1386, 1], [435, 1], [750, 1]]",5.0
668,54@879,"[[1540, 1], [894, 1], [1433, 1], [1221, 1], [401, 1]]",4.0
669,12@1981,"[[506, 1], [468, 1], [232, 1], [892, 1], [506, 1]]",4.0
670,59@2180,"[[557, 1], [1461, 1], [522, 1], [771, 1]]",4.0
671,55@580,"[[421, 1]]",2.0
672,15@2328,"[[421, 1], [131, 1], [875, 1]]",4.0
673,55@2444,"[[413, 1], [1226, 1]]",5.0
674,37@151,"[[1093, 1]]",4.0
675,39@1085,"[[1324, 1], [176, 1], [98, 1], [815, 1]]",5.0
676,32@582,"[[692, 1], [190, 1], [851, 1], [782, 1], [131, 1], [186, 1], [746, 1], [735, 1], [1270, 1]]",5.0
677,57@1314,"[[1382, 1], [94, 1], [468, 1], [441, 1]]",5.0
678,41@752,"[[98, 1], [728, 1], [1386, 1], [329, 1], [538, 1]]",5.0
679,57@1507,"[[468, 1], [1429, 1], [404, 1]]",3.0
680,2@1161,"[[912, 1], [1472, 1], [468, 1], [892, 1], [1445, 1]]",3.0
681,14@491,"[[807, 1], [1060, 1], [583, 1]]",4.0
682,29@663,"[[1385, 1], [98, 1], [782, 1], [1144, 1], [230, 1], [157, 1], [1367, 1], [736, 1], [724, 1], [1372, 1]]",3.0
683,37@2375,"[[735, 1], [309, 1]]",3.0
684,29@778,"[[1541, 1], [668, 1]]",4.0
685,4@298,"[[875, 1], [421, 1], [614, 1], [413, 1], [72, 1], [232, 1], [190, 1]]",3.0
686,12@2555,"[[692, 1], [807, 1], [1180, 1], [615, 1], [1220, 1], [892, 1], [1232, 1], [413, 1], [135, 1], [1140, 1], [889, 1], [161, 1], [161, 1]]",4.5
687,55@1707,"[[190, 1], [421, 1], [614, 1], [573, 1], [892, 1]]",2.0
688,21@2479,"[[1455, 1]]",4.0
689,29@445,"[[453, 1], [1048, 1]]",3.0
690,47@2028,"[[586, 1]]",3.0
691,59@2788,"[[41, 1]]",4.0
692,36@68,"[[88, 1], [770, 1]]",2.5
693,49@2447,"[[227, 1], [426, 1], [1503, 1]]",5.0
694,29@62,"[[1297, 1], [131, 1], [755, 1], [1168, 1], [1542, 1], [1400, 1], [406, 1]]",4.0
695,42@1491,"[[586, 1]]",3.0
696,0@2542,"[[42, 1], [401, 1], [569, 1]]",4.0
697,33@1577,"[[1196, 1], [1484, 1], [173, 1]]",5.0
698,33@2549,"[[1240, 1], [1391, 1], [771, 1], [1445, 1], [1471, 1]]",4.0
699,27@377,"[[356, 1], [621, 1], [987, 1]]",5.0
700,3@417,"[[1483, 1], [969, 1], [460, 1]]",4.0
701,23@137,"[[435, 1]]",3.0
702,33@2177,"[[506, 1], [369, 1], [1168, 1], [1220, 1], [755, 1], [506, 1], [131, 1], [1386, 1], [1026, 1]]",5.0
703,10@219,"[[809, 1], [304, 1], [615, 1], [1266, 1]]",4.0
704,61@1322,"[[432, 1], [501, 1], [851, 1], [561, 1], [173, 1], [692, 1]]",2.0
705,37@1868,"[[306, 1]]",4.0
706,12@2302,"[[462, 1]]",5.0
707,12@1756,"[[935, 1]]",4.0
708,33@2284,"[[143, 1], [875, 1], [501, 1], [465, 1], [1060, 1], [468, 1], [1026, 1], [1386, 1], [173, 1], [1462, 1], [322, 1]]",4.0
709,31@885,"[[875, 1], [573, 1], [827, 1], [1315, 1], [345, 1]]",3.0
710,29@2423,"[[1521, 1], [280, 1], [538, 1], [1521, 1]]",3.0
711,12@2226,"[[647, 1], [1396, 1], [1051, 1]]",4.0
712,4@1830,"[[542, 1]]",4.0
713,40@1116,"[[1477, 1], [60, 1]]",5.0
714,36@2036,"[[1009, 1], [190, 1], [851, 1], [283, 1], [771, 1], [1313, 1], [699, 1], [892, 1], [51, 1], [614, 1], [440, 1], [771, 1], [1085, 1], [912, 1]]",4.0
715,16@1232,"[[1477, 1]]",3.0
716,32@1413,"[[1511, 1], [429, 1], [428, 1], [413, 1], [684, 1], [413, 1], [198, 1]]",1.0
717,23@491,"[[441, 1]]",3.0
718,40@1393,"[[334, 1], [183, 1], [413, 1]]",5.0
719,24@1009,"[[46, 1], [1044, 1], [506, 1], [1553, 1], [861, 1], [1553, 1], [173, 1]]",3.0
720,24@358,"[[1540, 1], [384, 1], [1437, 1], [441, 1]]",4.0
721,25@1001,"[[435, 1], [559, 1]]",3.0
722,7@2305,"[[586, 1], [1553, 1]]",4.0
723,55@2537,"[[736, 1]]",5.0
724,29@541,"[[1385, 1], [514, 1], [542, 1], [1136, 1], [755, 1], [1098, 1], [1513, 1], [1077, 1], [206, 1], [1453, 1], [127, 1]]",4.0
725,24@909,"[[421, 1], [614, 1], [1093, 1], [538, 1]]",2.0
726,12@636,"[[432, 1], [309, 1]]",4.0
727,46@2649,"[[1060, 1], [519, 1], [892, 1]]",5.0
728,33@142,"[[692, 1], [544, 1], [967, 1], [1060, 1], [1083, 1]]",5.0
729,25@2345,"[[60, 1]]",3.0
730,33@1462,"[[1009, 1], [615, 1]]",5.0
731,34@653,"[[849, 1], [615, 1], [912, 1]]",4.0
732,61@1953,"[[1180, 1], [1093, 1], [892, 1]]",3.0
733,16@431,"[[462, 1], [1060, 1], [131, 1], [468, 1], [413, 1], [1386, 1]]",4.0
734,59@1352,"[[1386, 1]]",4.0
735,59@2152,"[[190, 1], [441, 1]]",3.0
736,37@821,"[[190, 1], [60, 1]]",4.0
737,41@1555,"[[60, 1]]",3.0
738,49@1015,"[[621, 1], [1093, 1]]",2.0
739,31@1794,"[[615, 1]]",2.0
740,46@1522,"[[190, 1], [182, 1], [557, 1]]",4.0
741,59@2691,"[[106, 1], [631, 1]]",4.0
742,22@1336,"[[573, 1], [173, 1], [892, 1]]",4.0
743,29@1993,"[[1009, 1], [506, 1], [131, 1]]",4.0
744,61@2313,"[[557, 1], [912, 1]]",4.0
745,32@1742,"[[430, 1], [244, 1], [1523, 1]]",3.0
746,42@2130,"[[544, 1], [413, 1], [1093, 1], [889, 1], [892, 1], [1485, 1], [1467, 1], [413, 1], [725, 1]]",1.5
747,22@2620,"[[468, 1]]",4.0
748,46@1917,"[[506, 1]]",5.0
749,54@1322,"[[106, 1], [421, 1], [99, 1], [1251, 1], [1441, 1], [1120, 1], [99, 1]]",4.0
750,52@538,"[[557, 1], [572, 1], [63, 1], [1461, 1], [1011, 1], [1462, 1]]",5.0
751,34@2259,"[[1542, 1]]",4.0
752,55@424,"[[506, 1], [131, 1], [1160, 1], [892, 1]]",4.0
753,33@638,"[[851, 1], [892, 1], [149, 1], [892, 1]]",5.0
754,38@146,"[[935, 1]]",3.0
755,59@89,"[[1236, 1], [131, 1], [1048, 1], [795, 1]]",4.0
756,56@1248,"[[1086, 1], [190, 1], [51, 1], [413, 1], [246, 1], [1422, 1], [1380, 1], [51, 1]]",4.0
757,12@1526,"[[1386, 1], [1093, 1]]",3.0
758,4@1240,"[[1282, 1]]",2.0
759,41@422,"[[692, 1], [1430, 1], [94, 1], [1521, 1], [1422, 1], [892, 1], [441, 1], [131, 1]]",5.0
760,22@2609,"[[755, 1], [82, 1]]",5.0
761,27@174,"[[1073, 1], [373, 1]]",5.0
762,47@2037,"[[51, 1], [1006, 1], [937, 1], [435, 1], [1315, 1], [735, 1], [1242, 1], [25, 1]]",4.0
763,59@2473,"[[131, 1], [1093, 1]]",4.0
764,2@2153,"[[1134, 1], [387, 1], [1219, 1], [835, 1], [1447, 1], [1550, 1]]",4.0
765,7@2697,"[[1009, 1], [190, 1], [1424, 1], [1048, 1], [868, 1], [621, 1]]",5.0
766,42@2367,"[[9, 1], [1548, 1]]",5.0
767,15@2148,"[[1518, 1], [188, 1], [1460, 1], [1026, 1], [749, 1], [321, 1], [1191, 1], [892, 1], [1218, 1]]",5.0
768,46@412,"[[1174, 1]]",3.0
769,3@2395,"[[1124, 1], [935, 1], [471, 1]]",4.0
770,42@2755,"[[106, 1], [1219, 1], [280, 1], [280, 1]]",2.0
771,19@643,"[[542, 1], [471, 1]]",5.0
772,37@542,"[[557, 1]]",3.0
773,36@234,"[[692, 1]]",4.0
774,53@2775,"[[106, 1], [1093, 1]]",5.0
775,37@1315,"[[501, 1], [892, 1], [692, 1], [755, 1], [1155, 1], [815, 1], [755, 1]]",4.0
776,10@311,"[[807, 1], [755, 1], [1093, 1], [1013, 1]]",5.0
777,24@1050,"[[1405, 1], [195, 1], [1533, 1]]",3.0
778,13@1402,"[[1009, 1], [190, 1], [399, 1], [413, 1]]",4.0
779,59@1154,"[[549, 1], [595, 1]]",4.0
780,42@674,"[[806, 1]]",3.0
781,46@2661,"[[94, 1]]",5.0
782,10@320,"[[1386, 1]]",5.0
