,0,1,2
969,42@189,"[[993, 1]]",4.0
970,29@218,"[[302, 1]]",4.0
971,4@2506,"[[892, 1], [1152, 1], [1152, 1], [1240, 1], [190, 1], [809, 1], [435, 1], [127, 1], [892, 1], [20, 1], [615, 1], [190, 1], [1266, 1], [1286, 1], [232, 1]]",3.66666666667
972,61@2307,"[[1006, 1]]",3.0
973,12@2697,"[[912, 1], [190, 1], [851, 1], [413, 1], [1315, 1], [435, 1], [1445, 1], [190, 1], [851, 1], [1393, 1], [399, 1]]",3.5
974,12@377,"[[1266, 1], [309, 1], [889, 1], [1533, 1], [309, 1], [494, 1], [938, 1], [1050, 1], [615, 1], [806, 1], [957, 1], [1266, 1], [655, 1], [914, 1], [615, 1], [1093, 1], [176, 1]]",4.2
975,41@1601,"[[1044, 1], [1168, 1], [1533, 1], [42, 1], [471, 1], [1523, 1], [594, 1]]",2.0
976,29@419,"[[1112, 1], [19, 1], [78, 1]]",4.0
977,33@2132,"[[557, 1], [875, 1], [892, 1], [56, 1], [891, 1], [1473, 1], [435, 1]]",5.0
978,16@138,"[[494, 1], [755, 1], [130, 1], [809, 1], [538, 1]]",4.0
979,58@2591,"[[182, 1]]",4.0
980,12@2461,"[[98, 1]]",4.0
981,61@1150,"[[1315, 1], [892, 1]]",4.0
982,62@59,"[[421, 1]]",4.0
983,11@2208,"[[94, 1]]",4.0
984,25@801,"[[1501, 1], [56, 1], [421, 1], [98, 1], [614, 1], [782, 1], [974, 1], [42, 1], [635, 1], [98, 1], [708, 1]]",2.0
985,19@1391,"[[935, 1], [1048, 1], [1518, 1], [551, 1]]",3.0
986,12@2540,"[[94, 1], [926, 1], [704, 1], [1379, 1], [967, 1], [892, 1]]",3.0
987,41@1716,"[[1386, 1], [41, 1]]",3.0
988,36@1586,"[[655, 1], [1342, 1], [321, 1], [892, 1]]",3.0
989,47@122,"[[1386, 1], [121, 1], [131, 1], [1093, 1], [935, 1], [471, 1], [1547, 1], [131, 1], [131, 1]]",3.33333333333
990,36@1122,"[[1261, 1], [929, 1]]",4.0
991,28@1574,"[[573, 1], [1224, 1], [1120, 1]]",4.0
992,33@2786,"[[1385, 1], [1044, 1], [864, 1]]",4.0
993,26@1986,"[[586, 1], [1462, 1]]",5.0
994,41@823,"[[573, 1], [280, 1]]",4.0
995,52@1430,"[[388, 1], [190, 1], [334, 1], [413, 1], [435, 1], [892, 1], [345, 1]]",3.0
996,49@510,"[[1284, 1], [755, 1], [1048, 1], [143, 1], [621, 1], [892, 1]]",5.0
997,58@2733,"[[1357, 1], [131, 1], [413, 1], [665, 1], [440, 1], [684, 1]]",4.0
998,57@1659,"[[1328, 1], [751, 1]]",5.0
999,25@1448,"[[320, 1], [94, 1], [1092, 1], [94, 1], [98, 1], [435, 1], [104, 1]]",4.66666666667
1000,31@1822,"[[190, 1], [1141, 1], [334, 1], [131, 1], [345, 1], [912, 1], [262, 1], [413, 1], [321, 1], [1422, 1], [892, 1]]",4.0
1001,59@875,"[[404, 1], [1286, 1], [1437, 1], [1240, 1]]",3.0
1002,28@316,"[[9, 1], [440, 1], [985, 1]]",4.0
1003,61@1022,"[[429, 1], [851, 1], [131, 1], [889, 1], [41, 1]]",4.0
1004,41@840,"[[98, 1], [190, 1], [1093, 1], [190, 1], [101, 1], [1131, 1]]",4.0
1005,25@1616,"[[795, 1]]",2.0
1006,60@2561,"[[557, 1], [1266, 1], [61, 1], [603, 1]]",3.0
1007,29@1260,"[[131, 1]]",4.0
1008,23@286,"[[1010, 1]]",3.0
1009,40@2430,"[[422, 1], [937, 1], [60, 1]]",5.0
1010,47@178,"[[1177, 1]]",4.0
1011,27@253,"[[1284, 1], [621, 1], [1093, 1], [1048, 1]]",3.0
1012,30@945,"[[1093, 1], [963, 1]]",3.0
1013,2@1544,"[[1382, 1], [1385, 1], [190, 1], [797, 1], [506, 1], [1026, 1], [892, 1]]",4.0
1014,61@2118,"[[25, 1]]",5.0
1015,49@533,"[[614, 1], [399, 1], [892, 1], [131, 1], [892, 1], [538, 1]]",5.0
1016,26@1413,"[[51, 1]]",3.0
1017,55@250,"[[714, 1], [131, 1], [561, 1], [635, 1], [892, 1], [678, 1], [875, 1]]",3.0
1018,50@229,"[[807, 1], [190, 1], [413, 1], [435, 1], [173, 1]]",5.0
1019,5@1549,"[[429, 1], [51, 1]]",3.0
1020,27@1290,"[[621, 1], [206, 1]]",5.0
1021,10@2532,"[[501, 1], [1029, 1]]",5.0
1022,37@7,"[[501, 1], [755, 1], [1168, 1], [1460, 1]]",4.0
1023,25@2259,"[[934, 1], [473, 1], [178, 1], [435, 1], [441, 1]]",4.0
1024,40@1232,"[[1546, 1], [60, 1], [1017, 1]]",4.0
1025,41@1759,"[[1240, 1], [855, 1], [1385, 1], [72, 1], [1120, 1]]",4.0
1026,34@200,"[[1476, 1], [501, 1], [1385, 1], [833, 1], [395, 1], [435, 1], [41, 1], [131, 1]]",3.0
1027,20@483,"[[161, 1], [894, 1], [1433, 1]]",5.0
1028,33@1683,"[[1462, 1]]",4.0
1029,29@1592,"[[1385, 1], [1174, 1], [413, 1], [1136, 1], [1125, 1], [1398, 1], [892, 1], [1385, 1]]",2.0
1030,33@382,"[[1383, 1], [1386, 1]]",4.0
1031,59@1773,"[[595, 1]]",2.0
1032,25@2383,"[[1462, 1]]",3.0
1033,60@1576,"[[432, 1], [1433, 1]]",4.0
1034,11@500,"[[692, 1], [402, 1]]",4.0
1035,52@2497,"[[935, 1]]",5.0
1036,41@1391,"[[71, 1]]",3.0
1037,17@1437,"[[421, 1], [1385, 1], [614, 1], [1465, 1]]",2.0
1038,37@1230,"[[815, 1]]",4.0
1039,23@2122,"[[88, 1]]",4.0
1040,42@1204,"[[615, 1]]",2.0
1041,61@2167,"[[1048, 1]]",4.0
1042,16@403,"[[1240, 1], [1256, 1], [56, 1], [851, 1], [399, 1], [182, 1], [692, 1], [1370, 1], [636, 1], [1328, 1], [782, 1], [1367, 1], [1422, 1], [232, 1], [912, 1], [1553, 1]]",3.0
1043,37@2516,"[[795, 1]]",4.0
1044,4@1189,"[[190, 1], [1462, 1]]",1.0
1045,14@355,"[[404, 1], [614, 1], [969, 1], [996, 1], [260, 1], [1525, 1], [1093, 1], [614, 1], [619, 1], [1100, 1], [615, 1]]",4.0
1046,46@1338,"[[501, 1], [1251, 1], [1386, 1], [718, 1], [892, 1]]",3.0
1047,52@780,"[[106, 1], [98, 1], [131, 1], [1093, 1], [1361, 1]]",5.0
1048,37@2482,"[[421, 1], [173, 1], [1445, 1]]",4.0
1049,31@16,"[[19, 1], [1141, 1], [615, 1], [344, 1]]",3.0
1050,33@924,"[[1009, 1], [851, 1], [1386, 1], [868, 1], [321, 1], [892, 1], [692, 1], [1442, 1], [429, 1], [1060, 1], [465, 1], [131, 1], [735, 1], [1422, 1]]",5.0
1051,37@2313,"[[586, 1]]",3.0
1052,42@2451,"[[491, 1], [1093, 1], [491, 1]]",4.0
1053,29@1958,"[[1385, 1]]",4.0
1054,12@2733,"[[748, 1]]",1.0
1055,24@355,"[[614, 1]]",2.0
1056,11@1113,"[[56, 1], [1328, 1], [413, 1]]",5.0
1057,33@1319,"[[1382, 1], [644, 1], [967, 1], [864, 1], [220, 1], [519, 1], [430, 1], [94, 1], [471, 1], [1214, 1], [1089, 1]]",4.5
1058,26@2707,"[[614, 1], [735, 1], [131, 1]]",5.0
1059,12@2322,"[[1221, 1], [432, 1], [1077, 1]]",5.0
1060,10@1462,"[[615, 1], [42, 1], [1048, 1], [892, 1]]",3.0
1061,43@684,"[[190, 1]]",4.0
1062,41@864,"[[935, 1]]",5.0
1063,19@2707,"[[614, 1], [544, 1]]",3.0
1064,41@994,"[[1026, 1], [1390, 1], [718, 1], [834, 1]]",3.0
1065,59@705,"[[586, 1]]",4.0
1066,16@2008,"[[655, 1], [280, 1]]",4.0
1067,27@1732,"[[573, 1]]",4.0
1068,57@509,"[[101, 1], [490, 1], [967, 1]]",4.0
1069,40@2643,"[[46, 1]]",1.0
1070,11@2173,"[[501, 1], [538, 1]]",4.0
1071,0@1704,"[[864, 1], [471, 1]]",4.0
1072,59@672,"[[432, 1], [1398, 1]]",3.0
1073,10@172,"[[801, 1], [1386, 1], [660, 1], [1462, 1], [681, 1]]",3.0
1074,17@2458,"[[892, 1]]",4.0
1075,37@806,"[[421, 1], [851, 1], [1048, 1], [56, 1], [190, 1], [25, 1], [56, 1], [131, 1]]",3.5
1076,60@1622,"[[1442, 1], [132, 1], [506, 1], [1266, 1], [1279, 1], [815, 1], [1527, 1], [273, 1], [506, 1], [1044, 1], [732, 1], [406, 1]]",4.5
1077,48@1170,"[[944, 1], [718, 1], [572, 1]]",5.0
1078,41@2462,"[[1196, 1]]",3.0
1079,59@2430,"[[1461, 1], [468, 1]]",5.0
1080,52@759,"[[542, 1], [1093, 1], [626, 1]]",3.0
1081,24@1508,"[[615, 1]]",5.0
1082,51@740,"[[1060, 1]]",2.0
1083,54@1242,"[[522, 1]]",4.0
1084,61@1305,"[[692, 1], [432, 1], [131, 1], [864, 1], [1044, 1]]",4.0
1085,13@830,"[[131, 1], [1513, 1], [1555, 1], [892, 1]]",4.0
1086,27@151,"[[432, 1]]",4.0
1087,61@330,"[[421, 1], [51, 1], [131, 1], [1422, 1], [892, 1]]",3.0
1088,52@1835,"[[807, 1], [993, 1], [1445, 1]]",4.0
1089,33@1510,"[[190, 1], [851, 1], [618, 1], [940, 1], [1386, 1], [230, 1], [360, 1], [1462, 1], [892, 1], [1123, 1]]",4.0
1090,59@2801,"[[1385, 1], [1048, 1], [1385, 1]]",3.0
1091,41@2441,"[[683, 1], [614, 1], [100, 1], [918, 1]]",4.0
1092,10@595,"[[621, 1], [309, 1], [253, 1], [72, 1], [321, 1], [1401, 1]]",4.0
1093,41@2489,"[[692, 1], [1144, 1], [755, 1]]",5.0
1094,41@502,"[[106, 1], [98, 1]]",5.0
1095,6@1533,"[[1086, 1], [190, 1], [614, 1], [675, 1], [1228, 1], [399, 1], [910, 1], [87, 1], [718, 1], [1344, 1], [718, 1]]",4.0
1096,31@2146,"[[501, 1], [1266, 1], [782, 1], [675, 1], [815, 1], [1547, 1], [342, 1]]",4.0
1097,43@277,"[[570, 1], [718, 1]]",4.0
1098,46@1867,"[[135, 1], [192, 1]]",3.0
1099,49@2223,"[[1385, 1], [583, 1], [542, 1], [573, 1], [1011, 1], [892, 1]]",2.0
1100,41@1397,"[[575, 1]]",3.0
1101,54@1390,"[[440, 1]]",3.0
1102,9@388,"[[692, 1], [851, 1], [48, 1], [892, 1]]",4.0
1103,26@1480,"[[506, 1]]",4.0
1104,24@920,"[[1060, 1], [1352, 1], [1477, 1], [1133, 1], [328, 1], [60, 1]]",4.0
1105,28@1092,"[[399, 1]]",4.0
1106,37@1085,"[[501, 1], [309, 1]]",5.0
1107,21@1374,"[[1141, 1], [1445, 1]]",5.0
1108,57@1466,"[[1315, 1]]",2.0
1109,17@743,"[[692, 1], [792, 1], [131, 1]]",2.0
1110,51@1439,"[[9, 1], [889, 1], [561, 1], [1029, 1]]",5.0
1111,37@1063,"[[56, 1], [131, 1], [892, 1]]",3.0
1112,27@1664,"[[1093, 1], [735, 1]]",5.0
1113,41@288,"[[1006, 1], [1462, 1], [129, 1]]",4.0
1114,7@88,"[[692, 1], [1026, 1], [1386, 1]]",4.0
1115,16@264,"[[223, 1], [809, 1], [131, 1], [615, 1], [1219, 1], [809, 1], [535, 1], [1445, 1], [892, 1]]",4.0
1116,29@1560,"[[1048, 1]]",4.0
1117,46@173,"[[9, 1], [1386, 1], [1048, 1], [131, 1], [1120, 1]]",4.0
1118,37@1999,"[[692, 1], [875, 1], [1168, 1], [1158, 1]]",3.0
1119,15@2338,"[[702, 1], [1527, 1], [190, 1], [501, 1], [732, 1], [1235, 1]]",5.0
1120,12@2119,"[[46, 1], [506, 1], [782, 1], [1422, 1], [970, 1]]",4.0
1121,37@2529,"[[106, 1], [1199, 1], [892, 1]]",5.0
1122,21@1008,"[[51, 1], [1249, 1], [186, 1], [143, 1], [421, 1], [1141, 1], [1249, 1], [892, 1], [232, 1], [912, 1]]",3.5
1123,36@1892,"[[889, 1], [506, 1], [506, 1], [1100, 1]]",3.5
1124,14@2615,"[[922, 1], [345, 1]]",4.0
1125,22@316,"[[1333, 1], [131, 1], [399, 1], [1422, 1], [1445, 1], [1380, 1]]",2.0
1126,16@2809,"[[851, 1], [56, 1], [1035, 1]]",3.0
1127,41@1214,"[[1251, 1], [1006, 1], [254, 1], [493, 1]]",3.0
1128,50@2562,"[[9, 1], [1086, 1], [1540, 1], [1422, 1], [674, 1]]",5.0
1129,59@618,"[[1382, 1], [892, 1]]",3.0
1130,27@2382,"[[864, 1], [1093, 1], [98, 1], [1220, 1], [967, 1], [687, 1], [892, 1]]",2.5
1131,21@1857,"[[1240, 1], [421, 1], [164, 1], [1060, 1], [1441, 1]]",2.0
1132,41@2223,"[[1501, 1], [1266, 1]]",5.0
1133,22@504,"[[851, 1], [1315, 1]]",3.0
1134,36@2181,"[[958, 1]]",4.0
1135,33@1388,"[[206, 1], [1425, 1]]",5.0
1136,46@1002,"[[1174, 1], [173, 1], [892, 1], [379, 1]]",3.0
1137,27@458,"[[988, 1], [98, 1], [1026, 1], [1168, 1], [1386, 1], [660, 1]]",4.0
1138,18@1174,"[[42, 1], [131, 1]]",1.0
1139,42@2198,"[[889, 1], [131, 1]]",4.0
1140,7@2520,"[[1048, 1], [1120, 1]]",4.0
1141,57@2808,"[[153, 1], [1086, 1], [190, 1], [94, 1], [468, 1], [1445, 1], [565, 1]]",5.0
1142,15@110,"[[678, 1], [1382, 1], [855, 1], [56, 1], [1141, 1], [1328, 1], [131, 1], [621, 1], [1048, 1], [87, 1], [892, 1], [875, 1], [1121, 1], [334, 1]]",5.0
1143,12@1000,"[[1476, 1], [875, 1], [655, 1]]",3.0
1144,46@24,"[[433, 1], [56, 1], [621, 1], [246, 1], [1533, 1], [892, 1], [538, 1]]",5.0
1145,59@2098,"[[1219, 1]]",3.0
1146,61@2453,"[[1093, 1], [1437, 1]]",3.0
1147,33@1293,"[[1086, 1], [94, 1]]",4.0
1148,54@755,"[[432, 1], [1548, 1], [131, 1], [435, 1], [176, 1], [384, 1]]",5.0
1149,41@1308,"[[1048, 1]]",3.0
1150,11@2511,"[[1118, 1], [56, 1], [892, 1]]",4.0
1151,26@498,"[[1540, 1], [420, 1]]",5.0
1152,25@28,"[[793, 1], [492, 1], [1548, 1]]",4.0
1153,51@1151,"[[615, 1], [322, 1]]",5.0
1154,45@1554,"[[1266, 1], [280, 1]]",4.0
1155,37@66,"[[1240, 1], [564, 1], [255, 1], [912, 1]]",2.0
1156,17@1414,"[[432, 1], [1089, 1], [1236, 1]]",5.0
1157,10@1822,"[[190, 1], [1390, 1]]",4.0
1158,7@1187,"[[407, 1], [1385, 1], [1266, 1], [1422, 1]]",1.0
1159,11@2692,"[[935, 1], [309, 1]]",4.0
1160,10@814,"[[471, 1]]",5.0
1161,36@875,"[[722, 1], [532, 1], [440, 1], [1445, 1], [190, 1]]",4.0
1162,52@1312,"[[432, 1], [1386, 1]]",5.0
1163,44@2400,"[[1035, 1]]",3.0
1164,33@2444,"[[532, 1], [190, 1], [421, 1], [614, 1], [760, 1], [435, 1], [1445, 1], [1007, 1], [892, 1]]",3.0
1165,42@2596,"[[51, 1], [1367, 1], [912, 1]]",4.0
1166,10@1521,"[[582, 1], [875, 1], [501, 1], [51, 1], [458, 1], [182, 1], [41, 1], [735, 1], [538, 1], [126, 1]]",5.0
1167,29@129,"[[93, 1]]",3.0
1168,31@970,"[[1501, 1], [501, 1], [1251, 1], [1044, 1], [190, 1], [1251, 1]]",4.0
1169,49@315,"[[9, 1], [471, 1]]",2.0
1170,37@422,"[[692, 1], [131, 1]]",4.0
1171,30@683,"[[106, 1], [190, 1], [614, 1], [621, 1], [182, 1], [1037, 1]]",2.0
1172,15@1211,"[[1060, 1], [1026, 1], [173, 1], [892, 1]]",5.0
1173,46@610,"[[190, 1], [468, 1], [173, 1]]",5.0
1174,42@1569,"[[432, 1], [1090, 1], [1425, 1]]",5.0
1175,41@2799,"[[1542, 1]]",4.0
1176,41@698,"[[1367, 1], [1422, 1]]",3.0
1177,12@672,"[[807, 1], [1548, 1]]",3.0
1178,59@1221,"[[935, 1]]",4.0
1179,24@935,"[[692, 1], [864, 1], [1366, 1], [538, 1]]",4.0
1180,10@250,"[[501, 1], [421, 1], [851, 1], [131, 1], [567, 1], [468, 1], [1244, 1], [1093, 1], [1246, 1]]",3.0
1181,40@1613,"[[356, 1]]",2.0
1182,46@211,"[[886, 1], [245, 1], [1174, 1], [614, 1], [404, 1], [986, 1], [131, 1], [182, 1], [232, 1], [892, 1]]",3.0
1183,51@234,"[[1540, 1]]",4.0
1184,48@937,"[[1044, 1], [892, 1]]",5.0
1185,62@1415,"[[1386, 1], [72, 1], [892, 1]]",5.0
1186,10@2471,"[[1385, 1], [1026, 1]]",4.0
1187,41@2388,"[[1044, 1], [614, 1], [1386, 1], [861, 1], [868, 1]]",4.0
1188,6@1992,"[[935, 1], [441, 1], [441, 1]]",5.0
1189,37@2733,"[[1525, 1], [771, 1], [435, 1], [735, 1], [1422, 1], [1218, 1], [262, 1]]",5.0
1190,31@1512,"[[542, 1], [1002, 1], [645, 1], [1390, 1], [561, 1], [815, 1], [542, 1]]",5.0
1191,54@1104,"[[131, 1], [755, 1], [435, 1], [441, 1]]",3.0
1192,37@989,"[[1240, 1], [1390, 1], [912, 1], [782, 1], [735, 1], [131, 1]]",4.0
1193,43@1822,"[[12, 1], [969, 1]]",5.0
1194,59@2172,"[[1385, 1], [309, 1], [1385, 1]]",3.0
1195,59@1913,"[[106, 1], [1026, 1], [271, 1]]",3.0
1196,11@595,"[[1484, 1]]",3.0
1197,60@124,"[[807, 1], [273, 1], [1399, 1], [935, 1], [1237, 1], [34, 1]]",5.0
1198,9@2185,"[[1382, 1], [1342, 1]]",4.0
1199,0@2520,"[[182, 1], [600, 1]]",4.0
1200,55@1202,"[[12, 1], [1462, 1]]",5.0
1201,43@1951,"[[1168, 1], [1111, 1]]",4.0
1202,52@791,"[[421, 1], [795, 1], [907, 1], [321, 1], [649, 1]]",4.0
1203,16@329,"[[807, 1], [309, 1]]",3.0
1204,23@1378,"[[755, 1], [615, 1]]",3.0
1205,4@1273,"[[614, 1], [851, 1], [725, 1], [1315, 1], [892, 1], [51, 1], [875, 1]]",3.0
1206,31@2278,"[[1334, 1], [150, 1], [749, 1]]",5.0
1207,6@2793,"[[369, 1], [309, 1], [506, 1]]",5.0
1208,15@740,"[[655, 1], [755, 1], [1507, 1], [309, 1], [1329, 1], [538, 1], [309, 1]]",3.0
1209,34@505,"[[1425, 1]]",4.0
1210,25@2485,"[[209, 1]]",3.0
1211,37@2634,"[[501, 1], [755, 1]]",4.0
1212,54@579,"[[1170, 1], [561, 1], [1422, 1], [865, 1], [827, 1]]",3.0
1213,25@91,"[[692, 1], [19, 1], [404, 1], [313, 1]]",3.0
1214,29@1024,"[[302, 1], [1048, 1]]",4.0
1215,10@424,"[[1135, 1], [435, 1], [806, 1], [345, 1], [557, 1]]",5.0
1216,53@797,"[[935, 1], [93, 1], [892, 1]]",3.0
1217,20@2197,"[[1286, 1]]",3.0
1218,32@536,"[[884, 1], [1446, 1], [426, 1], [131, 1]]",5.0
1219,48@2569,"[[1086, 1], [655, 1], [644, 1]]",4.0
1220,52@448,"[[1144, 1], [632, 1]]",4.0
1221,33@517,"[[441, 1], [1093, 1], [1555, 1]]",5.0
1222,42@1161,"[[1285, 1], [1445, 1]]",3.0
1223,55@2757,"[[542, 1], [544, 1], [1553, 1], [232, 1], [506, 1], [1044, 1], [935, 1], [538, 1]]",5.0
1224,3@48,"[[1461, 1]]",3.0
1225,25@1761,"[[573, 1]]",2.0
1226,62@1989,"[[468, 1]]",4.0
1227,1@156,"[[334, 1], [555, 1], [771, 1], [1007, 1], [227, 1], [413, 1], [892, 1]]",3.0
1228,55@709,"[[1386, 1], [607, 1]]",5.0
1229,61@2302,"[[51, 1], [131, 1], [413, 1], [892, 1], [851, 1], [962, 1], [544, 1], [405, 1], [295, 1], [735, 1], [1445, 1], [1100, 1]]",4.0
1230,33@1833,"[[1382, 1], [851, 1], [468, 1], [41, 1]]",4.0
1231,10@1536,"[[875, 1], [1131, 1], [1093, 1], [892, 1], [807, 1], [223, 1], [795, 1], [116, 1]]",4.0
1232,29@547,"[[1526, 1]]",3.0
1233,41@1165,"[[692, 1], [1266, 1], [892, 1], [892, 1]]",3.0
1234,12@2070,"[[786, 1], [1002, 1], [435, 1]]",3.0
1235,35@375,"[[1462, 1]]",3.0
1236,58@1021,"[[388, 1], [190, 1], [462, 1], [851, 1], [1286, 1], [1363, 1], [993, 1], [248, 1], [892, 1]]",4.0
1237,47@1424,"[[533, 1], [60, 1]]",3.0
1238,34@2291,"[[506, 1], [812, 1], [1026, 1], [1462, 1], [815, 1]]",4.0
1239,59@224,"[[468, 1]]",4.0
1240,12@1137,"[[432, 1], [1270, 1], [190, 1], [421, 1], [465, 1], [1286, 1], [759, 1]]",4.0
1241,26@837,"[[809, 1], [468, 1], [280, 1]]",5.0
1242,52@2636,"[[573, 1], [935, 1], [1048, 1]]",5.0
1243,19@829,"[[94, 1], [309, 1], [469, 1]]",3.0
1244,33@430,"[[98, 1], [131, 1], [1386, 1], [967, 1], [1097, 1]]",5.0
1245,60@2759,"[[807, 1], [542, 1], [595, 1], [384, 1], [751, 1]]",5.0
1246,37@1101,"[[413, 1]]",5.0
1247,6@2016,"[[583, 1], [41, 1]]",4.0
1248,46@117,"[[1386, 1]]",4.0
1249,57@2410,"[[506, 1], [851, 1], [468, 1], [435, 1], [912, 1]]",3.0
1250,20@2401,"[[807, 1], [131, 1], [755, 1]]",4.0
1251,36@2006,"[[413, 1]]",4.0
1252,29@1908,"[[1026, 1], [471, 1]]",4.0
1253,49@2313,"[[983, 1], [1461, 1]]",4.0
1254,11@433,"[[61, 1]]",4.0
1255,41@2354,"[[692, 1], [1445, 1], [94, 1]]",3.0
1256,18@2666,"[[1425, 1], [468, 1], [889, 1], [186, 1]]",4.0
1257,16@589,"[[1009, 1], [190, 1], [618, 1], [790, 1], [1546, 1], [538, 1]]",4.0
1258,29@391,"[[1399, 1], [1465, 1], [1100, 1], [198, 1], [382, 1]]",3.0
1259,25@733,"[[875, 1], [131, 1], [888, 1], [435, 1], [714, 1], [1422, 1]]",2.0
1260,6@2015,"[[106, 1], [432, 1], [421, 1], [190, 1], [736, 1], [413, 1], [892, 1], [131, 1]]",2.0
1261,25@398,"[[131, 1], [94, 1]]",3.0
1262,12@327,"[[56, 1], [1086, 1], [1399, 1]]",3.0
1263,23@2450,"[[605, 1], [1555, 1], [538, 1], [559, 1], [347, 1], [1494, 1]]",5.0
1264,33@2744,"[[573, 1], [544, 1], [1542, 1]]",5.0
1265,24@837,"[[809, 1], [195, 1], [615, 1], [280, 1]]",1.0
1266,16@799,"[[586, 1]]",5.0
1267,16@1617,"[[809, 1], [755, 1], [892, 1], [1375, 1], [892, 1]]",4.0
1268,12@1567,"[[1513, 1], [1386, 1], [432, 1], [206, 1], [190, 1], [640, 1], [161, 1]]",4.0
1269,7@2130,"[[1093, 1]]",4.0
1270,26@945,"[[615, 1]]",5.0
1271,41@1606,"[[46, 1], [1246, 1], [1120, 1]]",4.0
1272,29@254,"[[309, 1], [892, 1], [1158, 1]]",3.0
1273,44@1609,"[[542, 1], [1219, 1]]",2.0
1274,25@1771,"[[807, 1], [1540, 1], [755, 1], [309, 1], [1501, 1], [807, 1], [276, 1], [1430, 1], [94, 1], [473, 1], [94, 1]]",4.5
1275,8@1939,"[[42, 1], [615, 1]]",3.0
1276,15@1755,"[[935, 1]]",4.0
1277,60@208,"[[872, 1], [1225, 1], [1380, 1]]",2.0
1278,31@1705,"[[807, 1], [404, 1], [1519, 1], [1169, 1]]",4.5
1279,57@527,"[[190, 1], [176, 1]]",4.0
1280,7@2430,"[[60, 1]]",5.0
1281,17@120,"[[413, 1], [176, 1], [406, 1]]",4.0
1282,37@424,"[[1218, 1]]",4.0
1283,31@2445,"[[1495, 1], [1097, 1], [1437, 1]]",4.0
1284,27@2698,"[[1026, 1], [173, 1], [1542, 1], [892, 1], [106, 1], [960, 1], [309, 1]]",4.0
1285,10@907,"[[432, 1], [1527, 1], [1513, 1], [935, 1], [788, 1], [206, 1]]",5.0
1286,43@2291,"[[506, 1], [173, 1]]",3.0
1287,6@296,"[[1143, 1], [173, 1], [441, 1]]",5.0
1288,46@965,"[[1383, 1], [969, 1]]",3.0
1289,6@663,"[[1240, 1], [19, 1], [1460, 1], [778, 1], [892, 1], [126, 1]]",4.0
1290,13@2064,"[[273, 1], [851, 1], [615, 1], [493, 1]]",4.0
1291,23@448,"[[692, 1], [1540, 1], [755, 1], [435, 1], [420, 1]]",4.0
1292,13@1300,"[[643, 1], [459, 1]]",5.0
1293,53@2138,"[[573, 1], [413, 1]]",5.0
1294,26@417,"[[1210, 1]]",3.0
1295,37@830,"[[150, 1], [1026, 1], [892, 1], [131, 1]]",4.0
1296,0@1259,"[[506, 1]]",3.0
1297,4@2800,"[[501, 1], [1251, 1], [468, 1], [827, 1], [1445, 1], [569, 1], [1136, 1]]",3.0
1298,57@2813,"[[1113, 1], [851, 1], [574, 1], [912, 1], [574, 1]]",4.0
1299,16@488,"[[423, 1], [427, 1], [1386, 1], [878, 1], [696, 1]]",4.0
1300,14@2733,"[[1240, 1], [421, 1], [190, 1], [51, 1], [1060, 1]]",4.0
1301,30@1367,"[[1383, 1]]",3.0
1302,61@1994,"[[139, 1], [1270, 1], [506, 1], [728, 1], [1386, 1], [743, 1], [892, 1]]",5.0
1303,12@512,"[[106, 1], [573, 1], [544, 1], [1026, 1]]",4.0
1304,37@2018,"[[583, 1]]",5.0
1305,10@2016,"[[1485, 1], [621, 1], [131, 1], [935, 1], [892, 1]]",5.0
1306,12@124,"[[807, 1], [583, 1], [1048, 1]]",4.0
1307,3@222,"[[421, 1], [614, 1], [592, 1], [761, 1]]",2.0
1308,33@871,"[[851, 1], [1525, 1], [280, 1], [294, 1], [399, 1]]",4.0
1309,33@1467,"[[693, 1], [370, 1], [615, 1], [1386, 1], [173, 1], [1083, 1], [692, 1], [230, 1], [280, 1]]",3.0
1310,44@355,"[[1240, 1], [1507, 1], [232, 1], [538, 1]]",4.0
1311,7@2539,"[[206, 1], [631, 1], [1026, 1], [1505, 1], [1513, 1], [206, 1], [1093, 1]]",5.0
1312,49@2228,"[[1143, 1]]",2.0
1313,59@1474,"[[506, 1], [131, 1]]",3.0
1314,57@2054,"[[795, 1], [309, 1], [471, 1], [1214, 1]]",5.0
1315,57@276,"[[1442, 1], [815, 1], [1542, 1]]",4.0
1316,18@1969,"[[692, 1], [432, 1], [583, 1], [542, 1], [1547, 1], [468, 1], [746, 1]]",4.0
1317,59@1042,"[[1327, 1], [435, 1]]",3.0
1318,12@2562,"[[807, 1], [1520, 1], [795, 1], [1540, 1], [176, 1], [1398, 1], [1279, 1]]",4.0
1319,29@1661,"[[816, 1]]",4.0
1320,13@424,"[[112, 1], [686, 1]]",4.0
1321,3@1503,"[[170, 1], [1342, 1], [1553, 1]]",3.0
1322,31@1757,"[[435, 1]]",4.0
1323,43@716,"[[356, 1], [1386, 1]]",4.0
1324,4@1288,"[[573, 1]]",4.0
1325,37@1379,"[[440, 1], [1093, 1], [435, 1], [846, 1]]",3.0
1326,46@2174,"[[131, 1], [468, 1], [892, 1]]",4.0
1327,8@587,"[[692, 1]]",4.0
1328,16@2083,"[[937, 1], [360, 1]]",5.0
